Player Name,Club Name,SCA,SCA Types,GCA,GCA Types,,Player,Nation,Pos,Age,90s,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA90
Luca Ranieri,Fiorentina,0,DF,0,36.6,49,1.53,41,1,2,5,0,Matches,0.13,3,1,0,0,0
Lucas Martínez Quarta,Fiorentina,1,DF,0,36.2,59,1.79,45,4,1,7,1,Matches,0.21,4,1,0,2,0
Giacomo Bonaventura,Fiorentina,6,MF,0,33.7,107,3.56,87,5,2,7,0,Matches,0.23,7,0,0,0,0
Nicolás González,Fiorentina,6,FW,0,33.1,110,3.53,80,0,9,15,0,Matches,0.39,10,0,0,2,0
Michael Kayode,Fiorentina,1,DF,1,32.2,47,1.71,39,6,0,0,1,Matches,0.15,3,0,0,0,0
Lucas Beltrán,Fiorentina,7,"FW,MF",1,31.2,83,3.07,64,0,2,8,2,Matches,0.41,6,0,1,3,0
Arthur Melo,Fiorentina,2,MF,1,30.3,88,3.17,73,8,2,0,3,Matches,0.40,8,0,1,0,1
Rolando Mandragora,Fiorentina,0,MF,0,30.1,59,2.19,43,8,3,5,0,Matches,0.33,6,1,1,1,0
Alfred Duncan,Fiorentina,0,MF,0,26.9,77,3.15,58,11,3,3,2,Matches,0.41,6,2,0,2,0
Jonathan Ikone,Fiorentina,5,FW,1,25.4,72,3.09,49,0,14,3,1,Matches,0.34,5,0,2,0,0
M'Bala Nzola,Fiorentina,5,FW,2,23.3,55,2.67,41,0,2,5,2,Matches,0.44,3,0,1,3,0
Fabiano Parisi,Fiorentina,2,DF,1,21.8,52,2.67,47,2,1,0,0,Matches,0.36,5,1,0,0,0
Christian Kouamé,Fiorentina,7,FW,1,21.4,65,3.43,54,0,0,4,0,Matches,0.21,3,0,0,0,0
Riccardo Sottil,Fiorentina,6,FW,0,19.1,67,3.86,50,0,8,3,0,Matches,0.40,5,0,2,0,0
Maxime Lopez,Fiorentina,1,MF,1,17.6,55,3.76,40,11,1,1,1,Matches,0.27,2,1,0,0,0
Andrea Belotti,Fiorentina,7,FW,0,17.4,39,2.46,23,0,0,9,0,Matches,0.13,2,0,0,0,0
Antonín Barák,Fiorentina,0,"MF,FW",0,15.4,45,3.39,35,0,1,8,1,Matches,0.23,3,0,0,0,0
Dodô,Fiorentina,2,DF,0,12.2,43,3.91,35,4,2,0,0,Matches,0.09,0,1,0,0,0
Oliver Christensen,Fiorentina,0,GK,0,10.7,1,0.12,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Josip Brekalo,Fiorentina,1,FW,1,9.8,22,2.54,17,2,1,1,0,Matches,0.35,2,0,0,0,0
Davide Faraoni,Fiorentina,0,DF,0,5.5,12,2.32,10,1,0,1,0,Matches,0.39,2,0,0,0,0
Gaetano Castrovilli,Fiorentina,1,"FW,MF",1,4.1,10,2.45,9,0,0,0,0,Matches,0.98,3,0,0,0,0
Gino Infantino,Fiorentina,0,MF,0,2.2,6,4.46,5,0,0,0,1,Matches,0.74,1,0,0,0,0
Yerry Mina,Fiorentina,0,"DF,MF",0,2.1,3,2.01,1,0,0,2,0,Matches,0.67,0,0,0,1,0
Niccolò Pierozzi,Fiorentina,1,DF,0,1.5,4,2.67,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Pietro Comuzzo,Fiorentina,0,"DF,FW",0,1.5,1,0.71,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Tommaso Martinelli,Fiorentina,,GK,,1.0,,,,,,,,Matches,,,,,,
Lorenzo Amatucci,Fiorentina,0,MF,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Álex Remiro,Real Sociedad,0,GK,0,48.7,6,0.14,3,3,0,0,0,Matches,0.00,0,0,0,0,0
Martín Zubimendi,Real Sociedad,0,MF,0,41.5,67,1.79,59,0,3,4,1,Matches,0.11,4,0,0,0,0
Igor Zubeldia,Real Sociedad,0,DF,0,41.0,23,0.64,20,0,0,2,1,Matches,0.08,3,0,0,0,0
Robin Le Normand,Real Sociedad,2,DF,0,40.2,19,0.56,16,0,0,1,0,Matches,0.03,1,0,0,0,0
Mikel Merino,Real Sociedad,9,MF,1,40.0,87,2.52,68,0,0,8,2,Matches,0.26,7,0,0,0,1
Brais Méndez,Real Sociedad,8,MF,2,36.7,121,3.70,70,22,6,12,3,Matches,0.58,12,0,4,1,0
Mikel Oyarzabal,Real Sociedad,3,"FW,MF",0,33.9,55,1.81,39,1,5,5,2,Matches,0.16,3,0,2,0,0
Hamari Traoré,Real Sociedad,1,DF,0,33.7,67,2.14,56,4,1,1,4,Matches,0.13,3,0,0,0,1
Takefusa Kubo,Real Sociedad,7,"FW,MF",0,32.5,149,4.95,84,36,16,6,0,Matches,0.27,5,2,1,0,0
Beñat Turrientes,Real Sociedad,1,MF,0,24.2,38,1.82,27,1,3,5,1,Matches,0.14,2,0,0,1,0
Ander Barrenetxea,Real Sociedad,3,"FW,MF",0,22.7,62,3.06,43,1,10,3,2,Matches,0.35,3,0,2,2,0
Arsen Zakharyan,Real Sociedad,2,"FW,MF",0,20.7,68,4.23,33,22,5,6,0,Matches,0.25,2,1,0,1,0
Jon Pacheco,Real Sociedad,0,DF,0,20.5,14,0.76,12,0,0,2,0,Matches,0.16,3,0,0,0,0
Aihen Muñoz,Real Sociedad,0,DF,0,19.7,30,1.69,22,3,2,3,0,Matches,0.22,2,0,0,2,0
Kieran Tierney,Real Sociedad,1,DF,0,16.4,19,1.31,16,1,0,0,1,Matches,0.21,2,1,0,0,0
Javi Galán,Real Sociedad,0,DF,0,15.9,26,1.87,23,2,0,1,0,Matches,0.22,3,0,0,0,0
Umar Sadiq,Real Sociedad,2,FW,0,15.2,25,1.91,12,0,6,4,1,Matches,0.15,1,0,1,0,0
Aritz Elustondo,Real Sociedad,0,DF,0,13.7,14,1.28,8,2,0,3,1,Matches,0.18,0,0,0,2,0
André Silva,Real Sociedad,0,FW,0,11.8,12,1.31,11,0,1,0,0,Matches,0.00,0,0,0,0,0
Sheraldo Becker,Real Sociedad,0,FW,0,10.9,19,2.06,14,1,1,3,0,Matches,0.54,4,0,0,1,0
Álvaro Odriozola,Real Sociedad,1,"DF,FW",0,8.0,7,1.28,6,0,0,0,0,Matches,0.00,0,0,0,0,0
Jon Aramburu,Real Sociedad,0,DF,0,7.4,4,0.66,3,0,0,1,0,Matches,0.00,0,0,0,0,0
Carlos Fernández,Real Sociedad,0,FW,0,6.3,4,0.76,3,0,0,0,1,Matches,0.19,1,0,0,0,0
Olasagasti,Real Sociedad,1,MF,0,6.1,14,3.42,6,0,4,2,1,Matches,0.00,0,0,0,0,0
Mohamed Ali Cho,Real Sociedad,1,"FW,MF",1,5.2,5,1.18,3,0,1,0,0,Matches,0.24,0,0,0,0,0
Unai Marrero,Real Sociedad,0,GK,0,4.6,1,0.63,0,1,0,0,0,Matches,0.00,0,0,0,0,0
Urko González,Real Sociedad,0,DF,0,4.0,1,0.58,0,0,1,0,0,Matches,0.00,0,0,0,0,0
Jon Magunacelaya,Real Sociedad,1,MF,0,2.4,3,2.00,1,0,1,0,0,Matches,0.00,0,0,0,0,0
Alberto Dadie,Real Sociedad,0,FW,0,1.6,1,3.21,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Alex Sola,Real Sociedad,1,"DF,MF",0,0.3,1,3.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Jon Martin,Real Sociedad,0,DF,0,0.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
André Onana,Manchester Utd,0,GK,0,51.7,8,0.18,8,0,0,0,0,Matches,0.02,1,0,0,0,0
Diogo Dalot,Manchester Utd,1,DF,0,48.5,86,2.13,75,4,2,3,1,Matches,0.20,7,0,0,1,0
Bruno Fernandes,Manchester Utd,2,"MF,FW",0,47.6,237,5.83,162,53,8,9,3,Matches,0.54,13,5,2,2,0
Alejandro Garnacho,Manchester Utd,14,"FW,MF",3,39.6,127,3.99,83,0,14,15,1,Matches,0.53,10,0,1,2,1
Rasmus Højlund,Manchester Utd,3,FW,0,34.1,68,2.31,50,0,7,5,3,Matches,0.17,3,0,2,0,0
Marcus Rashford,Manchester Utd,6,FW,1,33.8,99,3.48,68,1,17,7,0,Matches,0.53,13,0,1,0,0
Scott McTominay,Manchester Utd,2,MF,0,30.9,32,1.26,23,0,1,4,2,Matches,0.12,2,0,0,0,1
Casemiro,Manchester Utd,1,MF,0,28.6,46,1.93,40,2,0,3,0,Matches,0.25,6,0,0,0,0
Aaron Wan-Bissaka,Manchester Utd,1,DF,0,26.7,29,1.31,27,1,0,0,0,Matches,0.23,5,0,0,0,0
Kobbie Mainoo,Manchester Utd,2,MF,1,26.5,40,1.83,31,0,3,3,1,Matches,0.37,3,0,2,2,0
Harry Maguire,Manchester Utd,1,DF,1,25.7,25,1.15,20,0,0,1,3,Matches,0.18,2,0,0,1,0
Raphaël Varane,Manchester Utd,0,DF,0,24.6,18,0.95,14,2,0,2,0,Matches,0.11,2,0,0,0,0
Victor Lindelöf,Manchester Utd,0,DF,0,21.7,22,1.22,22,0,0,0,0,Matches,0.22,4,0,0,0,0
Antony,Manchester Utd,5,FW,0,21.2,66,3.82,54,1,3,0,3,Matches,0.23,2,0,0,0,2
Jonny Evans,Manchester Utd,0,DF,0,17.8,11,0.68,11,0,0,0,0,Matches,0.12,2,0,0,0,0
Sofyan Amrabat,Manchester Utd,0,"MF,DF",0,17.2,23,1.64,22,1,0,0,0,Matches,0.07,1,0,0,0,0
Christian Eriksen,Manchester Utd,0,MF,0,15.9,52,3.48,41,9,0,0,2,Matches,0.27,3,0,0,0,1
Luke Shaw,Manchester Utd,0,DF,0,13.1,27,2.22,16,9,1,1,0,Matches,0.08,1,0,0,0,0
Lisandro Martínez,Manchester Utd,0,DF,0,10.0,7,0.86,6,0,0,0,1,Matches,0.12,1,0,0,0,0
Mason Mount,Manchester Utd,2,"MF,FW",0,8.4,20,2.97,12,2,2,0,2,Matches,0.00,0,0,0,0,0
Sergio Reguilón,Manchester Utd,0,DF,0,7.3,16,2.56,14,1,0,1,0,Matches,0.16,1,0,0,0,0
Anthony Martial,Manchester Utd,1,"FW,DF",1,7.1,14,2.53,12,0,0,1,0,Matches,0.36,1,0,0,0,0
Amad Diallo,Manchester Utd,0,"FW,MF",0,5.3,20,4.62,16,0,3,1,0,Matches,0.00,0,0,0,0,0
Facundo Pellistri,Manchester Utd,1,FW,0,4.2,6,1.92,4,0,1,0,0,Matches,0.32,1,0,0,0,0
Willy Kambwala,Manchester Utd,0,DF,0,3.9,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Hannibal Mejbri,Manchester Utd,1,"MF,FW",0,3.7,7,3.23,6,0,0,0,0,Matches,0.00,0,0,0,0,0
Omari Forson,Manchester Utd,0,MF,0,1.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Altay Bayındır,Manchester Utd,,GK,,1.0,,,,,,,,Matches,,,,,,
Jadon Sancho,Manchester Utd,1,"FW,MF",0,0.9,4,4.62,1,1,0,0,1,Matches,1.15,0,1,0,0,0
Daniel Gore,Manchester Utd,0,MF,0,0.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Donny van de Beek,Manchester Utd,0,DF,0,0.3,1,30.00,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Ethan Wheatley,Manchester Utd,0,FW,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Maxence Caqueret,Lyon,2,MF,0,39.7,113,3.37,85,16,4,3,3,Matches,0.21,5,0,1,1,0
Anthony Lopes,Lyon,0,GK,0,33.0,3,0.10,2,1,0,0,0,Matches,0.03,1,0,0,0,0
Jake O'Brien,Lyon,0,DF,0,31.7,14,0.53,8,1,0,5,0,Matches,0.08,0,0,0,2,0
Alexandre Lacazette,Lyon,6,FW,2,30.0,56,2.20,39,0,5,6,0,Matches,0.35,4,0,2,1,0
Nicolás Tagliafico,Lyon,3,DF,1,29.2,42,1.78,28,6,1,3,1,Matches,0.08,1,0,0,0,0
Clinton Mata,Lyon,2,DF,0,27.9,31,1.26,26,0,1,2,0,Matches,0.16,3,0,0,1,0
Duje Ćaleta-Car,Lyon,0,DF,0,27.5,12,0.54,10,0,0,1,1,Matches,0.00,0,0,0,0,0
Corentin Tolisso,Lyon,1,MF,0,23.4,52,2.69,40,1,0,9,1,Matches,0.16,1,0,0,2,0
Rayan Cherki,Lyon,2,"MF,FW",0,23.2,106,5.55,52,23,21,7,1,Matches,0.73,9,2,1,2,0
Ernest Nuamah,Lyon,5,"FW,MF",0,22.8,73,3.58,47,6,8,7,0,Matches,0.29,4,1,0,1,0
Ainsley Maitland-Niles,Lyon,1,"DF,MF",0,20.1,33,2.07,27,0,0,4,1,Matches,0.44,7,0,0,0,0
Nemanja Matić,Lyon,0,MF,0,17.3,23,1.65,21,0,2,0,0,Matches,0.22,3,0,0,0,0
Saïd Benrahma,Lyon,1,"FW,MF",0,11.7,38,4.44,26,6,2,2,1,Matches,0.47,4,0,0,0,0
Sael Kumbedi,Lyon,0,DF,0,11.3,16,1.56,15,0,1,0,0,Matches,0.19,2,0,0,0,0
Sinaly Diomande,Lyon,0,DF,0,9.9,6,0.61,5,0,0,1,0,Matches,0.10,1,0,0,0,0
Dejan Lovren,Lyon,0,DF,0,9.0,4,0.50,3,0,0,1,0,Matches,0.00,0,0,0,0,0
Malick Fofana,Lyon,2,FW,1,8.9,19,3.05,11,0,2,3,1,Matches,0.48,1,0,0,1,0
Henrique,Lyon,1,DF,0,7.6,9,1.33,6,1,1,0,0,Matches,0.15,1,0,0,0,0
Gift Orban,Lyon,1,FW,0,6.8,8,1.52,6,0,1,0,0,Matches,0.19,1,0,0,0,0
Orel Mangala,Lyon,1,MF,0,6.8,13,2.95,11,0,1,0,0,Matches,0.23,1,0,0,0,0
Mama Samba Baldé,Lyon,1,"FW,MF",0,6.2,21,3.42,13,0,5,2,0,Matches,1.14,3,0,4,0,0
Skelly Alvero,Lyon,1,MF,0,4.7,12,2.54,7,1,1,2,0,Matches,0.00,0,0,0,0,0
Lucas Perri,Lyon,,GK,,4.3,,,,,,,,Matches,,,,,,
Diego Moreira,Lyon,1,"FW,MF",0,4.2,4,1.34,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Mahamadou Diawara,Lyon,2,MF,0,4.2,9,2.26,6,0,0,1,0,Matches,0.25,0,0,0,1,0
Paul Akouokou,Lyon,0,MF,0,3.5,6,1.75,4,0,1,0,1,Matches,0.00,0,0,0,0,0
Jeffinho,Lyon,1,"FW,MF",1,3.4,17,4.98,12,0,1,2,1,Matches,0.88,2,0,0,0,0
Tino Kadewere,Lyon,1,"FW,MF",0,3.3,9,2.73,8,0,0,0,0,Matches,0.30,1,0,0,0,0
Rémy Riou,Lyon,0,GK,0,3.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Bradley Barcola,Lyon,0,FW,0,3.0,5,1.67,5,0,0,0,0,Matches,0.00,0,0,0,0,0
Johann Lepenant,Lyon,0,MF,0,2.8,7,2.48,6,0,0,1,0,Matches,0.35,1,0,0,0,0
Amin Sarr,Lyon,0,"FW,MF",0,1.1,3,2.73,1,0,0,2,0,Matches,0.00,0,0,0,0,0
Adryelson,Lyon,0,"DF,FW",0,0.6,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Mamadou Sarr,Lyon,0,DF,0,0.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Chaim El Djebali,Lyon,0,MF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Mohamed El Arouch,Lyon,0,FW,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Brice Samba,Lens,0,GK,0,42.7,8,0.20,7,1,0,0,0,Matches,0.02,1,0,0,0,0
Facundo Medina,Lens,2,DF,1,38.3,71,1.94,60,0,4,4,1,Matches,0.22,6,0,0,1,0
Kevin Danso,Lens,1,DF,0,37.8,40,1.10,35,0,0,3,1,Matches,0.11,4,0,0,0,0
Florian Sotoca,Lens,7,MF,1,37.7,126,3.50,104,3,6,5,1,Matches,0.50,14,1,1,0,1
Przemysław Frankowski,Lens,0,DF,0,33.4,95,2.97,78,11,3,2,1,Matches,0.19,5,0,0,1,0
Jonathan Gradit,Lens,1,DF,0,31.3,40,1.28,36,1,0,2,0,Matches,0.10,3,0,0,0,0
Elye Wahi,Lens,7,FW,1,26.3,50,1.97,30,1,3,6,3,Matches,0.24,3,1,0,1,0
Ruben Aguilar,Lens,0,DF,0,25.0,49,2.10,44,2,1,2,0,Matches,0.21,5,0,0,0,0
Salis Abdul Samed,Lens,1,MF,0,23.8,40,1.68,38,0,0,0,1,Matches,0.13,3,0,0,0,0
Neil El Aynaoui,Lens,3,MF,1,22.6,26,1.24,21,0,0,1,1,Matches,0.14,2,0,0,0,0
David Pereira da Costa,Lens,4,"MF,FW",1,20.3,57,2.92,30,13,5,5,0,Matches,0.31,4,0,0,1,0
Angelo Fulgini,Lens,5,MF,0,19.8,86,4.57,49,25,2,5,0,Matches,0.21,2,2,0,0,0
Andy Diouf,Lens,2,MF,0,16.6,60,3.82,34,15,6,2,1,Matches,0.13,2,0,0,0,0
Deiver Machado,Lens,4,DF,0,16.6,30,1.81,22,0,1,3,0,Matches,0.06,1,0,0,0,0
Adrien Thomasson,Lens,3,MF,1,16.4,82,5.20,64,11,0,4,0,Matches,0.19,1,1,0,0,0
Nampalys Mendy,Lens,0,MF,0,15.8,30,1.91,26,0,1,1,2,Matches,0.32,3,0,0,1,1
Wesley Saïd,Lens,2,"FW,MF",1,12.9,43,3.53,28,0,5,6,2,Matches,0.41,1,0,2,1,0
Massadio Haïdara,Lens,0,DF,0,11.0,12,1.13,9,1,0,2,0,Matches,0.09,1,0,0,0,0
Abdukodir Khusanov,Lens,1,DF,0,10.7,7,0.68,4,0,0,0,2,Matches,0.00,0,0,0,0,0
Morgan Guilavogui,Lens,1,"FW,MF",0,7.6,34,4.66,27,0,2,4,0,Matches,0.55,3,0,0,1,0
Jhoanner Chávez,Lens,0,DF,0,6.5,9,1.38,8,0,0,1,0,Matches,0.00,0,0,0,0,0
Faitout Maouassa,Lens,0,"DF,MF",0,1.5,4,4.68,2,1,1,0,0,Matches,0.00,0,0,0,0,0
Stijn Spierings,Lens,0,MF,0,1.3,1,0.76,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Ayanda Sishuba,Lens,0,MF,0,1.2,8,11.61,1,0,4,3,0,Matches,0.00,0,0,0,0,0
Jean-Louis Leca,Lens,0,GK,0,1.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Julien Le Cardinal,Lens,0,DF,0,0.6,1,1.55,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Oscar Cortés,Lens,0,"FW,MF",0,0.5,1,2.05,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Germán Pezzella,Betis,0,DF,0,38.7,19,0.50,15,0,1,2,1,Matches,0.03,0,0,0,0,1
Rui Silva,Betis,0,GK,0,36.5,3,0.09,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Isco,Betis,4,MF,0,30.9,173,5.79,105,43,10,10,1,Matches,0.54,12,1,1,2,0
Marc Roca,Betis,3,MF,0,30.4,74,2.52,59,4,3,1,4,Matches,0.10,3,0,0,0,0
Ayoze Pérez,Betis,6,FW,1,29.7,101,3.52,63,0,15,12,5,Matches,0.24,4,0,1,0,1
Chadi Riad,Betis,0,DF,0,27.7,13,0.50,10,1,0,2,0,Matches,0.04,1,0,0,0,0
Willian José,Betis,0,FW,0,26.6,48,1.93,42,0,2,3,1,Matches,0.28,6,0,0,0,1
Juan Miranda,Betis,3,DF,0,26.1,51,2.12,39,6,1,2,0,Matches,0.12,3,0,0,0,0
Guido Rodríguez,Betis,1,MF,0,24.9,30,1.21,22,2,0,4,1,Matches,0.32,5,1,0,2,0
Héctor Bellerín,Betis,1,DF,0,22.5,34,1.57,28,3,1,1,0,Matches,0.18,4,0,0,0,0
Abner,Betis,0,DF,0,21.0,24,1.20,22,1,0,1,0,Matches,0.05,1,0,0,0,0
Aitor Ruibal,Betis,1,"DF,FW",0,19.3,46,2.69,39,1,2,2,1,Matches,0.29,5,0,0,0,0
Abde Ezzalzouli,Betis,4,FW,0,17.5,38,2.45,23,2,6,2,1,Matches,0.26,3,1,0,0,0
Johnny Cardoso,Betis,1,MF,1,16.8,22,1.31,17,0,1,0,3,Matches,0.30,3,0,0,0,1
Assane Diao,Betis,0,FW,0,16.7,37,2.40,29,0,1,6,1,Matches,0.06,0,0,0,1,0
Rodri,Betis,6,"FW,MF",0,15.2,42,3.13,29,2,3,2,0,Matches,0.00,0,0,0,0,0
Nabil Fekir,Betis,5,"MF,FW",0,14.6,78,5.44,47,16,4,6,0,Matches,0.21,2,0,1,0,0
William Carvalho,Betis,0,MF,0,14.1,29,2.30,27,0,0,2,0,Matches,0.32,3,0,0,1,0
Sokratis Papastathopoulos,Betis,0,DF,0,13.6,5,0.40,4,0,0,1,0,Matches,0.16,2,0,0,0,0
Pablo Fornals,Betis,1,"FW,MF",0,12.8,45,3.53,37,3,2,2,0,Matches,0.47,5,0,0,1,0
Youssouf Sabaly,Betis,0,DF,0,11.6,17,1.46,15,1,1,0,0,Matches,0.26,2,1,0,0,0
Luiz Henrique,Betis,0,FW,0,10.9,36,3.79,23,0,9,4,0,Matches,0.53,3,0,2,0,0
Borja Iglesias,Betis,0,FW,0,9.7,28,3.23,22,0,1,5,0,Matches,0.35,3,0,0,0,0
Andrés Guardado,Betis,0,MF,0,9.7,26,3.25,22,3,1,0,0,Matches,0.00,0,0,0,0,0
Claudio Bravo,Betis,0,GK,0,9.0,2,0.22,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Sergi Altimira,Betis,2,MF,0,8.9,14,2.22,8,1,2,1,0,Matches,0.00,0,0,0,0,0
Luiz Felipe,Betis,0,DF,0,4.0,2,0.50,2,0,0,0,0,Matches,0.00,0,0,0,0,0
Marc Bartra,Betis,0,DF,0,3.5,3,0.86,2,0,0,1,0,Matches,0.29,0,0,0,1,0
Fran Vieites,Betis,0,GK,0,3.5,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Ezequiel Ávila,Betis,2,FW,1,3.3,9,2.72,3,0,2,2,0,Matches,0.30,0,0,0,0,0
Cédric Bakambu,Betis,1,FW,0,2.7,5,1.88,3,0,0,1,0,Matches,0.00,0,0,0,0,0
Ricardo Visus,Betis,0,DF,0,2.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Juan Cruz,Betis,0,FW,0,1.8,5,5.92,3,0,2,0,0,Matches,0.00,0,0,0,0,0
Nobel Mendy,Betis,,DF,,1.0,,,,,,,,Matches,,,,,,
Pablo Busto,Betis,0,DF,0,0.5,1,2.05,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Paul Akouokou,Betis,0,MF,0,0.3,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Xavi Pleguezuelo,Betis,0,DF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Enrique,Betis,0,MF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Ginés Sorroche,Betis,0,MF,0,0.1,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Pau López,Marseille,0,GK,0,47.0,14,0.31,12,2,0,0,0,Matches,0.02,1,0,0,0,0
Pierre-Emerick Aubameyang,Marseille,8,FW,1,42.5,99,2.46,61,0,10,19,1,Matches,0.50,10,0,4,5,0
Leonardo Balerdi,Marseille,1,DF,1,38.7,35,0.96,31,2,1,0,0,Matches,0.08,2,0,0,0,0
Jordan Veretout,Marseille,2,MF,0,37.3,127,3.63,91,26,2,3,3,Matches,0.49,14,1,0,1,1
Chancel Mbemba,Marseille,2,DF,0,36.4,37,1.02,30,1,1,3,0,Matches,0.11,4,0,0,0,0
Jonathan Clauss,Marseille,2,DF,0,35.6,114,3.35,78,28,1,4,1,Matches,0.41,11,3,0,0,0
Amine Harit,Marseille,8,"MF,FW",0,33.1,135,4.08,104,8,11,3,1,Matches,0.42,14,0,0,0,0
Geoffrey Kondogbia,Marseille,5,MF,0,29.4,47,1.67,37,0,0,3,2,Matches,0.25,7,0,0,0,0
Samuel Gigot,Marseille,2,DF,0,28.3,28,1.07,17,3,1,5,0,Matches,0.15,1,0,0,3,0
Iliman Ndiaye,Marseille,5,"FW,MF",3,25.8,85,3.29,58,1,14,7,0,Matches,0.46,8,0,0,1,0
Ismaila Sarr,Marseille,10,"FW,MF",3,20.9,60,2.86,39,0,4,6,1,Matches,0.38,5,0,0,0,0
Azzedine Ounahi,Marseille,3,MF,0,20.5,63,3.08,57,1,0,2,0,Matches,0.24,4,1,0,0,0
Renan Lodi,Marseille,2,DF,1,18.8,33,1.80,21,9,1,0,0,Matches,0.05,0,0,0,0,0
Michael Amir Murillo,Marseille,2,DF,0,15.4,19,1.37,12,1,2,0,2,Matches,0.22,3,0,0,0,0
Vitinha,Marseille,7,FW,2,15.3,47,3.53,29,0,5,4,2,Matches,0.68,4,0,1,2,0
Luis Henrique,Marseille,0,"FW,DF",0,13.5,39,3.15,35,0,4,0,0,Matches,0.08,1,0,0,0,0
Quentin Merlin,Marseille,1,DF,0,13.3,38,2.86,21,10,4,2,0,Matches,0.23,3,0,0,0,0
Bamo Meïté,Marseille,0,DF,0,12.5,7,0.67,7,0,0,0,0,Matches,0.00,0,0,0,0,0
Valentin Rongier,Marseille,0,MF,0,12.5,36,2.89,32,0,2,1,1,Matches,0.08,1,0,0,0,0
Ulisses Garcia,Marseille,0,DF,0,10.9,18,1.79,12,3,3,0,0,Matches,0.00,0,0,0,0,0
Faris Pemi Moumbagna,Marseille,3,FW,1,9.6,24,2.59,17,0,0,3,1,Matches,0.22,1,0,0,0,0
Pape Gueye,Marseille,2,"MF,DF",0,8.5,19,2.24,16,0,0,1,0,Matches,0.24,2,0,0,0,0
Joaquín Correa,Marseille,2,"FW,MF",0,7.6,22,3.04,16,0,3,1,0,Matches,0.28,2,0,0,0,0
Jean Onana,Marseille,0,MF,0,7.3,10,1.59,9,0,0,1,0,Matches,0.16,1,0,0,0,0
Rubén Blanco,Marseille,0,GK,0,3.3,1,0.42,1,0,0,0,0,Matches,0.00,0,0,0,0,0
Bilal Nadir,Marseille,0,"MF,FW",0,2.5,3,2.31,3,0,0,0,0,Matches,0.00,0,0,0,0,0
Emran Soglo,Marseille,0,"MF,DF",0,2.2,4,1.79,3,0,1,0,0,Matches,0.45,1,0,0,0,0
François Mughe,Marseille,4,"MF,DF",0,2.1,13,6.22,7,1,1,0,0,Matches,0.48,1,0,0,0,0
Raimane Daou,Marseille,0,"DF,MF",0,0.5,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Mattéo Guendouzi,Marseille,0,MF,0,0.2,2,9.47,1,1,0,0,0,Matches,0.00,0,0,0,0,0
Sofiane Sidi Ali,Marseille,0,MF,0,0.2,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Gael Lafont,Marseille,0,MF,0,0.1,0,,0,0,0,0,0,Matches,,0,0,0,0,0
Keyliane Abdallah,Marseille,0,FW,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Noam Mayoka-Tika,Marseille,0,MF,0,0.0,0,0.00,0,0,0,0,0,Matches,0.00,0,0,0,0,0
Stanislav Lobotka,Napoli,5,MF,0,46.4,94,2.14,82,1,4,1,1,Matches,0.09,4,0,0,0,0
Giovanni Di Lorenzo,Napoli,0,DF,0,46.3,144,3.28,131,0,5,7,1,Matches,0.27,11,0,0,1,0
