Player Name,Club Name,Pass Types,Corner Kicks,Outcomes,,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out
Igor Zubeldia,Real Sociedad,es ESP,DF,26,41.0,2175,2121,46,45,3,8,3,0,0,0,0,0,1849,8,10,Matches
Robin Le Normand,Real Sociedad,es ESP,DF,26,40.2,2085,2021,62,39,0,13,2,0,0,0,0,0,1848,2,11,Matches
Mikel Merino,Real Sociedad,es ESP,MF,27,40.0,1741,1709,19,16,7,14,28,3,0,0,0,0,1332,13,28,Matches
Brais Méndez,Real Sociedad,es ESP,MF,26,36.7,1506,1335,164,96,12,13,136,4,52,21,21,0,1150,7,42,Matches
Mikel Oyarzabal,Real Sociedad,es ESP,"FW,MF",26,33.9,655,609,41,6,2,3,17,1,2,0,1,0,494,5,20,Matches
Hamari Traoré,Real Sociedad,ml MLI,DF,31,33.7,1870,1538,324,22,5,17,63,302,0,0,0,0,1495,8,23,Matches
Takefusa Kubo,Real Sociedad,jp JPN,"FW,MF",22,32.5,1094,954,135,15,6,4,205,4,115,58,29,1,776,5,44,Matches
Beñat Turrientes,Real Sociedad,es ESP,MF,21,24.2,801,761,37,18,1,6,32,0,18,13,2,0,671,3,17,Matches
Ander Barrenetxea,Real Sociedad,es ESP,"FW,MF",21,22.7,736,721,10,1,1,10,68,4,5,0,0,0,508,5,39,Matches
Arsen Zakharyan,Real Sociedad,ru RUS,"FW,MF",20,20.7,665,576,81,17,3,7,110,6,57,29,23,0,473,8,16,Matches
Jon Pacheco,Real Sociedad,es ESP,DF,22,20.5,1244,1180,58,48,1,15,2,2,0,0,0,0,1083,6,2,Matches
Aihen Muñoz,Real Sociedad,es ESP,DF,25,19.7,1036,801,232,12,0,3,45,220,0,0,0,0,770,3,26,Matches
Kieran Tierney,Real Sociedad,sct SCO,DF,26,16.4,938,762,175,20,1,7,29,155,0,0,0,0,715,1,23,Matches
Javi Galán,Real Sociedad,es ESP,DF,28,15.9,734,591,140,13,1,8,54,127,0,0,0,0,585,3,20,Matches
Umar Sadiq,Real Sociedad,ng NGA,FW,26,15.2,211,194,17,0,0,1,12,0,0,0,0,0,147,0,11,Matches
Aritz Elustondo,Real Sociedad,es ESP,DF,29,13.7,582,523,58,14,0,3,2,44,0,0,0,0,499,1,5,Matches
André Silva,Real Sociedad,pt POR,FW,27,11.8,192,167,23,0,1,0,1,3,0,0,0,0,154,2,10,Matches
Sheraldo Becker,Real Sociedad,sr SUR,FW,28,10.9,261,254,6,0,0,0,59,1,2,0,1,0,163,1,18,Matches
Álvaro Odriozola,Real Sociedad,es ESP,"DF,FW",27,8.0,304,242,62,3,0,1,21,59,0,0,0,0,265,0,12,Matches
Jon Aramburu,Real Sociedad,ve VEN,DF,21,7.4,325,259,63,7,0,0,8,56,0,0,0,0,257,3,7,Matches
Carlos Fernández,Real Sociedad,es ESP,FW,27,6.3,109,104,5,1,1,0,2,0,0,0,0,0,59,0,4,Matches
Olasagasti,Real Sociedad,es ESP,MF,22,6.1,176,170,3,2,1,3,5,0,1,0,1,0,129,3,7,Matches
Mohamed Ali Cho,Real Sociedad,fr FRA,"FW,MF",19,5.2,97,94,1,0,0,0,20,0,0,0,0,0,60,2,4,Matches
Unai Marrero,Real Sociedad,es ESP,GK,21,4.6,45,22,23,15,0,0,0,0,0,0,0,0,28,0,1,Matches
Urko González,Real Sociedad,es ESP,DF,22,4.0,89,89,0,0,0,0,2,0,0,0,0,0,71,0,1,Matches
Jon Magunacelaya,Real Sociedad,es ESP,MF,23,2.4,47,47,0,0,0,0,5,0,0,0,0,0,31,0,4,Matches
Alberto Dadie,Real Sociedad,es ESP,FW,21,1.6,7,7,0,0,0,0,4,0,0,0,0,0,3,0,1,Matches
Alex Sola,Real Sociedad,es ESP,"DF,MF",24,0.3,16,9,7,1,0,0,0,6,0,0,0,0,12,0,0,Matches
Jon Martin,Real Sociedad,es ESP,DF,17,0.3,7,7,0,0,0,1,0,0,0,0,0,0,5,0,0,Matches
André Onana,Manchester Utd,cm CMR,GK,27,51.7,1750,1474,268,87,1,6,0,0,0,0,0,0,1272,8,2,Matches
Diogo Dalot,Manchester Utd,pt POR,DF,24,48.5,2110,1782,320,25,1,9,106,290,5,2,3,0,1700,8,51,Matches
Bruno Fernandes,Manchester Utd,pt POR,"MF,FW",28,47.6,2482,2121,336,81,32,26,292,30,172,50,67,8,1799,25,70,Matches
Alejandro Garnacho,Manchester Utd,ar ARG,"FW,MF",19,39.6,979,962,14,3,2,5,89,6,4,2,0,0,736,3,54,Matches
Rasmus Højlund,Manchester Utd,dk DEN,FW,20,34.1,476,431,41,0,1,2,10,2,0,0,0,0,353,4,18,Matches
Marcus Rashford,Manchester Utd,eng ENG,FW,25,33.8,861,824,29,0,6,4,48,19,3,0,0,0,653,8,19,Matches
Scott McTominay,Manchester Utd,sct SCO,MF,26,30.9,786,768,14,5,2,4,6,5,0,0,0,0,644,4,20,Matches
Casemiro,Manchester Utd,br BRA,MF,31,28.6,1520,1476,38,32,8,9,16,0,0,0,0,0,1240,6,18,Matches
Aaron Wan-Bissaka,Manchester Utd,eng ENG,DF,25,26.7,1101,930,169,7,0,1,18,162,0,0,0,0,926,2,28,Matches
Kobbie Mainoo,Manchester Utd,eng ENG,MF,18,26.5,889,883,6,5,8,4,7,0,0,0,0,0,767,0,16,Matches
Harry Maguire,Manchester Utd,eng ENG,DF,30,25.7,1324,1227,95,44,0,15,4,2,0,0,0,0,1106,2,6,Matches
Raphaël Varane,Manchester Utd,fr FRA,DF,30,24.6,1014,932,78,30,1,0,1,3,0,0,0,0,899,4,8,Matches
Victor Lindelöf,Manchester Utd,se SWE,DF,29,21.7,1087,996,91,9,2,5,1,56,0,0,0,0,966,0,8,Matches
Antony,Manchester Utd,br BRA,FW,23,21.2,677,646,28,7,3,1,26,19,2,0,0,0,532,3,27,Matches
Jonny Evans,Manchester Utd,nir NIR,DF,35,17.8,879,821,55,19,1,0,1,4,0,0,0,0,768,3,8,Matches
Sofyan Amrabat,Manchester Utd,ma MAR,"MF,DF",26,17.2,840,808,31,13,0,10,11,18,0,0,0,0,729,1,12,Matches
Christian Eriksen,Manchester Utd,dk DEN,MF,31,15.9,944,877,61,28,7,11,58,3,29,13,8,2,756,6,13,Matches
Luke Shaw,Manchester Utd,eng ENG,DF,28,13.1,714,592,120,20,2,5,39,72,20,3,13,0,578,2,11,Matches
Lisandro Martínez,Manchester Utd,ar ARG,DF,25,10.0,493,457,34,14,1,1,2,0,0,0,0,0,457,2,1,Matches
Mason Mount,Manchester Utd,eng ENG,"MF,FW",24,8.4,257,242,14,1,2,3,21,2,8,3,4,0,211,1,5,Matches
Sergio Reguilón,Manchester Utd,es ESP,DF,26,7.3,410,329,79,6,0,1,40,67,6,1,4,0,318,2,10,Matches
Anthony Martial,Manchester Utd,fr FRA,"FW,DF",27,7.1,154,145,7,0,0,0,0,0,0,0,0,0,122,2,3,Matches
Amad Diallo,Manchester Utd,ci CIV,"FW,MF",21,5.3,170,166,4,1,0,1,1,2,1,1,0,0,149,0,3,Matches
Facundo Pellistri,Manchester Utd,uy URU,FW,21,4.2,101,99,1,0,0,0,7,1,0,0,0,0,80,1,5,Matches
Willy Kambwala,Manchester Utd,fr FRA,DF,18,3.9,192,187,5,3,0,0,0,1,0,0,0,0,163,0,2,Matches
Hannibal Mejbri,Manchester Utd,tn TUN,"MF,FW",20,3.7,64,63,1,1,2,0,3,0,0,0,0,0,50,0,4,Matches
Omari Forson,Manchester Utd,eng ENG,MF,19,1.0,33,32,1,0,0,0,0,0,0,0,0,0,30,0,1,Matches
Altay Bayındır,Manchester Utd,tr TUR,GK,25,1.0,,,,,,,0,,,,,,,,,Matches
Jadon Sancho,Manchester Utd,eng ENG,"FW,MF",23,0.9,43,41,1,0,0,0,1,0,1,0,0,0,34,1,0,Matches
Daniel Gore,Manchester Utd,eng ENG,MF,18,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Donny van de Beek,Manchester Utd,nl NED,DF,26,0.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Ethan Wheatley,Manchester Utd,eng ENG,FW,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Maxence Caqueret,Lyon,fr FRA,MF,23,39.7,2009,1877,124,51,9,11,90,9,44,10,25,0,1661,8,46,Matches
Anthony Lopes,Lyon,pt POR,GK,32,33.0,1035,770,265,69,1,0,0,0,0,0,0,0,773,0,0,Matches
Jake O'Brien,Lyon,ie IRL,DF,22,31.7,1440,1375,63,37,0,9,1,9,0,0,0,0,1270,2,9,Matches
Alexandre Lacazette,Lyon,fr FRA,FW,32,30.0,561,514,42,1,8,6,15,2,0,0,0,0,397,5,18,Matches
Nicolás Tagliafico,Lyon,ar ARG,DF,30,29.2,1175,1017,153,15,3,0,48,137,1,0,0,0,999,5,21,Matches
Clinton Mata,Lyon,ao ANG,DF,30,27.9,1514,1332,181,32,0,2,55,149,0,0,0,0,1286,1,26,Matches
Duje Ćaleta-Car,Lyon,hr CRO,DF,26,27.5,1204,1183,20,16,0,9,0,3,0,0,0,0,1051,1,3,Matches
Corentin Tolisso,Lyon,fr FRA,MF,28,23.4,1257,1201,51,32,7,9,41,17,0,0,0,0,1059,5,21,Matches
Rayan Cherki,Lyon,fr FRA,"MF,FW",19,23.2,1069,945,121,24,15,24,98,15,66,22,15,0,830,3,31,Matches
Ernest Nuamah,Lyon,gh GHA,"FW,MF",19,22.8,692,643,48,18,0,7,88,5,24,19,2,0,535,1,26,Matches
Ainsley Maitland-Niles,Lyon,eng ENG,"DF,MF",25,20.1,796,694,98,9,1,5,28,86,3,1,0,0,663,4,12,Matches
Nemanja Matić,Lyon,rs SRB,MF,34,17.3,989,948,34,34,3,6,6,0,0,0,0,0,845,7,26,Matches
Saïd Benrahma,Lyon,dz ALG,"FW,MF",27,11.7,349,313,34,7,2,1,86,2,25,20,4,0,238,2,12,Matches
Sael Kumbedi,Lyon,fr FRA,DF,18,11.3,592,506,85,9,1,0,32,76,0,0,0,0,470,1,11,Matches
Sinaly Diomande,Lyon,ci CIV,DF,22,9.9,570,554,15,13,1,3,1,2,0,0,0,0,521,1,3,Matches
Dejan Lovren,Lyon,hr CRO,DF,34,9.0,440,418,22,10,0,2,3,1,0,0,0,0,371,0,5,Matches
Malick Fofana,Lyon,be BEL,FW,18,8.9,180,175,5,0,0,0,24,5,0,0,0,0,143,0,8,Matches
Henrique,Lyon,br BRA,DF,29,7.6,400,342,57,4,0,0,18,53,0,0,0,0,351,1,9,Matches
Gift Orban,Lyon,ng NGA,FW,21,6.8,103,97,6,3,0,1,4,0,1,0,0,0,73,0,6,Matches
Orel Mangala,Lyon,be BEL,MF,25,6.8,182,179,3,3,1,2,4,0,0,0,0,0,154,0,3,Matches
Mama Samba Baldé,Lyon,gw GNB,"FW,MF",27,6.2,135,132,3,0,2,1,5,0,0,0,0,0,88,0,7,Matches
Skelly Alvero,Lyon,fr FRA,MF,21,4.7,193,190,2,2,1,1,2,0,0,0,0,0,159,1,2,Matches
Lucas Perri,Lyon,br BRA,GK,25,4.3,,,,,,,0,,,,,,,,,Matches
Diego Moreira,Lyon,pt POR,"FW,MF",18,4.2,108,105,2,1,0,0,10,1,0,0,0,0,74,1,3,Matches
Mahamadou Diawara,Lyon,fr FRA,MF,18,4.2,147,144,2,2,0,0,2,0,0,0,0,0,125,1,4,Matches
Paul Akouokou,Lyon,ci CIV,MF,25,3.5,185,183,2,2,0,0,0,0,0,0,0,0,158,0,2,Matches
Jeffinho,Lyon,br BRA,"FW,MF",23,3.4,129,124,5,2,0,1,2,1,2,0,0,0,95,0,7,Matches
Tino Kadewere,Lyon,zw ZIM,"FW,MF",27,3.3,111,104,6,0,0,0,2,2,0,0,0,0,89,1,1,Matches
Rémy Riou,Lyon,fr FRA,GK,35,3.0,104,69,35,12,0,0,0,0,0,0,0,0,80,0,0,Matches
Bradley Barcola,Lyon,fr FRA,FW,20,3.0,90,90,0,0,0,1,0,0,0,0,0,0,70,0,2,Matches
Johann Lepenant,Lyon,fr FRA,MF,20,2.8,186,179,6,5,1,0,2,1,0,0,0,0,165,1,4,Matches
Amin Sarr,Lyon,se SWE,"FW,MF",22,1.1,20,18,2,0,0,0,1,0,0,0,0,0,13,0,1,Matches
Adryelson,Lyon,br BRA,"DF,FW",25,0.6,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Mamadou Sarr,Lyon,fr FRA,DF,17,0.3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Chaim El Djebali,Lyon,tn TUN,MF,19,0.1,9,9,0,0,0,0,1,0,0,0,0,0,7,0,1,Matches
Mohamed El Arouch,Lyon,fr FRA,FW,19,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Brice Samba,Lens,fr FRA,GK,29,42.7,1409,1082,321,112,1,2,0,0,0,0,0,0,1097,6,1,Matches
Facundo Medina,Lens,ar ARG,DF,24,38.3,2472,2347,117,101,6,11,25,13,0,0,0,0,2126,8,34,Matches
Kevin Danso,Lens,at AUT,DF,24,37.8,2005,1861,140,86,0,3,4,7,0,0,0,0,1761,4,7,Matches
Florian Sotoca,Lens,fr FRA,MF,32,37.7,1758,1669,78,12,15,12,118,58,2,0,0,0,1274,11,63,Matches
Przemysław Frankowski,Lens,pl POL,DF,28,33.4,1730,1428,295,13,5,8,164,267,15,6,5,0,1307,7,54,Matches
Jonathan Gradit,Lens,fr FRA,DF,30,31.3,1779,1713,61,54,1,18,18,2,0,0,0,0,1510,5,13,Matches
Elye Wahi,Lens,fr FRA,FW,20,26.3,405,348,55,0,1,1,16,0,0,0,0,0,295,2,13,Matches
Ruben Aguilar,Lens,fr FRA,DF,30,25.0,1396,1170,223,18,3,2,82,205,0,0,0,0,1133,3,37,Matches
Salis Abdul Samed,Lens,gh GHA,MF,23,23.8,1144,1117,25,23,2,1,4,2,0,0,0,0,1012,2,20,Matches
Neil El Aynaoui,Lens,fr FRA,MF,22,22.6,782,770,10,9,2,0,8,1,0,0,0,0,670,2,7,Matches
David Pereira da Costa,Lens,pt POR,"MF,FW",22,20.3,853,784,62,18,3,0,88,3,41,14,25,0,670,7,25,Matches
Angelo Fulgini,Lens,fr FRA,MF,26,19.8,962,806,138,39,14,6,138,9,88,36,45,0,696,18,17,Matches
Andy Diouf,Lens,fr FRA,MF,20,16.6,812,759,50,14,1,0,54,0,36,15,18,0,650,3,29,Matches
Deiver Machado,Lens,co COL,DF,29,16.6,642,510,131,3,0,0,37,127,0,0,0,0,494,1,21,Matches
Adrien Thomasson,Lens,fr FRA,MF,29,16.4,788,735,49,22,1,3,57,2,25,3,15,0,585,4,38,Matches
Nampalys Mendy,Lens,sn SEN,MF,31,15.8,810,788,18,16,3,3,12,2,0,0,0,0,703,4,7,Matches
Wesley Saïd,Lens,fr FRA,"FW,MF",28,12.9,294,265,27,1,2,1,17,5,0,0,0,0,210,2,3,Matches
Massadio Haïdara,Lens,ml MLI,DF,30,11.0,578,507,67,15,0,3,27,50,0,0,0,0,478,4,12,Matches
Abdukodir Khusanov,Lens,uz UZB,DF,19,10.7,532,514,18,9,0,3,2,0,0,0,0,0,459,0,1,Matches
Morgan Guilavogui,Lens,gn GUI,"FW,MF",25,7.6,272,258,11,0,0,0,8,1,0,0,0,0,203,3,10,Matches
Jhoanner Chávez,Lens,ec ECU,DF,21,6.5,264,203,61,2,0,2,15,59,0,0,0,0,202,0,10,Matches
Faitout Maouassa,Lens,fr FRA,"DF,MF",25,1.5,29,20,9,0,0,0,7,8,1,0,1,0,20,0,1,Matches
Stijn Spierings,Lens,nl NED,MF,27,1.3,59,59,0,0,0,1,1,0,0,0,0,0,50,0,2,Matches
Ayanda Sishuba,Lens,be BEL,MF,18,1.2,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
Jean-Louis Leca,Lens,fr FRA,GK,37,1.0,26,20,6,2,0,0,0,0,0,0,0,0,16,0,1,Matches
Julien Le Cardinal,Lens,fr FRA,DF,25,0.6,32,27,5,1,0,0,4,4,0,0,0,0,23,0,1,Matches
Oscar Cortés,Lens,co COL,"FW,MF",19,0.5,26,26,0,0,0,0,2,0,0,0,0,0,18,0,0,Matches
Germán Pezzella,Betis,ar ARG,DF,32,38.7,1848,1766,82,77,1,8,2,4,0,0,0,0,1598,0,4,Matches
Rui Silva,Betis,pt POR,GK,29,36.5,1145,802,340,110,0,0,0,0,0,0,0,0,814,3,0,Matches
Isco,Betis,es ESP,MF,31,30.9,1783,1545,229,68,17,25,178,8,144,53,54,2,1421,9,36,Matches
Marc Roca,Betis,es ESP,MF,26,30.4,1698,1598,94,76,2,21,35,5,11,3,6,0,1416,6,17,Matches
Ayoze Pérez,Betis,es ESP,FW,30,29.7,852,832,16,1,5,4,21,7,0,0,0,0,662,4,47,Matches
Chadi Riad,Betis,ma MAR,DF,20,27.7,1328,1293,34,31,0,1,0,3,0,0,0,0,1192,1,11,Matches
Willian José,Betis,br BRA,FW,31,26.6,627,576,48,0,0,9,8,0,0,0,0,0,502,3,14,Matches
Juan Miranda,Betis,es ESP,DF,23,26.1,1385,1113,265,49,0,7,83,210,6,0,4,0,1086,7,25,Matches
Guido Rodríguez,Betis,ar ARG,MF,29,24.9,1256,1200,53,51,1,26,9,1,0,0,0,0,1067,3,22,Matches
Héctor Bellerín,Betis,es ESP,DF,28,22.5,1117,898,216,17,0,8,48,199,0,0,0,0,869,3,25,Matches
Abner,Betis,br BRA,DF,23,21.0,1038,827,206,11,0,5,36,195,0,0,0,0,802,5,29,Matches
Aitor Ruibal,Betis,es ESP,"DF,FW",27,19.3,923,755,166,14,2,7,46,152,0,0,0,0,721,2,38,Matches
Abde Ezzalzouli,Betis,ma MAR,FW,21,17.5,584,552,30,7,3,5,66,12,11,1,7,0,393,2,34,Matches
Johnny Cardoso,Betis,us USA,MF,21,16.8,727,712,13,12,1,5,3,1,0,0,0,0,615,2,13,Matches
Assane Diao,Betis,es ESP,FW,17,16.7,352,348,2,0,1,0,15,0,0,0,0,0,267,2,17,Matches
Rodri,Betis,es ESP,"FW,MF",23,15.2,647,619,25,5,7,1,46,13,7,6,1,0,508,3,26,Matches
Nabil Fekir,Betis,fr FRA,"MF,FW",30,14.6,788,684,99,40,3,5,78,5,46,20,19,0,627,5,19,Matches
William Carvalho,Betis,pt POR,MF,31,14.1,1063,1033,28,26,1,5,8,2,0,0,0,0,946,2,9,Matches
Sokratis Papastathopoulos,Betis,gr GRE,DF,35,13.6,574,547,27,26,0,0,0,1,0,0,0,0,507,0,3,Matches
Pablo Fornals,Betis,es ESP,"FW,MF",27,12.8,672,625,43,5,3,5,51,12,26,12,11,0,500,4,28,Matches
Youssouf Sabaly,Betis,sn SEN,DF,30,11.6,656,561,92,6,0,0,27,86,0,0,0,0,540,3,17,Matches
Luiz Henrique,Betis,br BRA,FW,22,10.9,314,308,5,3,1,3,45,1,1,0,0,0,224,1,13,Matches
Borja Iglesias,Betis,es ESP,FW,30,9.7,208,188,20,0,3,1,3,1,0,0,0,0,156,0,5,Matches
Andrés Guardado,Betis,mx MEX,MF,36,9.7,481,446,33,15,0,9,24,6,11,2,8,0,413,2,7,Matches
Claudio Bravo,Betis,cl CHI,GK,40,9.0,293,197,95,24,1,3,0,0,0,0,0,0,231,1,0,Matches
Sergi Altimira,Betis,es ESP,MF,21,8.9,320,315,3,1,0,4,1,1,1,1,0,0,289,2,3,Matches
Luiz Felipe,Betis,it ITA,DF,26,4.0,169,163,4,4,0,0,0,0,0,0,0,0,151,2,0,Matches
Marc Bartra,Betis,es ESP,DF,32,3.5,160,146,11,11,0,1,0,0,0,0,0,0,135,3,0,Matches
Fran Vieites,Betis,es ESP,GK,24,3.5,119,68,49,14,0,0,0,0,0,0,0,0,76,2,0,Matches
Ezequiel Ávila,Betis,ar ARG,FW,29,3.3,91,89,2,1,0,3,12,1,0,0,0,0,55,0,6,Matches
Cédric Bakambu,Betis,cd COD,FW,32,2.7,48,44,4,0,0,0,0,0,0,0,0,0,31,0,2,Matches
Ricardo Visus,Betis,es ESP,DF,22,2.2,61,57,4,4,0,0,0,0,0,0,0,0,50,0,0,Matches
Juan Cruz,Betis,es ESP,FW,23,1.8,20,20,0,0,0,0,4,0,0,0,0,0,15,0,0,Matches
Nobel Mendy,Betis,fr FRA,DF,18,1.0,,,,,,,0,,,,,,,,,Matches
Pablo Busto,Betis,es ESP,DF,17,0.5,26,22,4,0,1,0,1,4,0,0,0,0,18,0,0,Matches
Paul Akouokou,Betis,ci CIV,MF,25,0.3,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0,Matches
Xavi Pleguezuelo,Betis,es ESP,DF,20,0.1,12,9,3,1,0,0,4,2,0,0,0,0,8,0,1,Matches
Enrique,Betis,es ESP,MF,19,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Ginés Sorroche,Betis,es ESP,MF,19,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Pau López,Marseille,es ESP,GK,28,47.0,1726,1391,330,115,0,2,0,0,0,0,0,0,1291,5,1,Matches
Pierre-Emerick Aubameyang,Marseille,ga GAB,FW,34,42.5,917,847,65,1,6,1,61,6,0,0,0,0,627,5,31,Matches
Leonardo Balerdi,Marseille,ar ARG,DF,24,38.7,2218,2114,99,72,0,22,3,8,1,0,0,0,1895,5,16,Matches
Jordan Veretout,Marseille,fr FRA,MF,30,37.3,1878,1688,182,72,8,9,165,11,95,45,32,0,1473,8,28,Matches
Chancel Mbemba,Marseille,cd COD,DF,28,36.4,1971,1858,110,55,1,6,19,26,0,0,0,0,1704,3,16,Matches
Jonathan Clauss,Marseille,fr FRA,DF,30,35.6,2114,1674,429,48,6,5,244,296,85,0,78,0,1577,11,52,Matches
Amine Harit,Marseille,ma MAR,"MF,FW",26,33.1,1497,1394,92,26,11,2,56,21,35,13,9,0,1267,11,27,Matches
Geoffrey Kondogbia,Marseille,cf CTA,MF,30,29.4,1596,1564,24,20,3,22,4,3,1,0,0,0,1397,8,17,Matches
Samuel Gigot,Marseille,fr FRA,DF,29,28.3,1289,1173,114,62,3,0,6,11,0,0,0,0,1137,2,9,Matches
Iliman Ndiaye,Marseille,sn SEN,"FW,MF",23,25.8,777,757,16,1,5,0,23,4,0,0,0,0,641,4,25,Matches
Ismaila Sarr,Marseille,sn SEN,"FW,MF",25,20.9,608,595,11,0,2,3,44,9,0,0,0,0,461,2,19,Matches
Azzedine Ounahi,Marseille,ma MAR,MF,23,20.5,1184,1150,30,21,3,4,37,7,1,1,0,0,1044,4,26,Matches
Renan Lodi,Marseille,br BRA,DF,25,18.8,964,751,205,45,0,3,84,141,19,1,18,0,738,8,25,Matches
Michael Amir Murillo,Marseille,pa PAN,DF,27,15.4,770,658,111,20,1,1,22,91,0,0,0,0,633,1,10,Matches
Vitinha,Marseille,pt POR,FW,23,15.3,263,241,20,1,0,0,26,5,1,0,0,0,193,2,15,Matches
Luis Henrique,Marseille,br BRA,"FW,DF",21,13.5,540,502,32,3,1,6,41,28,0,0,0,0,410,6,7,Matches
Quentin Merlin,Marseille,fr FRA,DF,21,13.3,757,612,143,29,1,2,66,101,13,1,11,0,586,2,17,Matches
Bamo Meïté,Marseille,ci CIV,DF,21,12.5,657,610,47,14,0,0,7,29,0,0,0,0,600,0,7,Matches
Valentin Rongier,Marseille,fr FRA,MF,28,12.5,755,732,22,20,9,7,3,2,0,0,0,0,662,1,6,Matches
Ulisses Garcia,Marseille,ch SUI,DF,27,10.9,570,461,109,11,0,1,50,91,7,0,7,0,449,0,13,Matches
Faris Pemi Moumbagna,Marseille,cm CMR,FW,23,9.6,157,146,9,0,0,0,5,0,0,0,0,0,104,2,4,Matches
Pape Gueye,Marseille,sn SEN,"MF,DF",24,8.5,487,475,11,10,0,1,9,1,0,0,0,0,396,1,10,Matches
Joaquín Correa,Marseille,ar ARG,"FW,MF",28,7.6,245,237,7,1,2,0,1,6,0,0,0,0,191,1,12,Matches
Jean Onana,Marseille,cm CMR,MF,23,7.3,458,446,8,8,1,3,2,0,0,0,0,0,398,4,6,Matches
Rubén Blanco,Marseille,es ESP,GK,28,3.3,88,64,24,10,0,0,0,0,0,0,0,0,72,0,0,Matches
Bilal Nadir,Marseille,fr FRA,"MF,FW",19,2.5,59,58,1,0,0,0,3,1,0,0,0,0,52,0,3,Matches
Emran Soglo,Marseille,eng ENG,"MF,DF",18,2.2,94,86,8,0,0,0,8,8,0,0,0,0,76,0,4,Matches
François Mughe,Marseille,cm CMR,"MF,DF",19,2.1,49,44,5,1,0,0,7,4,0,0,0,0,32,0,5,Matches
Raimane Daou,Marseille,km COM,"DF,MF",18,0.5,25,25,0,0,0,0,0,0,0,0,0,0,21,0,0,Matches
Mattéo Guendouzi,Marseille,fr FRA,MF,24,0.2,12,10,2,1,0,0,1,0,1,0,0,0,9,0,1,Matches
Sofiane Sidi Ali,Marseille,fr FRA,MF,28,0.2,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Gael Lafont,Marseille,fr FRA,MF,17,0.1,4,3,1,1,0,0,1,0,0,0,0,0,2,0,0,Matches
Keyliane Abdallah,Marseille,fr FRA,FW,17,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Noam Mayoka-Tika,Marseille,be BEL,MF,19,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Stanislav Lobotka,Napoli,sk SVK,MF,28,46.4,2691,2613,72,42,7,16,3,2,0,0,0,0,2461,6,17,Matches
Giovanni Di Lorenzo,Napoli,it ITA,DF,29,46.3,3292,2797,482,63,9,29,152,418,1,0,0,0,2774,13,52,Matches
Khvicha Kvaratskhelia,Napoli,ge GEO,FW,22,39.7,1501,1395,101,21,8,37,131,24,54,32,14,0,1201,5,30,Matches
Alex Meret,Napoli,it ITA,GK,26,38.8,1179,914,261,59,0,2,0,0,0,0,0,0,1004,4,1,Matches
Andre-Frank Zambo Anguissa,Napoli,cm CMR,MF,27,37.9,2217,2176,35,20,5,4,24,15,0,0,0,0,1935,6,30,Matches
Amir Rrahmani,Napoli,xk KVX,DF,29,37.0,2695,2572,116,81,0,52,4,6,0,0,0,0,2417,7,9,Matches
Matteo Politano,Napoli,it ITA,FW,29,34.4,1577,1395,170,42,4,40,171,42,79,38,15,2,1197,12,52,Matches
Juan Jesus,Napoli,br BRA,DF,32,30.3,1986,1871,111,72,0,8,1,25,0,0,0,0,1782,4,16,Matches
Victor Osimhen,Napoli,ng NGA,FW,24,27.4,370,342,24,1,1,4,20,4,0,0,0,0,251,4,16,Matches
Piotr Zieliński,Napoli,pl POL,MF,29,26.8,1567,1428,131,32,6,7,117,2,89,23,48,0,1289,8,19,Matches
Leo Skiri Østigård,Napoli,no NOR,DF,23,21.7,1432,1386,40,28,0,8,2,6,0,0,0,0,1250,6,5,Matches
Giacomo Raspadori,Napoli,it ITA,"FW,MF",23,21.3,805,718,84,17,8,18,78,5,38,6,24,0,595,3,25,Matches
Mathías Olivera,Napoli,uy URU,DF,25,21.1,1390,1169,219,34,2,7,34,185,0,0,0,0,1204,2,28,Matches
Mário Rui,Napoli,pt POR,DF,32,17.3,1279,1084,195,50,2,11,76,127,18,0,16,0,1034,0,21,Matches
Natan,Napoli,br BRA,DF,22,16.6,1012,948,63,26,0,8,9,35,0,0,0,0,876,1,7,Matches
Jens Cajuste,Napoli,se SWE,MF,23,15.7,510,497,11,3,1,2,6,8,0,0,0,0,429,2,12,Matches
Giovanni Simeone,Napoli,ar ARG,FW,28,12.3,213,193,18,0,2,0,6,0,0,0,0,0,149,2,6,Matches
