Player Name,Club Name,FoulsDrawnLeadingToShotAttempt,Position,FoulsDrawnLeadingToGoal,ActionsLeadingToShots,ShotCreatingActionsPer90Min,InPlayPassesThatLeadToShotAttempt,SetpiecesLeadingToShotAttempt,SuccessfulTakeOnsLeadingToShotAttempt,ShotsThatLeadToShotAttempt,DefensiveActionsLeadingToShotAttempt,GoalCreationAccuracy,InPlayPassesLeadingToGoal,SetpiecesLeadingToGoal,FoulsDrawnLeadingToGoal,ShotsAttemptLeadingToGoal,DefensiveActionsLeadingToGoal,DefensiveErrors,TacklesAttempted,TackleWon,TacklesinDef3rd,TacklesinMid3rd,TacklesinAtt3rd,DribblesStopped,PassesBlocked,DribblesWinningPerc,DribblesNotStopped,TotalBlocks,ShotsBlocked,PassesBlocked,Tackles+Interception,Clearances,Goals,Shots,ShotsOnTarget,ShotsOnTarget%,Shots/90min,ShotsOnTarget/90min,Goals/Shot,Goals/ShotOnTarget,AverageShotDistance,ShotsfromFreeKicks,PKMade,TotalPK,ExpectedGoal,NonPenaltyExpectedGoals,NonPenaltyExpectedGoals/shot,Goals-XG,NonPenaltyGoals-NonPenaltyXG,Miscontrols,Receiving,Touches,TouchesInDefensivePenaltyArea,TouchesInDefensive1/3rd,TouchesInMid1/3rd,TouchesInAtt1/3rd,TouchesInAttackingPenaltyArea,TakeOnsAttempted,SucessfulTakeOns,SucessfulTakeOns%,TimesTackledByADefDuringTakeOn,TimesTackledByADefDuringTakeOn%,NumberOfCarries,DistanceTravelledInCarries(Yards),DistanceTravelledInCarries(Yards)TowardsOpponentGoal,CarriesThatReachesCloseToOpponentGoal(DistTravelled>10Yards),CarriesInFinalThird,CarriesInPenaltyArea,PassesRecieved,DisPossesed,ProgressivePassesRecieved,ShortPassesCompleted%,TotalPassingDistance,PassesAttempted,ProgressivePassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesCompleted%,MediumPassesCompleted,PassesIntoPenaltyArea,CrossesIntoPenaltyArea,ProgressivePasses,LongPassesAttempted,LongPassesCompleted%,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage,"PassesCompleted	",InGamePasses,SetPiecesPasses,FreeKickPasses,ThroughBalls,Switches,Crosses,ThrowInsTaken,CornersTaken,InswingingCorners,OutswingingCorners,StraightCorners,PassesCompleted,PassesOffside
Maxence Caqueret,Lyon,2,MF,0,113,3.37,85,16,4,3,3,0.21,5,0,1,1,0,2,91,76,39,37,15,38,31,35.5,69,40,9,55,139,26,2,34,11,32.4,0.86,0.28,0.06,0.18,20.9,0,0,0,2.1,2.1,0.09,-1.1,-1.1,55,39.7,2357,67,484,1283,622,48,85,52,61.2,28,32.9,1806,9571,4269,70,63,12,45,1642,96,23,27376,2009,10233,790,894,88.4,670,62,7,286,211,63.5,2,0,0,43,38,1,90,55,76,0,1,0,236,9,12,42.9,2009,1877,124,51,9,11,90,9,44,10,25,0,1661,8
Anthony Lopes,Lyon,0,GK,0,3,0.1,2,1,0,0,0,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,33,1110,928,1093,17,0,0,0,0,,0,,784,4447,2904,1,0,0,0,510,0,32,20175,1035,14006,146,146,100,392,1,0,1,487,47.4,0,0,0,1,6,0,0,0,0,0,1,0,33,5,0,100,1035,770,265,69,1,0,0,0,0,0,0,0,773,0
Jake O'Brien,Lyon,0,DF,0,14,0.53,8,1,0,5,0,0.08,0,0,0,2,0,1,22,17,16,5,1,14,5,70,6,23,18,14,34,98,5,26,11,42.3,0.82,0.35,0.19,0.45,7.4,0,0,0,3.6,3.6,0.2,0.4,0.4,7,31.7,1631,206,856,724,63,28,9,7,77.8,1,11.1,1197,6411,3451,15,8,0,5,1105,2,22,24904,1440,8108,413,453,91.2,662,3,0,68,221,75.6,4,1,0,19,14,0,1,14,17,0,0,0,126,44,25,63.8,1440,1375,63,37,0,9,1,9,0,0,0,0,1270,2
Alexandre Lacazette,Lyon,6,FW,2,56,2.2,39,0,5,6,0,0.35,4,0,2,1,0,0,19,14,8,9,2,5,19,29.4,12,22,3,9,27,9,22,69,37,53.6,2.3,1.23,0.28,0.51,14,6,3,3,11.4,9.8,0.17,7.6,7.2,55,30,809,14,89,358,372,127,42,22,52.4,17,40.5,576,2746,910,22,20,10,37,567,144,32,5653,561,1574,211,283,74.6,113,17,2,61,46,63,4,1,0,53,46,16,15,9,14,1,0,0,60,27,40,40.3,561,514,42,1,8,6,15,2,0,0,0,0,397,5
Nicolás Tagliafico,Lyon,3,DF,1,42,1.78,28,6,1,3,1,0.08,1,0,0,0,0,0,54,44,23,22,9,22,17,44.9,27,25,8,36,82,43,3,18,8,44.4,0.62,0.27,0.17,0.38,13.7,0,0,0,2.6,2.6,0.17,0.4,0.4,13,29.2,1385,72,364,688,339,35,16,5,31.3,10,62.5,954,4778,2019,32,27,4,12,897,119,30,15340,1175,5299,513,565,90.8,398,20,5,105,87,59.8,10,1,1,51,37,0,48,36,44,1,0,0,76,20,15,57.1,1175,1017,153,15,3,0,48,137,1,0,0,0,999,5
Clinton Mata,Lyon,2,DF,0,31,1.26,26,0,1,2,0,0.16,3,0,0,1,0,0,43,29,29,8,6,23,19,57.5,17,35,16,43,83,61,0,14,0,0,0.5,0,0,,24.3,3,0,0,0.6,0.6,0.04,-0.6,-0.6,29,27.9,1785,125,650,803,349,13,38,23,60.5,11,28.9,1226,6631,2926,32,27,2,19,1115,60,30,20444,1514,7341,635,699,90.8,526,18,12,97,164,46.3,7,0,0,34,41,1,55,43,29,0,0,0,145,27,27,50,1514,1332,181,32,0,2,55,149,0,0,0,0,1286,1
Duje Ćaleta-Car,Lyon,0,DF,0,12,0.54,10,0,0,1,1,0,0,0,0,0,0,1,26,14,19,6,1,18,13,81.8,4,27,14,21,44,94,0,10,1,10,0.36,0.04,0,0,10.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,3,27.5,1404,246,793,586,31,21,2,1,50,1,50,1016,4948,2358,5,2,0,1,952,1,26,20032,1204,7213,370,396,93.4,571,2,0,61,149,57.7,5,1,0,20,7,2,0,21,14,0,0,0,86,57,15,79.2,1204,1183,20,16,0,9,0,3,0,0,0,0,1051,1
Corentin Tolisso,Lyon,1,MF,0,52,2.69,40,1,0,9,1,0.16,1,0,0,2,0,0,33,24,13,11,9,14,17,42.4,19,26,9,13,43,18,2,42,14,33.3,1.79,0.6,0.02,0.07,18.9,1,1,1,3.2,2.4,0.06,-1.2,-1.4,26,23.4,1451,60,314,794,351,39,9,5,55.6,4,44.4,1130,6039,2509,30,43,2,22,1089,67,28,19107,1257,5916,452,513,88.1,447,30,11,153,168,73.8,5,0,0,28,31,1,41,13,24,0,1,0,117,37,22,62.7,1257,1201,51,32,7,9,41,17,0,0,0,0,1059,5
Rayan Cherki,Lyon,2,"MF,FW",0,106,5.55,52,23,21,7,1,0.73,9,2,1,2,0,0,28,17,4,16,8,17,10,37,29,13,3,7,35,1,3,64,21,32.8,2.75,0.9,0.05,0.14,15.7,1,0,0,5.2,5.2,0.09,-4.2,-4.2,51,23.2,1325,5,108,585,665,117,141,81,57.4,48,34,1056,7606,3685,93,73,33,43,1014,182,19,14766,1069,4022,364,451,80.7,336,43,6,138,152,64.5,0,0,0,13,35,2,98,7,17,0,0,0,98,1,8,11.1,1069,945,121,24,15,24,98,15,66,22,15,0,830,3
Ernest Nuamah,Lyon,5,"FW,MF",0,73,3.58,47,6,8,7,0,0.29,4,1,0,1,0,0,28,19,18,6,4,12,14,31.6,26,15,1,9,36,9,3,47,20,42.6,2.06,0.88,0.06,0.15,18,3,0,0,4,4,0.09,-1,-1,68,22.8,983,27,128,324,561,108,122,51,41.8,63,51.6,753,6375,2990,105,66,38,31,722,237,19,8568,692,1884,273,319,85.6,193,31,5,74,75,58.7,4,0,0,52,37,16,88,9,19,0,1,0,86,10,25,28.6,692,643,48,18,0,7,88,5,24,19,2,0,535,1
Ainsley Maitland-Niles,Lyon,1,"DF,MF",0,33,2.07,27,0,0,4,1,0.44,7,0,0,0,0,1,34,23,12,14,8,19,10,51.4,18,16,6,21,51,29,2,21,7,33.3,1.05,0.35,0.05,0.14,13.9,0,1,1,3,2.2,0.16,-2,-2.2,15,20.1,949,56,269,400,293,41,33,16,48.5,14,42.4,645,3539,1645,26,25,6,11,580,82,25,10343,796,3289,350,387,90.4,241,17,3,76,71,62,1,1,0,9,13,2,28,21,23,0,0,0,93,18,21,46.2,796,694,98,9,1,5,28,86,3,1,0,0,663,4
Nemanja Matić,Lyon,0,MF,0,23,1.65,21,0,2,0,0,0.22,3,0,0,0,0,1,17,14,8,7,2,9,11,47.4,10,17,6,18,33,17,0,6,2,33.3,0.35,0.12,0,0,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,11,17.3,1100,50,306,608,198,22,20,12,60,8,40,847,4783,2354,26,36,8,10,791,17,34,14848,989,4926,365,404,90.3,364,12,0,118,128,67.2,2,0,0,10,10,0,6,18,14,0,0,1,103,20,10,66.7,989,948,34,34,3,6,6,0,0,0,0,0,845,7
Saïd Benrahma,Lyon,1,"FW,MF",0,38,4.44,26,6,2,2,1,0.47,4,0,0,0,0,0,9,13,1,6,2,5,7,71.4,2,7,0,4,10,3,3,38,10,26.3,3.25,0.85,0.08,0.3,21.5,2,0,0,1.6,1.6,0.06,1.4,1.4,23,11.7,447,5,47,141,266,36,35,18,51.4,16,45.7,350,2324,1178,46,15,15,24,334,113,27,3752,349,1205,120,145,82.8,82,21,11,34,44,45.5,2,0,0,4,10,9,86,4,13,0,0,0,41,1,15,6.3,349,313,34,7,2,1,86,2,25,20,4,0,238,2
Sael Kumbedi,Lyon,0,DF,0,16,1.56,15,0,1,0,0,0.19,2,0,0,0,0,2,30,20,14,12,4,9,9,40.9,13,12,3,14,44,18,0,6,4,66.7,0.53,0.35,0,0,22.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,20,11.3,727,24,183,356,196,16,20,7,35,13,65,500,2673,1384,19,22,4,7,451,75,18,7036,592,1816,266,306,86.9,180,11,4,42,40,35,3,0,0,28,13,2,32,14,20,0,0,0,60,4,9,30.8,592,506,85,9,1,0,32,76,0,0,0,0,470,1
Sinaly Diomande,Lyon,0,DF,0,6,0.61,5,0,0,1,0,0.1,1,0,0,0,0,1,10,4,5,3,2,9,3,56.3,7,12,9,15,25,26,0,6,1,16.7,0.61,0.1,0,0,11.1,0,0,0,1,1,0.17,-1,-1,6,9.9,654,75,292,334,35,7,4,1,25,1,25,505,2509,1321,5,8,1,2,441,0,22,9695,570,3841,175,184,95.1,288,2,1,43,64,71.9,2,0,0,12,8,0,1,15,4,0,0,0,73,16,13,55.2,570,554,15,13,1,3,1,2,0,0,0,0,521,1
Dejan Lovren,Lyon,0,DF,0,4,0.5,3,0,0,1,0,0,0,0,0,0,0,0,9,7,6,3,0,3,1,42.9,4,6,5,13,21,37,0,6,4,66.7,0.67,0.45,0,0,12.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,1,9,521,76,247,248,28,7,0,0,,0,,354,1746,735,5,8,0,2,326,1,34,7463,440,2174,104,127,81.9,215,0,0,20,66,63.6,2,1,0,13,3,0,3,13,7,0,0,0,33,24,10,70.6,440,418,22,10,0,2,3,1,0,0,0,0,371,0
Malick Fofana,Lyon,2,FW,1,19,3.05,11,0,2,3,1,0.48,1,0,0,1,0,0,5,6,3,1,1,4,3,44.4,5,3,0,6,10,9,4,14,9,64.3,1.58,1.01,0.29,0.44,14.2,0,0,0,1.8,1.8,0.2,1.2,1.2,16,8.9,244,7,37,84,133,21,15,8,53.3,7,46.7,210,1566,836,26,18,10,11,197,60,18,2092,180,314,75,87,86.2,54,6,1,10,13,46.2,0,0,0,5,16,1,24,6,6,1,0,0,18,0,7,0,180,175,5,0,0,0,24,5,0,0,0,0,143,0
Henrique,Lyon,1,DF,0,9,1.33,6,1,1,0,0,0.15,1,0,0,0,0,0,10,7,6,4,0,6,6,54.5,5,8,2,10,20,3,1,9,4,44.4,1.18,0.52,0.11,0.25,18.3,0,0,0,0.3,0.3,0.04,0.7,0.7,4,7.6,452,12,100,217,140,12,7,2,28.6,4,57.1,327,1716,958,20,14,2,2,309,33,29,4829,400,1386,209,221,94.6,113,5,4,36,25,52,2,0,0,8,14,2,18,10,7,0,0,0,24,5,5,50,400,342,57,4,0,0,18,53,0,0,0,0,351,1
Gift Orban,Lyon,1,FW,0,8,1.52,6,0,1,0,0,0.19,1,0,0,0,0,1,4,3,0,1,3,1,2,25,3,2,0,1,5,2,3,17,7,41.2,2.48,1.02,0.18,0.43,12.7,0,0,0,1.1,1.1,0.14,-0.1,-0.1,21,6.8,159,2,12,70,80,25,13,5,38.5,7,53.8,127,657,194,8,4,8,7,122,33,21,1022,103,169,40,52,76.9,19,2,0,6,11,45.5,2,0,0,10,11,4,4,1,3,0,0,0,14,3,15,16.7,103,97,6,3,0,1,4,0,1,0,0,0,73,0
Orel Mangala,Lyon,1,MF,0,13,2.95,11,0,1,0,0,0.23,1,0,0,0,0,0,5,8,0,2,3,1,1,33.3,2,3,2,8,10,6,2,5,2,40,0.74,0.3,0.4,1,17,0,0,0,1,1,0.2,1,1,9,6.8,228,9,34,132,63,7,7,3,42.9,2,28.6,178,960,382,9,6,0,5,174,21,25,2433,182,634,66,77,85.7,66,2,0,26,17,64.7,0,0,0,14,9,0,4,8,8,0,1,0,9,5,8,38.5,182,179,3,3,1,2,4,0,0,0,0,0,154,0
Mama Samba Baldé,Lyon,1,"FW,MF",0,21,3.42,13,0,5,2,0,1.14,3,0,4,0,0,1,8,5,1,2,5,3,0,33.3,6,0,0,4,11,1,2,17,9,52.9,2.74,1.45,0.12,0.22,14.2,0,0,0,3.4,3.4,0.2,-1.4,-1.4,28,6.2,234,2,21,87,133,43,28,12,42.9,16,57.1,176,1287,586,23,9,15,11,174,73,27,1223,135,294,51,66,77.3,26,4,0,11,7,57.1,1,0,0,8,10,4,5,4,5,0,0,0,26,10,17,37,135,132,3,0,2,1,5,0,0,0,0,0,88,0
Skelly Alvero,Lyon,1,MF,0,12,2.54,7,1,1,2,0,0,0,0,0,0,0,0,8,7,5,2,1,2,4,22.2,7,5,1,2,10,5,1,9,3,33.3,1.9,0.63,0.11,0.33,22.9,0,0,0,0.4,0.4,0.05,0.6,0.6,8,4.7,242,8,43,143,58,6,7,4,57.1,2,28.6,182,869,321,3,4,0,7,171,13,21,2519,193,738,83,95,87.4,60,3,1,27,16,75,2,0,0,12,3,0,2,2,7,0,1,0,20,9,7,56.3,193,190,2,2,1,1,2,0,0,0,0,0,159,1
Lucas Perri,Lyon,,GK,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,,0,0,0,,0,0,,,,,0,0,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,0,,,,,,,,,,,0,,,,,,,
Diego Moreira,Lyon,1,"FW,MF",0,4,1.34,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,3,0,4,2,5,0,7,2,28.6,1.65,0.47,0,0,11.3,0,0,0,0.7,0.7,0.14,-0.7,-0.7,13,4.2,148,2,24,74,51,9,9,2,22.2,7,77.8,120,795,355,10,5,3,6,108,23,18,1070,108,252,46,60,76.7,24,3,0,12,8,25,1,0,0,4,4,1,10,4,1,0,0,0,17,5,8,38.5,108,105,2,1,0,0,10,1,0,0,0,0,74,1
Mahamadou Diawara,Lyon,2,MF,0,9,2.26,6,0,0,1,0,0.25,0,0,0,1,0,0,9,7,4,5,0,3,3,27.3,8,4,1,4,13,4,0,7,0,0,1.68,0,0,,15.3,0,0,0,0.7,0.7,0.12,-0.7,-0.7,7,4.2,194,9,32,104,60,12,6,4,66.7,1,16.7,153,980,522,13,13,2,7,139,14,18,1886,147,329,62,69,89.9,46,2,0,20,16,62.5,2,0,0,10,7,0,2,4,7,0,0,0,18,3,4,42.9,147,144,2,2,0,0,2,0,0,0,0,0,125,1
Paul Akouokou,Lyon,0,MF,0,6,1.75,4,0,1,0,1,0,0,0,0,0,0,0,14,9,2,10,2,6,4,85.7,1,5,1,6,20,11,0,2,0,0,0.57,0,0,,15.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,4,3.5,231,16,52,142,37,1,4,3,75,0,0,168,633,179,0,4,0,1,149,2,25,2723,185,717,61,73,83.6,76,0,0,13,19,73.7,1,0,0,9,3,0,0,6,9,0,0,0,25,8,5,61.5,185,183,2,2,0,0,0,0,0,0,0,0,158,0
Jeffinho,Lyon,1,"FW,MF",1,17,4.98,12,0,1,2,1,0.88,2,0,0,0,0,0,11,4,3,5,3,4,1,36.4,7,1,0,0,11,0,1,11,3,27.3,3.21,0.88,0.09,0.33,17,0,0,0,1,1,0.09,0,0,10,3.4,198,0,13,66,122,21,38,14,36.8,21,55.3,162,1074,449,15,13,5,13,148,36,23,1363,129,273,63,79,79.7,22,6,0,14,8,87.5,0,0,0,4,5,1,2,0,4,1,0,0,15,4,3,57.1,129,124,5,2,0,1,2,1,2,0,0,0,95,0
Tino Kadewere,Lyon,1,"FW,MF",0,9,2.73,8,0,0,0,0,0.3,1,0,0,0,0,0,1,1,0,1,0,1,2,20,4,3,1,5,6,7,0,6,1,16.7,1.82,0.3,0,0,17.9,0,0,0,0.7,0.7,0.11,-0.7,-0.7,6,3.3,148,8,19,70,61,13,5,3,60,2,40,104,540,185,4,2,3,9,99,28,27,1209,111,352,53,66,80.3,28,3,1,12,5,60,0,0,0,6,2,2,2,5,1,0,0,0,23,10,11,47.6,111,104,6,0,0,0,2,2,0,0,0,0,89,1
Rémy Riou,Lyon,0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,3,107,95,106,1,0,0,0,0,,0,,71,371,214,0,0,0,0,45,0,35,1770,104,1171,24,25,96,44,0,0,0,34,35.3,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,66.7,104,69,35,12,0,0,0,0,0,0,0,0,80,0
Bradley Barcola,Lyon,0,FW,0,5,1.67,5,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,3,1,4,14.3,6,4,0,2,7,0,0,2,0,0,0.67,0,0,,18.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,7,3,129,1,10,56,64,19,18,8,44.4,10,55.6,103,688,303,11,6,8,2,99,31,20,946,90,275,50,60,83.3,18,3,0,9,4,50,1,0,0,4,2,2,0,2,2,0,0,0,11,9,2,81.8,90,90,0,0,0,1,0,0,0,0,0,0,70,0
Johann Lepenant,Lyon,0,MF,0,7,2.48,6,0,0,1,0,0.35,1,0,0,0,0,0,4,3,2,2,0,1,5,12.5,7,5,0,4,8,0,0,4,2,50,1.42,0.71,0,0,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,5,2.8,210,5,39,129,43,4,4,3,75,1,25,171,882,372,5,7,3,0,155,6,20,2972,186,734,69,75,92,75,0,0,24,18,83.3,1,0,0,6,3,0,2,4,3,0,0,0,22,1,2,33.3,186,179,6,5,1,0,2,1,0,0,0,0,165,1
Amin Sarr,Lyon,0,"FW,MF",0,3,2.73,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,,0,1,0,0,1,1,0,5,2,40,4.59,1.84,0,0,13.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,4,1.1,35,2,3,14,18,7,3,2,66.7,1,33.3,21,116,50,3,1,2,0,21,8,22,147,20,11,6,10,60,4,1,0,1,1,0,0,0,0,2,2,0,1,0,0,0,0,0,2,2,3,40,20,18,2,0,0,0,1,0,0,0,0,0,13,0
Adryelson,Lyon,0,"DF,FW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,3,0,1,0,0,1.76,0,0,,,0,0,0,0,0,,0,0,0,0.6,9,2,9,0,0,0,0,0,,0,,5,22,9,0,0,0,0,5,0,25,75,5,28,3,3,100,2,0,0,0,0,,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,,5,5,0,0,0,0,0,0,0,0,0,0,5,0
Mamadou Sarr,Lyon,0,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.3,5,0,1,4,0,0,0,0,,0,,4,13,5,0,0,0,0,4,0,17,57,4,7,2,2,100,2,0,0,0,0,,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,4,4,0,0,0,0,0,0,0,0,0,0,4,0
Chaim El Djebali,Lyon,0,MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0.1,10,0,0,5,5,0,1,0,0,1,100,9,50,35,1,1,0,0,10,0,19,120,9,23,3,3,100,4,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,9,9,0,0,0,0,1,0,0,0,0,0,7,0
Mohamed El Arouch,Lyon,0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,2,0,1,2,0,0,1,1,100,0,0,1,8,6,0,0,0,0,0,0,19,22,1,22,0,0,,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Brice Samba,Lens,0,GK,0,8,0.2,7,1,0,0,0,0.02,1,0,0,0,0,4,1,1,1,0,0,1,1,50,1,1,0,0,1,11,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,42.7,1499,1162,1470,30,0,0,0,0,,0,,1078,5901,3357,0,0,0,0,745,0,29,29782,1409,20436,207,207,100,495,2,0,4,674,56.2,6,0,0,2,5,0,0,0,1,0,1,1,49,4,0,100,1409,1082,321,112,1,2,0,0,0,0,0,0,1097,6
Facundo Medina,Lens,2,DF,1,71,1.94,60,0,4,4,1,0.22,6,0,0,1,0,2,76,49,33,35,8,50,36,63.3,29,49,13,32,105,73,1,26,14,53.8,0.68,0.37,0.04,0.07,18.4,0,0,0,1.4,1.4,0.06,-0.4,-0.4,33,38.3,2783,202,942,1597,283,21,36,21,58.3,15,41.7,2149,13160,6891,59,58,4,23,1940,30,24,37256,2472,13808,878,967,90.8,1007,33,8,240,300,58,15,0,0,60,28,2,25,32,49,1,1,0,269,43,35,55.1,2472,2347,117,101,6,11,25,13,0,0,0,0,2126,8
Kevin Danso,Lens,1,DF,0,40,1.1,35,0,0,3,1,0.11,4,0,0,0,0,2,29,17,16,12,1,18,16,51.4,17,53,37,34,57,143,1,30,6,20,0.79,0.16,0.03,0.17,13.3,0,0,0,2.4,2.4,0.08,-1.4,-1.4,32,37.8,2380,312,1001,1282,121,35,22,13,59.1,6,27.3,1649,10447,5774,32,31,0,12,1438,5,24,32177,2005,12919,670,725,92.4,917,8,0,153,222,64.9,9,0,0,27,66,4,4,34,17,0,0,0,267,74,40,64.9,2005,1861,140,86,0,3,4,7,0,0,0,0,1761,4
Florian Sotoca,Lens,7,MF,1,126,3.5,104,3,6,5,1,0.5,14,1,1,0,1,0,49,36,16,28,5,27,45,50,27,50,5,26,74,45,8,80,23,28.8,2.12,0.61,0.05,0.17,16.4,0,4,4,9.8,6.6,0.08,-2.8,-3.6,61,37.7,2146,53,226,1056,880,150,47,22,46.8,19,40.4,1609,7973,2960,64,77,13,45,1663,303,32,19598,1758,5909,653,814,80.2,442,65,21,195,168,53.6,7,1,0,37,50,16,118,26,36,0,0,0,123,120,51,70.2,1758,1669,78,12,15,12,118,58,2,0,0,0,1274,11
Przemysław Frankowski,Lens,0,DF,0,95,2.97,78,11,3,2,1,0.19,5,0,0,1,0,0,83,58,37,36,10,42,26,42.9,56,34,8,33,115,53,4,36,10,27.8,1.08,0.3,0.06,0.2,21.6,2,2,3,4.7,2.3,0.08,-0.7,-0.3,43,33.4,2063,74,428,854,792,66,39,16,41,23,59,1341,7418,3088,76,54,10,19,1262,265,28,21096,1730,7646,668,777,86,506,56,22,143,186,51.1,6,0,0,44,14,1,164,33,58,0,0,0,137,20,27,42.6,1730,1428,295,13,5,8,164,267,15,6,5,0,1307,7
Jonathan Gradit,Lens,1,DF,0,40,1.28,36,1,0,2,0,0.1,3,0,0,0,0,0,51,32,25,22,4,29,17,59.2,20,41,24,47,98,90,1,6,1,16.7,0.19,0.03,0.17,1,12.9,0,0,0,0.4,0.4,0.07,0.6,0.6,14,31.3,2064,154,653,1257,168,8,13,7,53.8,4,30.8,1487,8086,4395,28,54,0,8,1371,7,30,27551,1779,11812,582,653,89.1,761,11,3,221,222,60.8,11,1,0,40,38,0,18,47,32,0,1,0,153,83,64,56.5,1779,1713,61,54,1,18,18,2,0,0,0,0,1510,5
Elye Wahi,Lens,7,FW,1,50,1.97,30,1,3,6,3,0.24,3,1,0,1,0,0,8,7,1,4,3,2,5,20,8,6,1,4,12,4,12,78,34,43.6,2.97,1.29,0.14,0.32,14.1,0,1,1,12.8,12,0.16,-0.8,-1,71,26.3,653,3,25,272,370,141,68,22,32.4,35,51.5,484,3207,1351,67,37,34,33,485,218,20,3542,405,450,174,220,79.1,75,10,1,24,13,69.2,11,1,1,22,24,40,16,4,7,1,0,0,44,13,39,25,405,348,55,0,1,1,16,0,0,0,0,0,295,2
Ruben Aguilar,Lens,0,DF,0,49,2.1,44,2,1,2,0,0.21,5,0,0,0,0,0,60,39,32,25,3,31,35,62,19,41,6,31,87,52,1,14,5,35.7,0.56,0.2,0.07,0.2,16.3,0,0,0,1.5,1.5,0.11,-0.5,-0.5,34,25,1673,68,365,767,552,39,21,6,28.6,13,61.9,1103,5650,2439,37,37,2,11,1028,171,30,16497,1396,6501,649,728,89.1,395,43,14,113,97,46.4,3,0,0,25,25,5,82,31,39,0,1,0,117,26,28,48.1,1396,1170,223,18,3,2,82,205,0,0,0,0,1133,3
Salis Abdul Samed,Lens,1,MF,0,40,1.68,38,0,0,0,1,0.13,3,0,0,0,0,0,34,20,13,17,4,13,16,48.1,14,18,2,20,54,27,0,7,0,0,0.29,0,0,,20.1,0,0,0,1,1,0.15,-1,-1,29,23.8,1333,37,229,841,275,14,23,9,39.1,12,52.2,1042,5627,2116,16,42,1,21,1001,24,23,15759,1144,3830,506,561,90.2,416,6,2,94,68,75,4,0,0,49,25,0,4,20,20,0,3,0,122,6,13,31.6,1144,1117,25,23,2,1,4,2,0,0,0,0,1012,2
Neil El Aynaoui,Lens,3,MF,1,26,1.24,21,0,0,1,1,0.14,2,0,0,0,0,1,47,23,16,26,5,25,17,47.2,28,25,8,35,81,31,1,25,8,32,1.11,0.35,0.04,0.13,15.7,0,0,0,2.5,2.5,0.11,-1.5,-1.5,37,22.6,1043,54,205,631,221,42,46,16,34.8,22,47.8,740,3941,1510,29,22,1,23,668,50,22,9822,782,2670,350,400,87.5,245,12,1,71,47,57.4,2,0,0,26,45,1,8,35,23,1,0,0,111,21,19,52.5,782,770,10,9,2,0,8,1,0,0,0,0,670,2
