Player Name,Club Name,Country,Position,Age,90s,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage,Recov
Lewis Miley,Newcastle Utd,ENG,MF,17,19.5,1,0,0,8,9,2,17,13,27,0,0,0,84,11,12,47.8,Matches
Jacob Murphy,Newcastle Utd,ENG,FW,28,17.7,1,0,0,10,21,4,92,6,15,0,0,0,67,4,10,28.6,Matches
Callum Wilson,Newcastle Utd,ENG,FW,31,15.3,4,0,0,22,21,5,3,2,3,0,0,0,21,13,21,38.2,Matches
Elliot Anderson,Newcastle Utd,SCO,MF,20,12.3,3,0,0,24,20,1,19,10,20,0,0,0,63,19,12,61.3,Matches
Emil Krafth,Newcastle Utd,SWE,DF,28,11.8,2,0,0,10,8,0,19,12,17,0,0,0,44,13,15,46.4,Matches
Lewis Hall,Newcastle Utd,ENG,DF,18,10.8,3,0,0,7,7,0,24,15,21,0,0,0,57,11,13,45.8,Matches
Harvey Barnes,Newcastle Utd,ENG,FW,25,9.6,2,0,0,6,22,4,14,5,1,0,0,0,43,4,8,33.3,Matches
Joe Willock,Newcastle Utd,ENG,MF,23,7.8,1,0,0,5,6,3,8,3,11,0,0,0,33,1,1,50.0,Matches
Sandro Tonali,Newcastle Utd,ITA,MF,23,7.6,3,0,0,18,7,1,16,4,9,0,0,0,25,2,1,66.7,Matches
Matt Ritchie,Newcastle Utd,SCO,"FW,MF",33,3.0,1,0,0,4,2,0,11,1,4,0,0,0,5,0,3,0.0,Matches
Paul Dummett,Newcastle Utd,WAL,DF,31,2.2,0,0,0,2,1,0,0,2,0,0,1,0,0,1,0,100.0,Matches
Matt Targett,Newcastle Utd,ENG,DF,27,2.2,1,0,0,0,3,0,3,2,0,0,0,0,6,1,3,25.0,Matches
Loris Karius,Newcastle Utd,GER,GK,30,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Ben Parkinson,Newcastle Utd,ENG,FW,18,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,Matches
Joe White,Newcastle Utd,ENG,MF,20,0.1,1,0,0,2,0,0,0,0,1,0,0,0,2,0,2,0.0,Matches
Alex Murphy,Newcastle Utd,IRL,"DF,FW",19,0.1,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,,Matches
Michael Ndiweni,Newcastle Utd,ENG,MF,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Amadou Diallo,Newcastle Utd,ENG,MF,20,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Pietro Terracciano,Fiorentina,ITA,GK,33,45.7,3,0,0,2,3,0,0,1,1,0,2,0,55,3,0,100.0,Matches
Nikola Milenković,Fiorentina,SRB,DF,25,42.3,8,1,0,54,35,1,2,40,34,0,1,0,145,157,45,77.7,Matches
Cristiano Biraghi,Fiorentina,ITA,DF,30,39.7,13,0,0,63,19,2,349,23,41,0,1,0,134,13,23,36.1,Matches
Luca Ranieri,Fiorentina,ITA,DF,24,36.6,15,0,0,46,18,1,19,43,16,0,0,0,159,60,56,51.7,Matches
Lucas Martínez Quarta,Fiorentina,ARG,DF,27,36.2,12,0,0,62,14,1,10,45,68,0,0,0,180,90,90,50.0,Matches
Giacomo Bonaventura,Fiorentina,ITA,MF,33,33.7,7,0,0,28,59,5,73,24,18,0,0,0,148,19,29,39.6,Matches
Nicolás González,Fiorentina,ARG,FW,25,33.1,4,0,0,29,72,3,63,20,29,0,0,0,130,95,77,55.2,Matches
Michael Kayode,Fiorentina,ITA,DF,19,32.2,3,0,0,21,26,3,95,27,42,1,0,0,127,20,21,48.8,Matches
Lucas Beltrán,Fiorentina,ARG,"FW,MF",22,31.2,6,0,0,42,55,4,12,6,22,1,0,0,81,32,83,27.8,Matches
Arthur Melo,Fiorentina,BRA,MF,26,30.3,2,0,0,23,60,0,34,23,42,1,0,0,164,8,14,36.4,Matches
Rolando Mandragora,Fiorentina,ITA,MF,26,30.1,9,0,0,38,34,0,72,17,17,0,0,0,95,41,47,46.6,Matches
Alfred Duncan,Fiorentina,GHA,MF,30,26.9,2,0,0,31,18,4,76,15,24,0,0,0,132,33,36,47.8,Matches
Jonathan Ikone,Fiorentina,FRA,FW,25,25.4,6,0,0,23,21,7,14,5,13,1,0,0,77,18,28,39.1,Matches
M'Bala Nzola,Fiorentina,ANG,FW,26,23.3,4,0,0,46,10,27,7,2,11,3,0,0,54,63,92,40.6,Matches
Fabiano Parisi,Fiorentina,ITA,DF,22,21.8,5,0,0,17,52,0,63,18,22,0,3,0,151,28,26,51.9,Matches
Christian Kouamé,Fiorentina,CIV,FW,25,21.4,3,0,0,29,37,5,32,7,12,0,0,0,99,97,58,62.6,Matches
Riccardo Sottil,Fiorentina,ITA,FW,24,19.1,1,0,0,10,51,7,79,4,10,0,0,0,60,10,6,62.5,Matches
Maxime Lopez,Fiorentina,FRA,MF,25,17.6,1,0,0,19,8,0,53,10,19,0,0,0,74,5,8,38.5,Matches
Andrea Belotti,Fiorentina,ITA,FW,29,17.4,1,0,0,24,39,10,11,3,4,2,0,0,26,59,62,48.8,Matches
Antonín Barák,Fiorentina,CZE,"MF,FW",28,15.4,2,0,0,12,10,3,6,3,8,0,0,0,58,20,36,35.7,Matches
Dodô,Fiorentina,BRA,DF,24,12.2,2,0,0,10,18,0,54,15,10,0,0,0,76,8,4,66.7,Matches
Oliver Christensen,Fiorentina,DEN,GK,24,10.7,0,0,0,2,2,0,0,0,0,0,2,0,10,1,1,50.0,Matches
Josip Brekalo,Fiorentina,CRO,FW,25,9.8,0,0,0,18,13,1,34,1,6,0,0,0,36,4,4,50.0,Matches
Davide Faraoni,Fiorentina,ITA,DF,31,5.5,0,0,0,5,9,0,25,5,4,0,1,0,13,5,7,41.7,Matches
Gaetano Castrovilli,Fiorentina,ITA,"FW,MF",26,4.1,0,0,0,4,5,1,9,2,2,0,0,0,17,3,2,60.0,Matches
Gino Infantino,Fiorentina,ARG,MF,20,2.2,2,0,0,7,3,0,0,3,1,0,0,0,7,1,5,16.7,Matches
Yerry Mina,Fiorentina,COL,"DF,MF",28,2.1,2,0,0,6,3,0,0,2,4,0,0,0,9,6,3,66.7,Matches
Niccolò Pierozzi,Fiorentina,ITA,DF,21,1.5,0,0,0,1,5,0,5,2,0,0,0,0,6,3,1,75.0,Matches
Pietro Comuzzo,Fiorentina,ITA,"DF,FW",18,1.5,1,0,0,1,0,0,1,2,2,0,0,0,12,12,4,75.0,Matches
Tommaso Martinelli,Fiorentina,ITA,GK,17,1.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Lorenzo Amatucci,Fiorentina,ITA,MF,19,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50.0,Matches
Álex Remiro,Real Sociedad,ESP,GK,28,48.7,3,1,0,1,5,0,0,0,0,0,0,0,67,7,0,100.0,Matches
Martín Zubimendi,Real Sociedad,ESP,MF,24,41.5,5,0,0,45,28,1,9,45,38,0,0,0,222,58,31,65.2,Matches
Igor Zubeldia,Real Sociedad,ESP,DF,26,41.0,15,1,0,69,12,0,3,40,43,0,1,0,198,105,94,52.8,Matches
Robin Le Normand,Real Sociedad,ESP,DF,26,40.2,17,0,0,52,41,1,2,45,32,0,1,1,128,127,75,62.9,Matches
Mikel Merino,Real Sociedad,ESP,MF,27,40.0,14,0,0,100,80,6,28,25,59,0,1,0,252,207,138,60.0,Matches
Brais Méndez,Real Sociedad,ESP,MF,26,36.7,8,0,0,76,81,4,136,17,41,1,0,0,151,31,39,44.3,Matches
Mikel Oyarzabal,Real Sociedad,ESP,"FW,MF",26,33.9,3,0,0,29,28,25,17,7,24,1,0,0,97,32,60,34.8,Matches
Hamari Traoré,Real Sociedad,MLI,DF,31,33.7,9,0,0,42,21,1,63,37,23,0,1,0,176,40,41,49.4,Matches
Takefusa Kubo,Real Sociedad,JPN,"FW,MF",22,32.5,3,0,0,29,66,10,205,14,21,0,0,0,120,12,21,36.4,Matches
Beñat Turrientes,Real Sociedad,ESP,MF,21,24.2,4,0,0,44,44,0,32,9,24,0,0,0,96,20,35,36.4,Matches
Ander Barrenetxea,Real Sociedad,ESP,"FW,MF",21,22.7,2,0,0,39,29,6,68,9,27,0,0,0,105,17,28,37.8,Matches
Arsen Zakharyan,Real Sociedad,RUS,"FW,MF",20,20.7,2,0,0,28,13,3,110,7,25,0,0,0,67,12,21,36.4,Matches
Jon Pacheco,Real Sociedad,ESP,DF,22,20.5,10,0,0,31,3,1,2,10,17,0,0,0,55,59,39,60.2,Matches
Aihen Muñoz,Real Sociedad,ESP,DF,25,19.7,3,0,0,26,14,1,45,14,31,0,0,0,87,31,23,57.4,Matches
Kieran Tierney,Real Sociedad,SCO,DF,26,16.4,1,0,0,9,9,1,29,13,31,0,0,0,56,17,22,43.6,Matches
Javi Galán,Real Sociedad,ESP,DF,28,15.9,3,0,0,26,28,3,54,23,28,0,1,0,72,7,7,50.0,Matches
Umar Sadiq,Real Sociedad,NGA,FW,26,15.2,4,0,0,48,22,32,12,1,12,0,0,0,36,29,58,33.3,Matches
Aritz Elustondo,Real Sociedad,ESP,DF,29,13.7,5,0,0,14,12,1,2,10,15,0,0,0,50,33,14,70.2,Matches
André Silva,Real Sociedad,POR,FW,27,11.8,2,0,0,22,12,5,1,1,3,0,0,0,27,14,21,40.0,Matches
Sheraldo Becker,Real Sociedad,SUR,FW,28,10.9,1,0,0,15,9,9,59,1,2,0,0,0,27,5,12,29.4,Matches
Álvaro Odriozola,Real Sociedad,ESP,"DF,FW",27,8.0,0,0,0,10,8,2,21,10,14,0,1,0,22,1,8,11.1,Matches
Jon Aramburu,Real Sociedad,VEN,DF,21,7.4,3,0,0,11,7,0,8,7,17,0,0,0,24,7,7,50.0,Matches
Carlos Fernández,Real Sociedad,ESP,FW,27,6.3,5,0,0,25,5,4,2,2,8,0,1,0,20,21,24,46.7,Matches
Olasagasti,Real Sociedad,ESP,MF,22,6.1,3,0,0,9,11,1,5,4,14,0,0,0,37,6,11,35.3,Matches
Mohamed Ali Cho,Real Sociedad,FRA,"FW,MF",19,5.2,0,0,0,8,10,3,20,1,3,0,0,0,26,4,8,33.3,Matches
Unai Marrero,Real Sociedad,ESP,GK,21,4.6,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,Matches
Urko González,Real Sociedad,ESP,DF,22,4.0,1,0,0,4,3,0,2,3,3,0,0,0,13,5,4,55.6,Matches
Jon Magunacelaya,Real Sociedad,ESP,MF,23,2.4,2,0,0,10,5,1,5,0,4,0,0,0,7,1,4,20.0,Matches
Alberto Dadie,Real Sociedad,ESP,FW,21,1.6,0,0,0,4,1,0,4,0,3,0,0,0,2,0,0,,Matches
Alex Sola,Real Sociedad,ESP,"DF,MF",24,0.3,0,0,0,2,2,0,0,1,0,0,0,0,2,2,0,100.0,Matches
Jon Martin,Real Sociedad,ESP,DF,17,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
André Onana,Manchester Utd,CMR,GK,27,51.7,6,0,0,1,5,0,0,1,0,0,1,0,50,14,2,87.5,Matches
Diogo Dalot,Manchester Utd,POR,DF,24,48.5,7,1,1,57,17,3,106,52,69,0,1,0,234,39,29,57.4,Matches
Bruno Fernandes,Manchester Utd,POR,"MF,FW",28,47.6,12,0,0,56,41,14,292,39,50,0,0,0,235,25,33,43.1,Matches
Alejandro Garnacho,Manchester Utd,ARG,"FW,MF",19,39.6,4,0,0,27,74,20,89,26,23,2,0,0,125,6,28,17.6,Matches
Rasmus Højlund,Manchester Utd,DEN,FW,20,34.1,2,0,0,30,42,18,10,2,10,0,1,0,68,34,73,31.8,Matches
Marcus Rashford,Manchester Utd,ENG,FW,25,33.8,2,1,0,17,25,17,48,5,16,1,0,0,92,18,28,39.1,Matches
Scott McTominay,Manchester Utd,SCO,MF,26,30.9,4,0,0,40,33,7,6,16,30,0,2,0,105,43,47,47.8,Matches
Casemiro,Manchester Utd,BRA,MF,31,28.6,11,1,1,41,12,6,16,27,67,0,2,0,151,42,23,64.6,Matches
Aaron Wan-Bissaka,Manchester Utd,ENG,DF,25,26.7,5,0,0,21,13,0,18,60,38,0,1,0,108,22,20,52.4,Matches
Kobbie Mainoo,Manchester Utd,ENG,MF,18,26.5,4,0,0,21,25,0,7,26,37,0,0,0,99,19,26,42.2,Matches
Harry Maguire,Manchester Utd,ENG,DF,30,25.7,5,0,0,31,11,6,4,32,21,1,1,0,91,85,21,80.2,Matches
Raphaël Varane,Manchester Utd,FRA,DF,30,24.6,2,0,0,10,4,3,1,24,15,0,0,0,86,32,8,80.0,Matches
Victor Lindelöf,Manchester Utd,SWE,DF,29,21.7,3,0,0,17,6,3,1,15,11,0,0,0,84,28,26,51.9,Matches
Antony,Manchester Utd,BRA,FW,23,21.2,6,0,0,25,44,2,26,19,30,1,1,0,104,3,23,11.5,Matches
Jonny Evans,Manchester Utd,NIR,DF,35,17.8,2,0,0,17,14,0,1,25,17,0,0,0,73,38,18,67.9,Matches
Sofyan Amrabat,Manchester Utd,MAR,"MF,DF",26,17.2,9,0,0,34,19,0,11,11,24,0,0,0,81,7,8,46.7,Matches
Christian Eriksen,Manchester Utd,DEN,MF,31,15.9,1,0,0,9,3,1,58,7,13,0,1,0,101,2,9,18.2,Matches
Luke Shaw,Manchester Utd,ENG,DF,28,13.1,7,0,0,21,4,0,39,10,12,0,0,0,68,13,10,56.5,Matches
Lisandro Martínez,Manchester Utd,ARG,DF,25,10.0,4,0,0,8,4,0,2,8,9,0,0,1,38,4,6,40.0,Matches
Mason Mount,Manchester Utd,ENG,"MF,FW",24,8.4,2,0,0,16,10,0,21,7,17,0,0,0,44,6,12,33.3,Matches
Sergio Reguilón,Manchester Utd,ESP,DF,26,7.3,4,0,0,8,15,3,40,11,8,0,0,0,25,9,11,45.0,Matches
Anthony Martial,Manchester Utd,FRA,"FW,DF",27,7.1,0,0,0,6,6,6,0,1,1,1,0,0,11,8,20,28.6,Matches
Amad Diallo,Manchester Utd,CIV,"FW,MF",21,5.3,3,1,1,9,4,0,1,1,6,0,0,0,14,4,6,40.0,Matches
Facundo Pellistri,Manchester Utd,URU,FW,21,4.2,0,0,0,8,10,1,7,3,8,0,0,0,14,7,4,63.6,Matches
Willy Kambwala,Manchester Utd,FRA,DF,18,3.9,1,0,0,4,2,0,0,4,3,0,0,0,12,6,2,75.0,Matches
Hannibal Mejbri,Manchester Utd,TUN,"MF,FW",20,3.7,3,0,0,12,12,1,3,2,7,0,0,0,11,3,4,42.9,Matches
Omari Forson,Manchester Utd,ENG,MF,19,1.0,0,0,0,2,1,0,0,0,2,0,0,0,2,0,2,0.0,Matches
Altay Bayındır,Manchester Utd,TUR,GK,25,1.0,0,0,0,0,0,0,0,0,0,,,0,,,,,Matches
Jadon Sancho,Manchester Utd,ENG,"FW,MF",23,0.9,0,0,0,0,2,1,1,1,0,0,0,0,10,0,3,0.0,Matches
Daniel Gore,Manchester Utd,ENG,MF,18,0.3,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,,Matches
Donny van de Beek,Manchester Utd,NED,DF,26,0.3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,Matches
Ethan Wheatley,Manchester Utd,ENG,FW,17,0.2,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,,Matches
Maxence Caqueret,Lyon,FRA,MF,23,39.7,2,0,0,43,38,1,90,55,76,0,1,0,236,9,12,42.9,Matches
Anthony Lopes,Lyon,POR,GK,32,33.0,0,0,0,1,6,0,0,0,0,0,1,0,33,5,0,100.0,Matches
Jake O'Brien,Lyon,IRL,DF,22,31.7,4,1,0,19,14,0,1,14,17,0,0,0,126,44,25,63.8,Matches
Alexandre Lacazette,Lyon,FRA,FW,32,30.0,4,1,0,53,46,16,15,9,14,1,0,0,60,27,40,40.3,Matches
Nicolás Tagliafico,Lyon,ARG,DF,30,29.2,10,1,1,51,37,0,48,36,44,1,0,0,76,20,15,57.1,Matches
Clinton Mata,Lyon,ANG,DF,30,27.9,7,0,0,34,41,1,55,43,29,0,0,0,145,27,27,50.0,Matches
Duje Ćaleta-Car,Lyon,CRO,DF,26,27.5,5,1,0,20,7,2,0,21,14,0,0,0,86,57,15,79.2,Matches
Corentin Tolisso,Lyon,FRA,MF,28,23.4,5,0,0,28,31,1,41,13,24,0,1,0,117,37,22,62.7,Matches
Rayan Cherki,Lyon,FRA,"MF,FW",19,23.2,0,0,0,13,35,2,98,7,17,0,0,0,98,1,8,11.1,Matches
Ernest Nuamah,Lyon,GHA,"FW,MF",19,22.8,4,0,0,52,37,16,88,9,19,0,1,0,86,10,25,28.6,Matches
Ainsley Maitland-Niles,Lyon,ENG,"DF,MF",25,20.1,1,1,0,9,13,2,28,21,23,0,0,0,93,18,21,46.2,Matches
Nemanja Matić,Lyon,SRB,MF,34,17.3,2,0,0,10,10,0,6,18,14,0,0,1,103,20,10,66.7,Matches
Saïd Benrahma,Lyon,ALG,"FW,MF",27,11.7,2,0,0,4,10,9,86,4,13,0,0,0,41,1,15,6.3,Matches
Sael Kumbedi,Lyon,FRA,DF,18,11.3,3,0,0,28,13,2,32,14,20,0,0,0,60,4,9,30.8,Matches
Sinaly Diomande,Lyon,CIV,DF,22,9.9,2,0,0,12,8,0,1,15,4,0,0,0,73,16,13,55.2,Matches
Dejan Lovren,Lyon,CRO,DF,34,9.0,2,1,0,13,3,0,3,13,7,0,0,0,33,24,10,70.6,Matches
Malick Fofana,Lyon,BEL,FW,18,8.9,0,0,0,5,16,1,24,6,6,1,0,0,18,0,7,0.0,Matches
Henrique,Lyon,BRA,DF,29,7.6,2,0,0,8,14,2,18,10,7,0,0,0,24,5,5,50.0,Matches
Gift Orban,Lyon,NGA,FW,21,6.8,2,0,0,10,11,4,4,1,3,0,0,0,14,3,15,16.7,Matches
Orel Mangala,Lyon,BEL,MF,25,6.8,0,0,0,14,9,0,4,8,8,0,1,0,9,5,8,38.5,Matches
Mama Samba Baldé,Lyon,GNB,"FW,MF",27,6.2,1,0,0,8,10,4,5,4,5,0,0,0,26,10,17,37.0,Matches
Skelly Alvero,Lyon,FRA,MF,21,4.7,2,0,0,12,3,0,2,2,7,0,1,0,20,9,7,56.3,Matches
Lucas Perri,Lyon,BRA,GK,25,4.3,0,0,0,0,1,0,0,0,0,,,0,,,,,Matches
Diego Moreira,Lyon,POR,"FW,MF",18,4.2,1,0,0,4,4,1,10,4,1,0,0,0,17,5,8,38.5,Matches
Mahamadou Diawara,Lyon,FRA,MF,18,4.2,2,0,0,10,7,0,2,4,7,0,0,0,18,3,4,42.9,Matches
Paul Akouokou,Lyon,CIV,MF,25,3.5,1,0,0,9,3,0,0,6,9,0,0,0,25,8,5,61.5,Matches
Jeffinho,Lyon,BRA,"FW,MF",23,3.4,0,0,0,4,5,1,2,0,4,1,0,0,15,4,3,57.1,Matches
Tino Kadewere,Lyon,ZIM,"FW,MF",27,3.3,0,0,0,6,2,2,2,5,1,0,0,0,23,10,11,47.6,Matches
Rémy Riou,Lyon,FRA,GK,35,3.0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,66.7,Matches
Bradley Barcola,Lyon,FRA,FW,20,3.0,1,0,0,4,2,2,0,2,2,0,0,0,11,9,2,81.8,Matches
Johann Lepenant,Lyon,FRA,MF,20,2.8,1,0,0,6,3,0,2,4,3,0,0,0,22,1,2,33.3,Matches
Amin Sarr,Lyon,SWE,"FW,MF",22,1.1,0,0,0,2,2,0,1,0,0,0,0,0,2,2,3,40.0,Matches
Adryelson,Lyon,BRA,"DF,FW",25,0.6,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,,Matches
Mamadou Sarr,Lyon,FRA,DF,17,0.3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,Matches
Chaim El Djebali,Lyon,TUN,MF,19,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,Matches
Mohamed El Arouch,Lyon,FRA,FW,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,Matches
Brice Samba,Lens,FRA,GK,29,42.7,6,0,0,2,5,0,0,0,1,0,1,1,49,4,0,100.0,Matches
Facundo Medina,Lens,ARG,DF,24,38.3,15,0,0,60,28,2,25,32,49,1,1,0,269,43,35,55.1,Matches
Kevin Danso,Lens,AUT,DF,24,37.8,9,0,0,27,66,4,4,34,17,0,0,0,267,74,40,64.9,Matches
Florian Sotoca,Lens,FRA,MF,32,37.7,7,1,0,37,50,16,118,26,36,0,0,0,123,120,51,70.2,Matches
Przemysław Frankowski,Lens,POL,DF,28,33.4,6,0,0,44,14,1,164,33,58,0,0,0,137,20,27,42.6,Matches
Jonathan Gradit,Lens,FRA,DF,30,31.3,11,1,0,40,38,0,18,47,32,0,1,0,153,83,64,56.5,Matches
Elye Wahi,Lens,FRA,FW,20,26.3,11,1,1,22,24,40,16,4,7,1,0,0,44,13,39,25.0,Matches
Ruben Aguilar,Lens,FRA,DF,30,25.0,3,0,0,25,25,5,82,31,39,0,1,0,117,26,28,48.1,Matches
Salis Abdul Samed,Lens,GHA,MF,23,23.8,4,0,0,49,25,0,4,20,20,0,3,0,122,6,13,31.6,Matches
Neil El Aynaoui,Lens,FRA,MF,22,22.6,2,0,0,26,45,1,8,35,23,1,0,0,111,21,19,52.5,Matches
David Pereira da Costa,Lens,POR,"MF,FW",22,20.3,3,0,0,13,26,0,88,20,12,1,0,0,84,7,10,41.2,Matches
Angelo Fulgini,Lens,FRA,MF,26,19.8,4,0,0,15,34,1,138,9,18,0,0,0,98,34,34,50.0,Matches
Andy Diouf,Lens,FRA,MF,20,16.6,2,0,0,17,16,0,54,5,24,0,0,0,105,10,15,40.0,Matches
Deiver Machado,Lens,COL,DF,29,16.6,5,0,0,34,42,3,37,9,25,0,0,0,77,17,16,51.5,Matches
Adrien Thomasson,Lens,FRA,MF,29,16.4,3,1,0,17,17,5,57,9,15,1,0,0,101,16,31,34.0,Matches
Nampalys Mendy,Lens,SEN,MF,31,15.8,4,0,0,21,33,0,12,21,22,0,0,0,112,10,7,58.8,Matches
Wesley Saïd,Lens,FRA,"FW,MF",28,12.9,4,0,0,37,16,10,17,4,4,1,0,0,34,9,23,28.1,Matches
Massadio Haïdara,Lens,MLI,DF,30,11.0,3,0,0,15,15,2,27,16,10,0,1,0,45,19,10,65.5,Matches
Abdukodir Khusanov,Lens,UZB,DF,19,10.7,6,0,0,12,7,0,2,16,14,0,2,0,47,10,12,45.5,Matches
Morgan Guilavogui,Lens,GUI,"FW,MF",25,7.6,3,1,1,20,8,7,8,4,10,0,0,0,27,18,16,52.9,Matches
Jhoanner Chávez,Lens,ECU,DF,21,6.5,1,0,0,10,5,3,15,7,5,0,0,0,27,7,8,46.7,Matches
Faitout Maouassa,Lens,FRA,"DF,MF",25,1.5,1,0,0,3,2,0,7,0,2,0,0,0,1,2,1,66.7,Matches
Stijn Spierings,Lens,NED,MF,27,1.3,2,0,0,5,2,0,1,2,0,0,0,0,5,0,0,,Matches
Ayanda Sishuba,Lens,BEL,MF,18,1.2,0,0,0,3,6,0,0,0,1,0,0,0,3,0,0,,Matches
Jean-Louis Leca,Lens,FRA,GK,37,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
Julien Le Cardinal,Lens,FRA,DF,25,0.6,0,0,0,2,1,0,4,0,2,0,0,0,6,1,0,100.0,Matches
Oscar Cortés,Lens,COL,"FW,MF",19,0.5,0,0,0,0,1,1,2,0,0,0,0,0,2,1,2,33.3,Matches
Germán Pezzella,Betis,ARG,DF,32,38.7,10,0,0,31,19,6,2,41,31,0,0,0,185,100,50,66.7,Matches
Rui Silva,Betis,POR,GK,29,36.5,4,0,0,2,8,0,0,1,0,0,2,1,57,10,5,66.7,Matches
Isco,Betis,ESP,MF,31,30.9,11,0,0,36,97,6,178,12,31,1,0,0,151,18,40,31.0,Matches
Marc Roca,Betis,ESP,MF,26,30.4,7,0,0,52,30,1,35,28,45,0,0,0,186,15,24,38.5,Matches
Ayoze Pérez,Betis,ESP,FW,30,29.7,5,0,0,43,52,12,21,23,37,0,0,0,131,21,35,37.5,Matches
Chadi Riad,Betis,MAR,DF,20,27.7,1,0,0,19,9,2,0,27,25,0,2,0,124,51,43,54.3,Matches
Willian José,Betis,BRA,FW,31,26.6,1,1,0,15,22,10,8,3,4,0,0,0,47,35,41,46.1,Matches
Juan Miranda,Betis,ESP,DF,23,26.1,9,0,0,26,38,3,83,24,29,0,1,0,92,28,30,48.3,Matches
Guido Rodríguez,Betis,ARG,MF,29,24.9,9,0,0,28,42,5,9,37,35,0,1,0,191,23,18,56.1,Matches
Héctor Bellerín,Betis,ESP,DF,28,22.5,0,1,0,28,10,1,48,27,24,0,0,1,98,17,35,32.7,Matches
Abner,Betis,BRA,DF,23,21.0,4,0,0,22,4,2,36,22,23,0,1,0,99,15,11,57.7,Matches
Aitor Ruibal,Betis,ESP,"DF,FW",27,19.3,8,0,0,22,20,1,46,22,35,0,1,0,111,5,21,19.2,Matches
Abde Ezzalzouli,Betis,MAR,FW,21,17.5,1,0,0,17,31,4,66,6,20,0,0,0,71,28,25,52.8,Matches
Johnny Cardoso,Betis,USA,MF,21,16.8,3,0,0,28,20,1,3,35,34,1,0,0,101,42,33,56.0,Matches
Assane Diao,Betis,ESP,FW,17,16.7,6,0,0,22,32,2,15,9,15,0,0,0,66,18,28,39.1,Matches
Rodri,Betis,ESP,"FW,MF",23,15.2,0,0,0,9,36,4,46,8,13,0,0,0,62,0,10,0.0,Matches
Nabil Fekir,Betis,FRA,"MF,FW",30,14.6,1,0,0,24,40,8,78,7,10,0,0,0,49,10,16,38.5,Matches
William Carvalho,Betis,POR,MF,31,14.1,3,0,0,21,11,0,8,16,22,0,0,0,85,10,6,62.5,Matches
Sokratis Papastathopoulos,Betis,GRE,DF,35,13.6,6,0,0,15,6,0,0,7,15,0,0,1,51,25,18,58.1,Matches
Pablo Fornals,Betis,ESP,"FW,MF",27,12.8,2,0,0,13,14,4,51,22,16,0,0,0,72,11,9,55.0,Matches
Youssouf Sabaly,Betis,SEN,DF,30,11.6,2,0,0,9,6,0,27,11,11,0,0,0,63,10,13,43.5,Matches
Luiz Henrique,Betis,BRA,FW,22,10.9,2,0,0,9,20,0,45,11,17,0,0,0,43,19,17,52.8,Matches
Borja Iglesias,Betis,ESP,FW,30,9.7,2,0,0,11,7,11,3,4,1,0,1,0,13,13,21,38.2,Matches
Andrés Guardado,Betis,MEX,MF,36,9.7,3,0,0,15,9,0,24,16,16,0,0,0,54,8,7,53.3,Matches
Claudio Bravo,Betis,CHI,GK,40,9.0,1,0,0,0,2,0,0,0,0,0,0,0,18,3,0,100.0,Matches
Sergi Altimira,Betis,ESP,MF,21,8.9,1,0,0,11,12,0,1,13,14,0,0,0,41,2,4,33.3,Matches
Luiz Felipe,Betis,ITA,DF,26,4.0,1,0,0,2,1,0,0,4,3,0,0,0,23,2,6,25.0,Matches
Marc Bartra,Betis,ESP,DF,32,3.5,2,0,0,6,4,0,0,5,5,0,0,0,20,7,9,43.8,Matches
Fran Vieites,Betis,ESP,GK,24,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Ezequiel Ávila,Betis,ARG,FW,29,3.3,4,1,1,3,12,0,12,1,1,0,0,0,9,4,5,44.4,Matches
Cédric Bakambu,Betis,COD,FW,32,2.7,1,0,0,5,3,3,0,0,0,0,0,0,4,5,7,41.7,Matches
Ricardo Visus,Betis,ESP,DF,22,2.2,0,0,0,3,1,0,0,3,2,0,0,0,3,2,5,28.6,Matches
