Player Name,Club Name,Country,Position,DefensiveErrors,TacklesAttempted,TackleWon,TacklesinDef3rd,TacklesinMid3rd,TacklesinAtt3rd,DribblesStopped,PassesBlocked,DribblesWinningPerc,DribblesNotStopped,TotalBlocks,ShotsBlocked,PassesBlocked,Tackles+Interception,Clearances,Sh
M'Bala Nzola,Fiorentina,ANG,FW,0,16,11,2,5,9,6,9,85.7,1,10,1,2,17,23,Matches
Fabiano Parisi,Fiorentina,ITA,DF,1,35,22,16,12,7,17,22,53.1,15,27,5,18,53,33,Matches
Christian Kouamé,Fiorentina,CIV,FW,0,26,12,10,14,2,12,23,70.6,5,23,0,7,31,15,Matches
Riccardo Sottil,Fiorentina,ITA,FW,0,17,10,6,4,7,7,14,53.8,6,14,0,4,21,3,Matches
Maxime Lopez,Fiorentina,FRA,MF,0,26,19,8,12,6,8,5,40,12,6,1,10,33,12,Matches
Andrea Belotti,Fiorentina,ITA,FW,0,10,4,1,6,3,6,13,42.9,8,14,1,3,13,5,Matches
Antonín Barák,Fiorentina,CZE,"MF,FW",0,14,8,1,9,4,6,7,50,6,7,0,3,17,4,Matches
Dodô,Fiorentina,BRA,DF,0,14,10,4,9,1,7,3,58.3,5,3,0,15,27,16,Matches
Oliver Christensen,Fiorentina,DEN,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,Matches
Josip Brekalo,Fiorentina,CRO,FW,0,9,6,7,2,0,3,9,18.8,13,9,0,1,10,0,Matches
Davide Faraoni,Fiorentina,ITA,DF,0,9,4,5,2,2,5,2,38.5,8,3,1,5,14,16,Matches
Gaetano Castrovilli,Fiorentina,ITA,"FW,MF",0,3,2,1,2,0,1,4,12.5,7,4,0,2,5,3,Matches
Gino Infantino,Fiorentina,ARG,MF,0,1,1,0,1,0,0,4,0,1,4,0,3,4,1,Matches
Yerry Mina,Fiorentina,COL,"DF,MF",0,4,4,2,2,0,2,0,66.7,1,0,0,2,5,3,Matches
Niccolò Pierozzi,Fiorentina,ITA,DF,0,1,0,1,0,0,1,0,33.3,2,0,0,2,3,3,Matches
Pietro Comuzzo,Fiorentina,ITA,"DF,FW",0,5,2,2,2,1,3,2,100,0,2,0,2,6,3,Matches
Tommaso Martinelli,Fiorentina,ITA,GK,,,0,,,,,,,,,,0,0,,Matches
Lorenzo Amatucci,Fiorentina,ITA,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Álex Remiro,Real Sociedad,ESP,GK,2,0,0,0,0,0,0,0,,0,0,0,0,0,27,Matches
Martín Zubimendi,Real Sociedad,ESP,MF,0,67,38,23,41,3,28,32,53.8,24,42,10,45,111,66,Matches
Igor Zubeldia,Real Sociedad,ESP,DF,3,46,43,29,14,3,27,14,77.1,8,40,26,40,86,120,Matches
Robin Le Normand,Real Sociedad,ESP,DF,1,39,32,22,16,1,21,12,53.8,18,28,16,45,78,112,Matches
Mikel Merino,Real Sociedad,ESP,MF,3,92,59,33,38,21,28,32,45.9,33,44,12,25,112,70,Matches
Brais Méndez,Real Sociedad,ESP,MF,0,55,41,13,28,14,21,25,39.6,32,30,5,17,70,29,Matches
Mikel Oyarzabal,Real Sociedad,ESP,"FW,MF",0,31,24,9,14,8,8,24,32,17,29,5,7,35,12,Matches
Hamari Traoré,Real Sociedad,MLI,DF,2,51,23,26,19,6,28,23,56,22,33,10,37,87,70,Matches
Takefusa Kubo,Real Sociedad,JPN,"FW,MF",1,30,21,15,9,6,9,22,30,21,25,3,14,43,12,Matches
Beñat Turrientes,Real Sociedad,ESP,MF,1,35,24,7,22,6,13,13,38.2,21,23,10,9,42,18,Matches
Ander Barrenetxea,Real Sociedad,ESP,"FW,MF",0,44,27,14,18,12,17,20,42.5,23,21,1,9,51,7,Matches
Arsen Zakharyan,Real Sociedad,RUS,"FW,MF",0,26,25,10,13,3,10,23,43.5,13,23,0,7,31,11,Matches
Jon Pacheco,Real Sociedad,ESP,DF,1,27,17,23,4,0,14,11,60.9,9,17,6,10,37,59,Matches
Aihen Muñoz,Real Sociedad,ESP,DF,0,49,31,27,14,8,31,12,68.9,14,23,11,14,61,49,Matches
Kieran Tierney,Real Sociedad,SCO,DF,0,39,31,16,19,4,20,17,69,9,25,8,13,51,47,Matches
Javi Galán,Real Sociedad,ESP,DF,1,44,28,17,22,5,17,27,47.2,19,29,2,23,64,17,Matches
Umar Sadiq,Real Sociedad,NGA,FW,0,17,12,2,10,5,4,9,50,4,9,0,1,17,11,Matches
Aritz Elustondo,Real Sociedad,ESP,DF,0,18,15,10,5,3,11,5,55,9,15,10,10,26,33,Matches
André Silva,Real Sociedad,POR,FW,0,4,3,2,0,2,1,3,20,4,4,1,1,5,4,Matches
Sheraldo Becker,Real Sociedad,SUR,FW,0,2,2,0,2,0,0,3,0,1,3,0,1,3,0,Matches
Álvaro Odriozola,Real Sociedad,ESP,"DF,FW",0,10,14,8,1,1,6,2,100,0,3,1,10,19,7,Matches
Jon Aramburu,Real Sociedad,VEN,DF,0,24,17,12,10,2,15,5,60,10,8,3,7,31,18,Matches
Carlos Fernández,Real Sociedad,ESP,FW,0,12,8,4,6,2,1,5,25,3,5,0,2,13,6,Matches
Olasagasti,Real Sociedad,ESP,MF,1,16,14,4,7,5,5,2,62.5,3,2,0,4,19,5,Matches
Mohamed Ali Cho,Real Sociedad,FRA,"FW,MF",0,4,3,3,1,0,2,7,28.6,5,7,0,1,5,1,Matches
Unai Marrero,Real Sociedad,ESP,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Urko González,Real Sociedad,ESP,DF,0,4,3,0,3,1,2,1,100,0,1,0,3,5,6,Matches
Jon Magunacelaya,Real Sociedad,ESP,MF,0,5,4,2,3,0,4,3,50,4,3,0,0,5,3,Matches
Alberto Dadie,Real Sociedad,ESP,FW,0,2,3,2,0,0,0,1,,0,1,0,0,2,0,Matches
Alex Sola,Real Sociedad,ESP,"DF,MF",0,0,0,0,0,0,0,0,,0,0,0,1,1,2,Matches
Jon Martin,Real Sociedad,ESP,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,Matches
André Onana,Manchester Utd,CMR,GK,6,2,0,2,0,0,2,0,100,0,0,0,1,3,13,Matches
Diogo Dalot,Manchester Utd,POR,DF,0,88,69,62,14,12,54,32,65.9,28,52,20,52,128,124,Matches
Bruno Fernandes,Manchester Utd,POR,"MF,FW",2,81,50,33,31,17,35,49,32.7,72,56,7,39,111,59,Matches
Alejandro Garnacho,Manchester Utd,ARG,"FW,MF",0,26,23,7,10,9,14,30,28.6,35,32,2,26,49,18,Matches
Rasmus Højlund,Manchester Utd,DEN,FW,0,11,10,2,3,6,5,11,38.5,8,12,1,2,13,19,Matches
Marcus Rashford,Manchester Utd,ENG,FW,0,22,16,10,6,6,10,16,34.5,19,17,1,5,27,23,Matches
Scott McTominay,Manchester Utd,SCO,MF,0,51,30,24,25,2,23,24,57.5,17,39,15,16,66,60,Matches
Casemiro,Manchester Utd,BRA,MF,1,89,67,47,34,8,54,44,47,61,77,33,27,108,75,Matches
Aaron Wan-Bissaka,Manchester Utd,ENG,DF,1,49,38,21,24,4,20,15,74.1,7,30,15,60,100,77,Matches
Kobbie Mainoo,Manchester Utd,ENG,MF,1,49,37,21,17,11,21,8,46.7,24,21,13,26,71,32,Matches
Harry Maguire,Manchester Utd,ENG,DF,1,25,21,15,10,0,13,12,56.5,10,39,27,32,54,96,Matches
Raphaël Varane,Manchester Utd,FRA,DF,0,22,15,12,9,1,11,8,73.3,4,29,21,24,41,101,Matches
Victor Lindelöf,Manchester Utd,SWE,DF,1,15,11,8,7,0,5,13,35.7,9,24,11,15,28,51,Matches
Antony,Manchester Utd,BRA,FW,0,47,30,20,20,7,25,32,51,24,34,2,19,64,11,Matches
Jonny Evans,Manchester Utd,NIR,DF,0,23,17,21,2,0,13,8,59.1,9,27,19,25,46,77,Matches
Sofyan Amrabat,Manchester Utd,MAR,"MF,DF",2,35,24,22,10,3,23,22,59,16,30,8,11,46,22,Matches
Christian Eriksen,Manchester Utd,DEN,MF,0,18,13,5,10,3,12,13,33.3,24,20,7,7,25,16,Matches
Luke Shaw,Manchester Utd,ENG,DF,0,13,12,7,5,1,10,8,58.8,7,20,12,10,22,39,Matches
Lisandro Martínez,Manchester Utd,ARG,DF,1,12,9,8,4,0,5,4,41.7,7,14,10,8,19,27,Matches
Mason Mount,Manchester Utd,ENG,"MF,FW",0,24,17,7,10,7,6,5,37.5,10,6,1,7,31,3,Matches
Sergio Reguilón,Manchester Utd,ESP,DF,0,15,8,8,2,5,8,13,36.4,14,13,0,11,23,9,Matches
Anthony Martial,Manchester Utd,FRA,"FW,DF",0,4,1,1,1,2,1,4,100,0,4,0,1,5,4,Matches
Amad Diallo,Manchester Utd,CIV,"FW,MF",0,10,6,1,6,3,3,2,42.9,4,3,1,1,11,6,Matches
Facundo Pellistri,Manchester Utd,URU,FW,0,8,8,5,2,1,1,6,20,4,7,1,3,10,5,Matches
Willy Kambwala,Manchester Utd,FRA,DF,1,3,3,1,2,0,1,3,33.3,2,6,3,4,7,14,Matches
Hannibal Mejbri,Manchester Utd,TUN,"MF,FW",0,5,7,2,3,0,2,0,40,3,1,1,2,5,0,Matches
Omari Forson,Manchester Utd,ENG,MF,0,2,2,0,2,0,1,0,100,0,0,0,0,2,0,Matches
Altay Bayındır,Manchester Utd,TUR,GK,,,0,,,,,,,,,,0,0,,Matches
Jadon Sancho,Manchester Utd,ENG,"FW,MF",0,1,0,1,0,0,1,1,33.3,2,1,0,1,2,0,Matches
Daniel Gore,Manchester Utd,ENG,MF,0,1,1,0,1,0,1,0,100,0,0,0,2,2,0,Matches
Donny van de Beek,Manchester Utd,NED,DF,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,Matches
Ethan Wheatley,Manchester Utd,ENG,FW,0,1,1,0,1,0,1,2,100,0,2,0,2,3,0,Matches
Maxence Caqueret,Lyon,FRA,MF,2,91,76,39,37,15,38,31,35.5,69,40,9,55,139,26,Matches
Anthony Lopes,Lyon,POR,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,Matches
Jake O'Brien,Lyon,IRL,DF,1,22,17,16,5,1,14,5,70,6,23,18,14,34,98,Matches
Alexandre Lacazette,Lyon,FRA,FW,0,19,14,8,9,2,5,19,29.4,12,22,3,9,27,9,Matches
Nicolás Tagliafico,Lyon,ARG,DF,0,54,44,23,22,9,22,17,44.9,27,25,8,36,82,43,Matches
Clinton Mata,Lyon,ANG,DF,0,43,29,29,8,6,23,19,57.5,17,35,16,43,83,61,Matches
Duje Ćaleta-Car,Lyon,CRO,DF,1,26,14,19,6,1,18,13,81.8,4,27,14,21,44,94,Matches
Corentin Tolisso,Lyon,FRA,MF,0,33,24,13,11,9,14,17,42.4,19,26,9,13,43,18,Matches
Rayan Cherki,Lyon,FRA,"MF,FW",0,28,17,4,16,8,17,10,37,29,13,3,7,35,1,Matches
Ernest Nuamah,Lyon,GHA,"FW,MF",0,28,19,18,6,4,12,14,31.6,26,15,1,9,36,9,Matches
Ainsley Maitland-Niles,Lyon,ENG,"DF,MF",1,34,23,12,14,8,19,10,51.4,18,16,6,21,51,29,Matches
Nemanja Matić,Lyon,SRB,MF,1,17,14,8,7,2,9,11,47.4,10,17,6,18,33,17,Matches
Saïd Benrahma,Lyon,ALG,"FW,MF",0,9,13,1,6,2,5,7,71.4,2,7,0,4,10,3,Matches
Sael Kumbedi,Lyon,FRA,DF,2,30,20,14,12,4,9,9,40.9,13,12,3,14,44,18,Matches
Sinaly Diomande,Lyon,CIV,DF,1,10,4,5,3,2,9,3,56.3,7,12,9,15,25,26,Matches
Dejan Lovren,Lyon,CRO,DF,0,9,7,6,3,0,3,1,42.9,4,6,5,13,21,37,Matches
Malick Fofana,Lyon,BEL,FW,0,5,6,3,1,1,4,3,44.4,5,3,0,6,10,9,Matches
Henrique,Lyon,BRA,DF,0,10,7,6,4,0,6,6,54.5,5,8,2,10,20,3,Matches
Gift Orban,Lyon,NGA,FW,1,4,3,0,1,3,1,2,25,3,2,0,1,5,2,Matches
Orel Mangala,Lyon,BEL,MF,0,5,8,0,2,3,1,1,33.3,2,3,2,8,10,6,Matches
Mama Samba Baldé,Lyon,GNB,"FW,MF",1,8,5,1,2,5,3,0,33.3,6,0,0,4,11,1,Matches
Skelly Alvero,Lyon,FRA,MF,0,8,7,5,2,1,2,4,22.2,7,5,1,2,10,5,Matches
Lucas Perri,Lyon,BRA,GK,,,0,,,,,,,,,,0,0,,Matches
Diego Moreira,Lyon,POR,"FW,MF",0,0,1,0,0,0,0,3,0,3,3,0,4,2,5,Matches
Mahamadou Diawara,Lyon,FRA,MF,0,9,7,4,5,0,3,3,27.3,8,4,1,4,13,4,Matches
Paul Akouokou,Lyon,CIV,MF,0,14,9,2,10,2,6,4,85.7,1,5,1,6,20,11,Matches
Jeffinho,Lyon,BRA,"FW,MF",0,11,4,3,5,3,4,1,36.4,7,1,0,0,11,0,Matches
Tino Kadewere,Lyon,ZIM,"FW,MF",0,1,1,0,1,0,1,2,20,4,3,1,5,6,7,Matches
Rémy Riou,Lyon,FRA,GK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Matches
Bradley Barcola,Lyon,FRA,FW,0,5,2,0,2,3,1,4,14.3,6,4,0,2,7,0,Matches
Johann Lepenant,Lyon,FRA,MF,0,4,3,2,2,0,1,5,12.5,7,5,0,4,8,0,Matches
Amin Sarr,Lyon,SWE,"FW,MF",0,1,0,0,1,0,0,1,,0,1,0,0,1,1,Matches
Adryelson,Lyon,BRA,"DF,FW",0,0,0,0,0,0,0,0,,0,0,0,1,1,3,Matches
Mamadou Sarr,Lyon,FRA,DF,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,Matches
Chaim El Djebali,Lyon,TUN,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Mohamed El Arouch,Lyon,FRA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Brice Samba,Lens,FRA,GK,4,1,1,1,0,0,1,1,50,1,1,0,0,1,11,Matches
Facundo Medina,Lens,ARG,DF,2,76,49,33,35,8,50,36,63.3,29,49,13,32,105,73,Matches
Kevin Danso,Lens,AUT,DF,2,29,17,16,12,1,18,16,51.4,17,53,37,34,57,143,Matches
Florian Sotoca,Lens,FRA,MF,0,49,36,16,28,5,27,45,50,27,50,5,26,74,45,Matches
Przemysław Frankowski,Lens,POL,DF,0,83,58,37,36,10,42,26,42.9,56,34,8,33,115,53,Matches
Jonathan Gradit,Lens,FRA,DF,0,51,32,25,22,4,29,17,59.2,20,41,24,47,98,90,Matches
Elye Wahi,Lens,FRA,FW,0,8,7,1,4,3,2,5,20,8,6,1,4,12,4,Matches
Ruben Aguilar,Lens,FRA,DF,0,60,39,32,25,3,31,35,62,19,41,6,31,87,52,Matches
Salis Abdul Samed,Lens,GHA,MF,0,34,20,13,17,4,13,16,48.1,14,18,2,20,54,27,Matches
Neil El Aynaoui,Lens,FRA,MF,1,47,23,16,26,5,25,17,47.2,28,25,8,35,81,31,Matches
David Pereira da Costa,Lens,POR,"MF,FW",1,20,12,5,13,2,12,19,46.2,14,23,4,20,40,9,Matches
Angelo Fulgini,Lens,FRA,MF,0,31,18,8,17,6,17,25,58.6,12,26,1,9,40,12,Matches
Andy Diouf,Lens,FRA,MF,1,30,24,14,11,5,16,12,61.5,10,15,3,5,34,7,Matches
Deiver Machado,Lens,COL,DF,0,34,25,15,15,4,20,16,76.9,6,18,2,9,43,18,Matches
Adrien Thomasson,Lens,FRA,MF,2,25,15,4,16,5,11,19,31.4,24,19,0,9,34,12,Matches
Nampalys Mendy,Lens,SEN,MF,1,37,22,14,15,8,20,7,71.4,8,11,4,21,58,21,Matches
Wesley Saïd,Lens,FRA,"FW,MF",0,9,4,1,3,5,3,4,27.3,8,4,0,4,13,3,Matches
Massadio Haïdara,Lens,MLI,DF,3,11,10,7,3,1,5,8,62.5,3,13,5,16,27,40,Matches
Abdukodir Khusanov,Lens,UZB,DF,3,25,14,17,8,0,11,6,55,9,16,10,16,41,38,Matches
Morgan Guilavogui,Lens,GUI,"FW,MF",0,21,10,4,12,5,5,11,41.7,7,15,4,4,25,9,Matches
Jhoanner Chávez,Lens,ECU,DF,0,6,5,2,2,2,3,3,30,7,3,0,7,13,12,Matches
Faitout Maouassa,Lens,FRA,"DF,MF",0,1,2,1,0,0,1,1,100,0,1,0,0,1,3,Matches
Stijn Spierings,Lens,NED,MF,0,1,0,0,1,0,1,1,100,0,2,1,2,3,1,Matches
Ayanda Sishuba,Lens,BEL,MF,0,3,1,0,2,1,1,1,50,1,1,0,0,3,0,Matches
Jean-Louis Leca,Lens,FRA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Julien Le Cardinal,Lens,FRA,DF,0,6,2,4,2,0,4,1,44.4,5,2,1,0,6,0,Matches
Oscar Cortés,Lens,COL,"FW,MF",0,0,0,0,0,0,0,1,,0,1,0,0,0,0,Matches
Germán Pezzella,Betis,ARG,DF,0,44,31,30,13,1,28,17,62.2,17,40,23,41,83,170,Matches
Rui Silva,Betis,POR,GK,2,1,0,1,0,0,1,0,25,3,0,0,1,2,13,Matches
Isco,Betis,ESP,MF,0,45,31,15,24,6,17,20,38.6,27,21,1,12,57,7,Matches
Marc Roca,Betis,ESP,MF,1,63,45,23,33,7,38,25,56.7,29,37,12,28,90,36,Matches
Ayoze Pérez,Betis,ESP,FW,0,64,37,19,34,11,21,45,39.6,32,50,5,23,87,18,Matches
Chadi Riad,Betis,MAR,DF,0,37,25,19,18,0,18,10,64.3,10,25,15,27,60,114,Matches
Willian José,Betis,BRA,FW,0,8,4,1,3,4,2,6,40,3,8,2,3,11,16,Matches
Juan Miranda,Betis,ESP,DF,0,44,29,24,15,5,20,29,54.1,17,36,7,24,66,70,Matches
Guido Rodríguez,Betis,ARG,MF,0,62,35,26,28,8,38,28,52.8,34,36,8,37,99,51,Matches
Héctor Bellerín,Betis,ESP,DF,1,36,24,16,16,4,20,9,35.7,36,17,8,27,63,43,Matches
Abner,Betis,BRA,DF,0,34,23,20,13,1,23,22,51.1,22,27,5,22,53,67,Matches
Aitor Ruibal,Betis,ESP,"DF,FW",1,57,35,37,14,6,42,15,56,33,16,1,22,77,39,Matches
Abde Ezzalzouli,Betis,MAR,FW,0,26,20,10,9,7,7,18,33.3,14,18,0,6,32,6,Matches
Johnny Cardoso,Betis,USA,MF,0,55,34,21,29,5,23,19,65.7,12,24,5,35,90,33,Matches
Assane Diao,Betis,ESP,FW,0,25,15,7,10,8,9,24,39.1,14,28,4,9,34,11,Matches
Rodri,Betis,ESP,"FW,MF",0,20,13,6,8,6,8,12,36.4,14,12,0,8,28,2,Matches
Nabil Fekir,Betis,FRA,"MF,FW",0,15,10,5,7,3,5,10,38.5,8,10,0,7,22,4,Matches
William Carvalho,Betis,POR,MF,1,29,22,13,13,3,13,12,56.5,10,16,4,16,41,14,Matches
Sokratis Papastathopoulos,Betis,GRE,DF,0,21,15,16,5,0,13,6,76.5,4,15,9,7,27,60,Matches
Pablo Fornals,Betis,ESP,"FW,MF",2,24,16,8,11,5,12,14,54.5,10,14,0,22,46,10,Matches
Youssouf Sabaly,Betis,SEN,DF,0,16,11,12,3,1,8,3,66.7,4,6,3,11,27,27,Matches
Luiz Henrique,Betis,BRA,FW,0,25,17,11,12,2,15,13,68.2,7,14,1,11,31,9,Matches
Borja Iglesias,Betis,ESP,FW,0,1,1,0,1,0,0,3,0,4,3,0,4,4,3,Matches
Andrés Guardado,Betis,MEX,MF,0,21,16,5,13,3,9,5,39.1,14,7,2,16,31,6,Matches
Claudio Bravo,Betis,CHI,GK,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,Matches
Sergi Altimira,Betis,ESP,MF,0,15,14,8,6,1,11,11,47.8,12,12,1,13,24,10,Matches
Luiz Felipe,Betis,ITA,DF,0,7,3,5,2,0,4,6,80,1,10,4,4,11,16,Matches
Marc Bartra,Betis,ESP,DF,0,8,5,7,1,0,6,2,85.7,1,5,3,5,13,15,Matches
Fran Vieites,Betis,ESP,GK,1,1,0,1,0,0,1,0,100,0,0,0,0,1,2,Matches
Ezequiel Ávila,Betis,ARG,FW,0,2,1,0,2,0,1,2,33.3,2,2,0,1,3,4,Matches
Cédric Bakambu,Betis,COD,FW,0,1,0,0,1,0,0,2,,0,2,0,0,1,0,Matches
Ricardo Visus,Betis,ESP,DF,1,2,2,1,1,0,2,0,100,0,2,2,3,4,9,Matches
Juan Cruz,Betis,ESP,FW,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Nobel Mendy,Betis,FRA,DF,,,0,,,,,,,,,,1,0,,Matches
Pablo Busto,Betis,ESP,DF,0,1,1,0,0,1,1,0,100,0,0,0,1,2,3,Matches
Paul Akouokou,Betis,CIV,MF,0,5,3,0,2,3,3,2,100,0,3,1,1,6,1,Matches
Xavi Pleguezuelo,Betis,ESP,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Enrique,Betis,ESP,MF,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,Matches
Ginés Sorroche,Betis,ESP,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Pau López,Marseille,ESP,GK,1,0,0,0,0,0,0,1,0,3,1,0,0,0,13,Matches
Pierre-Emerick Aubameyang,Marseille,GAB,FW,0,26,17,5,12,9,8,37,26.7,22,44,7,12,38,34,Matches
Leonardo Balerdi,Marseille,ARG,DF,0,118,79,87,29,2,72,29,72.7,27,50,21,80,194,138,Matches
Jordan Veretout,Marseille,FRA,MF,0,52,34,25,16,11,24,23,49,25,29,6,20,72,33,Matches
Chancel Mbemba,Marseille,COD,DF,3,48,32,35,12,1,28,12,59.6,19,37,25,29,77,138,Matches
Jonathan Clauss,Marseille,FRA,DF,1,68,42,33,27,8,35,20,52.2,32,26,6,53,118,68,Matches
Amine Harit,Marseille,MAR,"MF,FW",0,40,25,12,22,6,18,36,36,32,40,4,18,58,6,Matches
Geoffrey Kondogbia,Marseille,CTA,MF,1,80,55,29,42,9,27,30,49.1,28,40,10,61,138,38,Matches
Samuel Gigot,Marseille,FRA,DF,1,46,30,21,19,6,18,15,72,7,37,22,43,83,114,Matches
Iliman Ndiaye,Marseille,SEN,"FW,MF",0,27,24,8,13,6,13,15,35.1,24,17,2,7,34,11,Matches
Ismaila Sarr,Marseille,SEN,"FW,MF",0,19,11,5,12,2,7,21,36.8,12,29,8,14,33,11,Matches
Azzedine Ounahi,Marseille,MAR,MF,0,32,14,11,19,2,16,13,40,24,15,2,16,48,9,Matches
Renan Lodi,Marseille,BRA,DF,0,30,20,13,14,3,17,8,58.6,12,11,3,25,54,43,Matches
Michael Amir Murillo,Marseille,PAN,DF,2,27,17,16,7,4,17,12,65.4,9,14,2,16,41,39,Matches
Vitinha,Marseille,POR,FW,0,15,10,3,5,7,3,10,16.7,15,12,2,6,20,13,Matches
Luis Henrique,Marseille,BRA,"FW,DF",0,14,12,9,2,3,7,12,63.6,4,12,0,14,28,6,Matches
Quentin Merlin,Marseille,FRA,DF,0,27,23,17,8,2,18,8,51.4,17,8,0,9,36,25,Matches
Bamo Meïté,Marseille,CIV,DF,0,21,13,17,4,0,11,11,68.8,5,18,7,19,36,51,Matches
Valentin Rongier,Marseille,FRA,MF,0,26,13,9,15,2,14,19,46.7,16,23,4,18,44,21,Matches
Ulisses Garcia,Marseille,SUI,DF,2,21,16,6,13,2,13,5,65,7,8,3,8,28,13,Matches
Faris Pemi Moumbagna,Marseille,CMR,FW,0,5,2,0,3,2,0,6,0,4,6,0,4,9,2,Matches
Pape Gueye,Marseille,SEN,"MF,DF",0,33,21,11,19,3,13,14,68.4,6,17,3,13,46,12,Matches
Joaquín Correa,Marseille,ARG,"FW,MF",0,11,8,6,3,2,2,4,15.4,11,4,0,1,12,2,Matches
Jean Onana,Marseille,CMR,MF,1,23,15,6,14,3,13,8,52,12,10,2,12,34,11,Matches
Rubén Blanco,Marseille,ESP,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Bilal Nadir,Marseille,FRA,"MF,FW",0,4,10,2,2,0,1,1,50,1,1,0,2,6,3,Matches
Emran Soglo,Marseille,ENG,"MF,DF",0,7,5,2,5,0,5,10,62.5,3,10,0,1,8,4,Matches
François Mughe,Marseille,CMR,"MF,DF",0,0,0,0,0,0,0,2,0,4,2,0,1,1,1,Matches
Raimane Daou,Marseille,COM,"DF,MF",0,2,2,1,1,0,1,0,33.3,2,0,0,1,3,2,Matches
Mattéo Guendouzi,Marseille,FRA,MF,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,Matches
Sofiane Sidi Ali,Marseille,FRA,MF,0,2,0,0,2,0,1,1,50,1,1,0,2,4,0,Matches
Gael Lafont,Marseille,FRA,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Keyliane Abdallah,Marseille,FRA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Noam Mayoka-Tika,Marseille,BEL,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Stanislav Lobotka,Napoli,SVK,MF,1,72,47,24,35,13,30,27,40,45,37,10,47,112,36,Matches
Giovanni Di Lorenzo,Napoli,ITA,DF,0,78,52,39,33,6,47,36,52.8,42,54,18,32,108,60,Matches
Khvicha Kvaratskhelia,Napoli,GEO,FW,0,50,27,12,23,15,18,22,32.1,38,23,1,17,67,11,Matches
Alex Meret,Napoli,ITA,GK,1,1,0,1,0,0,1,0,50,1,0,0,0,1,14,Matches
Andre-Frank Zambo Anguissa,Napoli,CMR,MF,1,72,39,24,37,11,39,45,45.3,47,51,6,36,108,28,Matches
Amir Rrahmani,Napoli,KVX,DF,0,38,31,19,15,4,18,17,50,18,28,11,33,69,123,Matches
Matteo Politano,Napoli,ITA,FW,1,22,9,10,8,4,13,10,28.3,33,11,1,17,38,13,Matches
Juan Jesus,Napoli,BRA,DF,1,53,25,31,19,3,27,14,69.2,12,29,15,30,80,84,Matches
Victor Osimhen,Napoli,NGA,FW,0,9,5,0,4,5,2,4,40,3,7,3,5,14,28,Matches
Piotr Zieliński,Napoli,POL,MF,0,25,17,6,14,5,12,12,46.2,14,13,1,13,38,17,Matches
Leo Skiri Østigård,Napoli,NOR,DF,0,28,17,16,11,1,6,7,50,6,22,15,19,46,78,Matches
Giacomo Raspadori,Napoli,ITA,"FW,MF",0,24,11,6,13,5,7,16,38.9,11,17,1,4,28,9,Matches
Mathías Olivera,Napoli,URU,DF,0,63,37,38,19,6,29,32,60.4,19,39,7,27,90,32,Matches
Mário Rui,Napoli,POR,DF,0,30,18,18,7,5,17,18,54.8,14,20,2,19,47,24,Matches
Natan,Napoli,BRA,DF,0,24,16,17,5,2,11,6,57.9,8,26,20,14,37,52,Matches
Jens Cajuste,Napoli,SWE,MF,0,43,30,18,19,6,24,19,55.8,19,23,4,8,49,17,Matches
Giovanni Simeone,Napoli,ARG,FW,0,15,8,3,4,8,3,11,25,9,11,0,4,17,8,Matches
Pierluigi Gollini,Napoli,ITA,GK,0,1,1,1,0,0,1,0,100,0,0,0,1,2,2,Matches
Jesper Lindstrøm,Napoli,DEN,FW,0,14,6,3,6,5,7,4,58.3,5,4,0,4,16,6,Matches
Pasquale Mazzocchi,Napoli,ITA,"DF,MF",0,5,4,1,2,2,2,4,66.7,1,5,1,3,6,13,Matches
Elif Elmas,Napoli,MKD,"FW,MF",0,4,3,1,3,0,2,4,66.7,1,4,0,4,8,8,Matches
Hamed Junior Traorè,Napoli,CIV,MF,1,4,2,2,0,2,1,6,16.7,5,6,0,4,8,1,Matches
Cyril Ngonge,Napoli,BEL,FW,0,5,3,1,4,0,2,2,100,0,2,0,0,5,2,Matches
