Player Name,Club Name,Touches,Position,Miscontrols,Receiving,Touches,TouchesInDefensivePenaltyArea,TouchesInDefensive1/3rd,TouchesInMid1/3rd,TouchesInAtt1/3rd,TouchesInAttackingPenaltyArea,TakeOnsAttempted,SucessfulTakeOns,SucessfulTakeOns%,TimesTackledByADefDuringTakeOn,TimesTackledByADefDuringTakeOn%,NumberOfCarries,DistanceTravelledInCarries(Yards),DistanceTravelledInCarries(Yards)TowardsOpponentGoal,CarriesThatReachesCloseToOpponentGoal(DistTravelled>10Yards),CarriesInFinalThird,CarriesInPenaltyArea,PassesRecieved,DisPossesed,ProgressivePassesRecieved
Zeki Çelik,Roma,937,DF,15,17,937,64,309,397,238,27,19,9,47.4,10,52.6,559,3328,1543,31,37,9,10,550,72
Angeliño,Roma,915,DF,11,14.2,915,67,318,384,218,8,13,6,46.2,6,46.2,458,2175,997,15,17,0,7,545,60
Houssem Aouar,Roma,646,"MF,FW",28,12.8,646,8,82,353,218,32,33,17,51.5,12,36.4,427,2162,949,25,26,8,21,470,80
Andrea Belotti,Roma,357,FW,29,11.2,357,6,35,165,160,50,26,11,42.3,12,46.2,245,1323,508,22,11,11,16,274,66
Sardar Azmoun,Roma,284,"FW,MF",19,9.1,284,6,33,140,115,34,14,4,28.6,8,57.1,171,750,249,5,9,1,13,200,41
Chris Smalling,Roma,427,DF,2,7.4,427,67,206,204,17,6,2,0,0,1,50,270,1566,826,7,3,0,1,280,2
Tommaso Baldanzi,Roma,313,"FW,MF",7,7.3,313,2,37,142,138,21,26,9,34.6,13,50,223,1524,684,23,20,5,11,256,61
Dean Huijsen,Roma,525,DF,3,6.5,525,62,204,281,41,8,2,1,50,1,50,308,1407,696,4,3,0,2,390,15
Tammy Abraham,Roma,101,FW,13,3.6,101,6,9,47,46,15,7,2,28.6,4,57.1,52,263,130,6,3,2,4,74,18
Renato Sanches,Roma,203,MF,7,3,203,2,39,104,62,4,9,6,66.7,3,33.3,147,771,420,8,15,1,6,161,12
Riccardo Pagano,Roma,78,"MF,DF",3,1.4,78,4,23,34,21,3,1,1,100,0,0,51,309,120,1,2,0,4,53,4
Niccolò Pisilli,Roma,25,MF,1,0.3,25,0,0,15,10,2,0,0,,0,,20,94,46,0,2,0,0,20,3
Ola Solbakken,Roma,8,FW,0,0.3,8,0,2,2,4,0,2,1,50,0,0,5,76,22,1,0,0,0,5,4
João Costa,Roma,21,"MF,FW",3,0.2,21,1,8,8,6,1,1,0,0,1,100,12,84,31,0,0,0,1,13,2
Francesco D'Alessio,Roma,11,MF,2,0.2,11,2,7,4,0,0,0,0,,0,,7,22,9,0,0,0,0,7,1
Mattia Mannini,Roma,9,DF,0,0.1,9,0,0,6,3,0,0,0,,0,,2,8,5,0,0,0,0,2,0
Luigi Cherubini,Roma,2,FW,0,0,2,0,0,2,0,0,0,0,,0,,2,12,0,0,0,0,0,2,0
Conor Gallagher,Chelsea,2443,MF,69,45.1,2443,77,468,1221,793,79,65,38,58.5,18,27.7,1453,7243,2979,62,54,14,39,1739,122
Moisés Caicedo,Chelsea,2452,MF,36,43.6,2452,122,687,1405,382,9,56,26,46.4,24,42.9,1378,5497,2466,27,31,1,24,1828,27
Axel Disasi,Chelsea,2496,DF,16,41,2496,291,1193,1140,175,24,22,12,54.5,5,22.7,1613,7182,4223,30,20,3,12,1892,21
Cole Palmer,Chelsea,1745,"FW,MF",57,40.3,1754,22,183,742,852,126,104,52,50,46,44.2,1148,7236,3492,117,66,46,44,1362,195
Nicolas Jackson,Chelsea,998,FW,87,39.1,998,28,94,450,480,151,105,54,51.4,36,34.3,616,4579,2122,70,44,32,66,752,200
Enzo Fernández,Chelsea,2126,MF,29,34.3,2128,67,442,1209,488,47,44,23,52.3,17,38.6,1315,6080,3109,52,46,8,24,1675,54
Thiago Silva,Chelsea,2549,DF,7,33.9,2549,398,1280,1198,79,24,4,2,50,0,0,1623,6862,3867,2,11,0,1,1891,5
Đorđe Petrović,Chelsea,855,GK,1,30.7,855,755,852,3,0,0,0,0,,0,,482,2076,1103,0,0,0,0,475,0
Raheem Sterling,Chelsea,1019,"FW,MF",54,30.6,1019,8,77,324,638,167,132,45,34.1,70,53,744,5113,3063,120,51,65,44,821,242
Malo Gusto,Chelsea,1641,DF,32,27.8,1641,71,470,698,499,49,42,17,40.5,20,47.6,972,5376,2791,78,41,16,12,1103,135
Levi Colwill,Chelsea,1392,DF,22,27,1392,108,570,669,164,26,13,9,69.2,4,30.8,766,3602,1985,23,17,2,4,873,27
Marc Cucurella,Chelsea,1426,DF,15,24.8,1426,91,575,590,270,27,13,4,30.8,7,53.8,657,2861,1579,31,15,3,6,873,73
Mykhailo Mudryk,Chelsea,777,FW,54,22.7,777,14,116,255,420,78,81,39,48.1,31,38.3,509,4183,2418,92,56,36,22,572,139
Robert Sánchez,Chelsea,649,GK,1,20.9,649,561,644,5,0,0,0,0,,0,,392,1890,1130,0,0,0,0,360,0
Benoît Badiashile,Chelsea,1321,DF,6,18.8,1321,178,662,612,52,11,1,0,0,0,0,765,3225,1734,3,5,1,4,976,3
Noni Madueke,Chelsea,665,FW,25,17.7,666,18,85,224,373,77,86,37,43,37,43,428,3556,2191,76,36,38,14,504,136
Trevoh Chalobah,Chelsea,886,DF,10,13.7,886,122,454,372,63,4,2,1,50,1,50,475,1552,709,5,5,2,3,633,9
Ben Chilwell,Chelsea,605,DF,21,13,605,21,129,258,221,28,19,7,36.8,8,42.1,333,1713,844,22,14,5,5,394,59
Armando Broja,Chelsea,167,FW,17,8.1,167,3,9,56,106,35,31,13,41.9,16,51.6,117,695,286,11,4,8,14,131,37
Lesley Ugochukwu,Chelsea,214,MF,3,6.3,214,14,66,120,31,2,6,3,50,1,16.7,128,620,358,8,2,2,3,162,3
Christopher Nkunku,Chelsea,244,"FW,MF",17,6.1,244,5,25,95,128,27,8,2,25,5,62.5,144,606,298,10,6,2,8,202,35
Reece James,Chelsea,391,DF,6,5.3,391,26,118,153,124,20,15,9,60,4,26.7,217,1061,548,19,8,3,6,245,35
Alfie Gilchrist,Chelsea,177,DF,2,4.8,177,14,72,57,49,5,1,1,100,0,0,78,263,130,1,1,0,2,96,4
Ian Maatsen,Chelsea,179,"FW,MF",8,4.6,179,7,49,56,75,8,4,0,0,4,100,100,555,315,9,5,2,7,117,15
Carney Chukwuemeka,Chelsea,167,"MF,FW",5,2.9,167,1,21,77,72,12,12,2,16.7,10,83.3,107,646,231,4,5,2,4,129,19
Bashir Humphreys,Chelsea,,DF,,1,,,,,,,,,,,,,,,,,,,,
Cesare Casadei,Chelsea,81,"FW,MF",3,0.9,81,6,17,49,15,1,2,2,100,0,0,36,234,59,1,0,0,0,62,3
Mason Burstow,Chelsea,6,FW,1,0.8,6,0,0,1,5,1,0,0,,0,,2,1,0,0,0,0,0,3,1
Diego Moreira,Chelsea,,MF,,0.5,,,,,,,,,,,,,,,,,,,,
Roméo Lavia,Chelsea,30,MF,0,0.4,30,1,2,26,2,0,0,0,,0,,22,83,40,0,0,0,0,26,0
Deivid Washington,Chelsea,5,"DF,FW",0,0.3,5,0,1,3,1,1,1,0,0,1,100,2,6,0,0,0,0,1,2,1
Leo Castledine,Chelsea,,MF,,0.1,,,,,,,,,,,,,,,,,,,,
Joshua Acheampong,Chelsea,6,DF,0,0.1,6,5,5,0,1,0,0,0,,0,,1,18,12,0,0,0,0,0,0
Alex Matos,Chelsea,0,MF,0,0.1,0,0,0,0,0,0,0,0,,0,,1,1,0,0,0,0,1,1,0
Michael Golding,Chelsea,,MF,,0,,,,,,,,,,,,,,,,,,,,
Jimi Tauriainen,Chelsea,1,FW,0,0,1,1,1,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
Marcin Bułka,Nice,1292,GK,0,38.3,1292,1071,1285,4,3,2,2,2,100,0,0,1062,4593,2229,0,0,0,0,798,0
Dante,Nice,3067,DF,14,34.4,3067,325,1402,1592,87,20,5,4,80,1,20,2477,12006,6060,13,20,1,5,2315,6
Jean-Clair Todibo,Nice,2779,DF,19,32.3,2779,286,1258,1440,99,16,27,16,59.3,9,33.3,2247,11972,6410,32,19,1,9,2061,11
Melvin Bard,Nice,2106,DF,41,31.4,2106,83,686,1010,449,22,73,37,50.7,31,42.5,1447,8425,3915,60,87,7,14,1263,99
Pablo Rosario,Nice,1398,"MF,DF",26,26.7,1398,80,425,814,164,22,20,11,55,8,40,1031,4765,2214,20,19,2,15,987,27
Gaëtan Laborde,Nice,778,"FW,MF",27,24.7,780,9,77,333,377,101,50,17,34,33,66,559,2788,1068,33,24,16,26,548,161
Khéphren Thuram,Nice,1397,MF,37,24.7,1397,76,296,842,284,43,62,35,56.5,25,40.3,1120,6993,3321,67,67,10,23,1039,57
Morgan Sanson,Nice,1093,MF,61,24.5,1093,33,170,505,436,46,50,25,50,22,44,799,5075,2036,57,51,12,41,726,98
Jordan Lotomba,Nice,1169,DF,23,23.3,1169,48,356,588,250,22,42,19,45.2,19,45.2,767,4640,2071,36,33,2,20,710,40
Terem Moffi,Nice,569,FW,57,23.3,572,18,44,282,256,92,33,19,57.6,13,39.4,402,2418,995,24,23,12,34,409,123
Jeremie Boga,Nice,976,FW,42,23.2,976,12,119,398,488,87,113,63,55.8,46,40.7,743,6320,3369,107,93,39,27,722,170
Youssouf Ndayishimiye,Nice,1516,"MF,DF",14,21.5,1516,87,435,981,110,18,15,11,73.3,3,20,1178,5913,2546,16,17,1,14,1129,13
Evann Guessand,Nice,563,FW,82,19.9,565,6,59,233,285,103,64,24,37.5,36,56.3,411,3021,1104,40,29,14,50,420,114
Hicham Boudaoui,Nice,909,MF,31,17.9,909,30,185,521,218,45,43,22,51.2,17,39.5,700,3868,1641,28,26,8,12,649,58
Mohamed Ali Cho,Nice,371,FW,19,11.1,371,3,41,145,194,36,38,16,42.1,19,50,288,2206,1236,48,29,15,16,282,77
Tom Louchet,Nice,307,"MF,DF",7,7.9,307,11,73,128,108,5,7,1,14.3,6,85.7,204,1378,552,6,8,0,6,194,40
Alexis Claude-Maurice,Nice,330,MF,11,7.4,330,7,46,157,135,14,24,16,66.7,8,33.3,237,1427,735,15,20,1,11,222,25
Antoine Mendy,Nice,291,DF,1,6.2,291,28,142,125,27,3,9,6,66.7,3,33.3,209,1092,505,3,3,0,0,192,6
Sofiane Diop,Nice,249,FW,15,5.5,249,5,42,100,118,16,22,6,27.3,16,72.7,190,1329,589,20,18,6,9,177,43
Romain Perraud,Nice,300,"DF,FW",11,5.1,300,15,104,120,77,5,7,2,28.6,4,57.1,176,947,393,6,6,1,2,162,13
Youcef Atal,Nice,286,DF,5,4,286,7,68,169,57,3,21,11,52.4,8,38.1,220,1488,701,9,14,1,3,193,5
Badredine Bouanani,Nice,104,FW,5,2,104,0,9,36,59,10,11,4,36.4,6,54.5,86,617,221,10,10,1,2,79,24
Ayoub Amraoui,Nice,,DF,,1.3,,,,,,,,,,,,,,,,,,,,
Aliou Baldé,Nice,58,"FW,DF",2,1.2,58,1,5,19,36,5,10,3,30,6,60,35,353,161,5,5,1,0,28,8
Reda Belahyane,Nice,18,MF,0,1.1,18,1,1,12,5,0,1,1,100,0,0,13,87,63,1,0,0,0,10,0
Valentin Rosier,Nice,47,"DF,MF",2,0.6,47,3,13,20,15,3,1,0,0,1,100,24,196,102,3,3,1,1,21,2
Robson Bambu,Nice,,DF,,0.5,,,,,,,,,,,,,,,,,,,,
Daouda Traoré,Nice,11,MF,0,0.3,11,0,0,6,5,1,1,0,0,1,100,8,32,23,1,0,0,0,9,0
Bilal Brahimi,Nice,15,FW,1,0.1,15,0,0,4,11,1,1,0,0,1,100,10,56,23,1,0,1,1,9,6
Amidou Doumbouya,Nice,,MF,,0,,,,,,,,,,,,,,,,,,,,
Adam Marušić,Lazio,2467,DF,29,44.2,2467,122,837,1195,448,22,37,16,43.2,17,45.9,1164,5202,2781,40,35,4,10,1574,124
Felipe Anderson,Lazio,2087,FW,77,41.2,2087,54,315,937,872,114,134,56,41.8,65,48.5,1076,6548,3444,123,77,30,37,1541,280
Ivan Provedel,Lazio,1352,GK,2,40,1352,1151,1331,20,1,1,2,1,50,1,50,782,3939,2161,0,0,0,0,755,0
Alessio Romagnoli,Lazio,2405,DF,9,36.8,2405,338,1193,1175,45,23,1,0,0,1,100,1222,5495,2553,7,3,0,1,1643,3
Mattéo Guendouzi,Lazio,1598,MF,31,36.3,1598,54,301,897,416,58,31,12,38.7,17,54.8,893,5216,2474,60,41,8,16,1183,106
Luis Alberto,Lazio,2469,MF,41,35,2469,32,309,1321,861,69,54,29,53.7,21,38.9,1345,6897,4082,101,80,11,31,1796,156
Mattia Zaccagni,Lazio,1403,FW,59,27.7,1403,21,160,611,664,85,132,62,47,43,32.6,948,6662,3531,99,71,35,42,1101,270
Mario Gila,Lazio,1741,DF,12,27.4,1741,195,748,903,108,13,17,10,58.8,5,29.4,1021,5563,3211,22,27,0,7,1212,12
Ciro Immobile,Lazio,824,FW,76,26.1,829,21,63,342,430,139,37,14,37.8,22,59.5,410,1854,679,24,16,15,20,619,156
Manuel Lazzari,Lazio,1454,DF,28,24.9,1454,42,418,692,357,26,33,16,48.5,13,39.4,762,5094,3114,89,66,10,9,914,125
Patric,Lazio,1637,DF,4,24.7,1637,152,777,804,63,10,1,1,100,0,0,1039,4924,2873,6,6,1,0,1242,12
Valentín Castellanos,Lazio,751,FW,61,23.8,751,19,55,353,352,115,40,11,27.5,27,67.5,347,1489,515,17,15,8,22,552,148
Matías Vecino,Lazio,1210,MF,24,21.4,1210,49,258,740,218,46,15,11,73.3,4,26.7,604,2946,1429,20,20,2,1,873,49
Daichi Kamada,Lazio,1260,MF,30,21.1,1260,24,195,719,354,63,25,15,60,8,32,720,3801,1845,42,35,19,16,958,85
Nicolò Casale,Lazio,1324,DF,2,20.8,1324,162,592,707,33,8,4,2,50,0,0,758,4348,2453,20,10,1,2,942,4
Elseid Hysaj,Lazio,1199,DF,13,19.3,1199,53,415,605,186,8,11,3,27.3,8,72.7,603,3502,1770,31,28,1,8,767,42
Danilo Cataldi,Lazio,1141,MF,9,19.1,1141,47,243,756,153,0,10,8,80,2,20,546,2653,1093,9,13,0,7,796,10
Nicolò Rovella,Lazio,1273,MF,20,18,1273,49,344,798,144,3,18,10,55.6,7,38.9,637,3272,1386,21,11,1,11,866,12
Gustav Isaksen,Lazio,580,FW,40,16.2,580,7,62,211,320,63,57,23,40.4,28,49.1,366,2510,1209,45,25,17,22,440,125
Pedro,Lazio,660,FW,34,13.2,661,5,76,359,237,31,39,19,48.7,16,41,392,2499,1101,36,36,6,17,524,89
Luca Pellegrini,Lazio,751,DF,12,12.1,751,28,228,349,183,8,33,16,48.5,15,45.5,359,1978,1144,21,11,2,6,446,39
Christos Mandas,Lazio,286,GK,0,11,286,237,282,4,0,0,2,2,100,0,0,174,939,498,0,0,0,0,163,0
Toma Bašić,Lazio,,MF,,0.1,,,,,,,,,,,,,,,,,,,,
Bruno Guimarães,Newcastle Utd,3082,MF,68,48.7,3082,106,653,1667,813,80,144,78,54.2,45,31.3,2069,11844,4688,70,87,19,81,2355,83
Fabian Schär,Newcastle Utd,2830,DF,20,44.3,2830,404,1472,1219,163,43,24,13,54.2,10,41.7,1704,9191,5672,33,49,1,14,1911,22
Anthony Gordon,Newcastle Utd,1599,FW,81,42.7,1600,18,179,628,817,162,151,58,38.4,63,41.7,1078,8659,4063,149,83,63,46,1157,265
Sean Longstaff,Newcastle Utd,1715,MF,42,40.8,1715,57,391,877,456,96,26,14,53.8,11,42.3,902,3790,1557,27,27,7,36,1185,127
Dan Burn,Newcastle Utd,2168,DF,20,38.4,2168,227,1009,920,243,51,7,4,57.1,3,42.9,977,4151,1764,15,8,3,10,1222,33
Kieran Trippier,Newcastle Utd,2796,DF,23,34.5,2796,116,852,1178,794,41,33,19,57.6,14,42.4,1297,5249,2576,43,43,5,10,1663,158
Alexander Isak,Newcastle Utd,820,FW,54,32.9,825,23,57,357,419,147,84,44,52.4,35,41.7,497,3543,1815,75,35,41,31,595,147
Miguel Almirón,Newcastle Utd,1261,FW,40,30.7,1261,31,170,519,590,103,67,24,35.8,28,41.8,793,5472,2867,96,61,24,31,892,192
Martin Dúbravka,Newcastle Utd,745,GK,3,29.7,745,629,736,9,0,0,0,0,,0,,396,2125,1423,0,0,0,0,282,0
Jamaal Lascelles,Newcastle Utd,1115,DF,6,21.7,1115,129,505,556,57,29,4,2,50,1,25,636,2984,1707,9,8,0,4,776,6
Valentino Livramento,Newcastle Utd,1122,"DF,FW",21,21.5,1122,75,362,500,274,32,33,19,57.6,9,27.3,604,3582,1770,51,21,8,20,672,89
Nick Pope,Newcastle Utd,585,GK,0,20.9,585,496,579,5,1,1,0,0,,0,,283,1600,886,0,0,0,0,205,0
Joelinton,Newcastle Utd,1004,"MF,FW",27,20.4,1004,45,186,506,322,52,44,22,50,14,31.8,556,2907,1384,38,30,8,37,737,81
Sven Botman,Newcastle Utd,1205,DF,5,19.7,1205,190,700,477,29,20,2,0,0,2,100,700,3064,1552,0,4,0,2,855,5
Lewis Miley,Newcastle Utd,771,MF,17,19.5,771,50,187,348,243,39,21,8,38.1,11,52.4,400,1858,714,15,8,7,11,495,64
Jacob Murphy,Newcastle Utd,702,FW,20,17.7,702,26,114,245,356,54,29,13,44.8,14,48.3,401,2307,1063,35,27,15,14,463,123
Callum Wilson,Newcastle Utd,342,FW,52,15.3,344,6,14,148,191,84,35,14,40,18,51.4,233,1109,334,11,8,13,39,282,85
Elliot Anderson,Newcastle Utd,664,MF,29,12.3,664,26,122,285,272,47,49,23,46.9,22,44.9,380,2398,1266,39,23,5,22,429,72
Emil Krafth,Newcastle Utd,661,DF,8,11.8,661,48,279,241,145,10,6,3,50,2,33.3,358,1588,720,12,9,1,3,423,33
Lewis Hall,Newcastle Utd,699,DF,9,10.8,699,38,263,300,145,13,20,9,45,9,45,355,1825,1060,20,17,5,13,415,28
Harvey Barnes,Newcastle Utd,362,FW,13,9.6,362,6,49,118,200,60,25,7,28,14,56,266,1782,1093,45,21,23,16,286,80
Joe Willock,Newcastle Utd,280,MF,15,7.8,280,4,47,135,104,20,24,7,29.2,17,70.8,171,1146,651,20,9,5,7,197,32
Sandro Tonali,Newcastle Utd,370,MF,11,7.6,370,6,70,204,99,9,8,3,37.5,4,50,233,1225,529,16,9,1,2,302,31
Matt Ritchie,Newcastle Utd,125,"FW,MF",3,3,125,6,26,42,57,9,2,0,0,1,50,58,293,160,5,5,2,1,85,13
Paul Dummett,Newcastle Utd,26,DF,0,2.2,26,3,7,16,3,1,0,0,,0,,12,54,33,1,0,0,0,20,0
Matt Targett,Newcastle Utd,81,DF,0,2.2,81,1,25,38,19,1,2,0,0,1,50,44,226,144,2,3,0,0,52,2
Loris Karius,Newcastle Utd,41,GK,0,1,41,34,41,0,0,0,0,0,,0,,17,57,25,0,0,0,0,15,0
Ben Parkinson,Newcastle Utd,6,FW,0,0.3,6,2,2,1,3,0,0,0,,0,,0,0,0,0,0,0,0,2,0
Joe White,Newcastle Utd,13,MF,0,0.1,13,1,3,6,4,0,0,0,,0,,9,80,41,2,0,0,0,9,3
Alex Murphy,Newcastle Utd,21,"DF,FW",1,0.1,21,0,4,15,2,0,0,0,,0,,16,72,37,0,0,0,0,16,0
Michael Ndiweni,Newcastle Utd,2,MF,0,0,2,0,0,2,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0
Amadou Diallo,Newcastle Utd,1,MF,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0,0,0,0,1,0
Pietro Terracciano,Fiorentina,1627,GK,1,45.7,1627,1367,1623,4,0,0,0,0,,0,,955,4470,2803,0,0,0,1,932,0
Nikola Milenković,Fiorentina,2463,DF,7,42.3,2463,213,1211,1158,96,40,3,2,66.7,1,33.3,1402,6502,3227,10,15,1,3,1614,11
Cristiano Biraghi,Fiorentina,2840,DF,20,39.7,2841,73,592,1262,1009,24,16,4,25,11,68.8,1418,6829,3761,92,84,7,7,1608,165
Luca Ranieri,Fiorentina,2318,DF,15,36.6,2318,171,977,1185,167,31,19,10,52.6,8,42.1,1499,7289,4217,30,35,2,2,1567,9
Lucas Martínez Quarta,Fiorentina,2638,DF,24,36.2,2638,152,1017,1435,202,60,36,18,50,16,44.4,1611,9288,5009,34,33,3,13,1719,19
Giacomo Bonaventura,Fiorentina,1640,MF,56,33.7,1641,20,149,843,667,83,62,34,54.8,22,35.5,1125,6073,2629,72,81,16,35,1246,121
Nicolás González,Fiorentina,1615,FW,64,33.1,1619,20,128,672,843,206,126,48,38.1,67,53.2,1053,6048,2752,85,80,32,34,1198,277
Michael Kayode,Fiorentina,1792,DF,33,32.2,1792,83,537,831,441,26,53,23,43.4,25,47.2,986,5534,2547,51,34,8,9,1088,116
Lucas Beltrán,Fiorentina,971,"FW,MF",74,31.2,973,19,63,429,488,125,36,13,36.1,18,50,607,2538,904,20,14,11,47,705,156
Arthur Melo,Fiorentina,2053,MF,23,30.3,2054,62,407,1278,399,11,22,11,50,5,22.7,1379,7961,3246,34,51,3,19,1516,31
Rolando Mandragora,Fiorentina,1431,MF,14,30.1,1431,33,203,832,400,46,13,6,46.2,5,38.5,856,3185,1492,15,20,2,8,963,63
Alfred Duncan,Fiorentina,1379,MF,19,26.9,1379,30,187,811,397,22,46,23,50,19,41.3,753,3482,1650,27,28,4,23,909,59
Jonathan Ikone,Fiorentina,879,FW,38,25.4,879,8,75,327,490,114,73,34,46.6,32,43.8,613,4695,2095,70,30,44,28,670,214
M'Bala Nzola,Fiorentina,645,FW,85,23.3,647,25,43,226,385,113,34,15,44.1,17,50,409,2104,548,24,16,11,48,504,166
Fabiano Parisi,Fiorentina,1399,DF,28,21.8,1399,62,397,654,374,30,51,28,54.9,13,25.5,839,5516,2861,60,52,13,19,824,76
Christian Kouamé,Fiorentina,984,FW,62,21.4,984,17,83,368,545,104,43,17,39.5,24,55.8,604,2697,900,25,24,8,37,737,181
Riccardo Sottil,Fiorentina,812,FW,46,19.1,812,3,50,236,541,90,68,29,42.6,25,36.8,622,5619,3006,111,59,38,30,677,210
Maxime Lopez,Fiorentina,1330,MF,10,17.6,1330,29,218,839,277,12,8,5,62.5,3,37.5,934,4687,2173,21,31,2,4,1030,19
Andrea Belotti,Fiorentina,458,FW,39,17.4,458,9,20,192,249,90,9,3,33.3,4,44.4,262,1201,415,14,10,6,24,346,106
Antonín Barák,Fiorentina,747,"MF,FW",30,15.4,747,6,48,345,360,74,21,8,38.1,12,57.1,508,2811,945,21,39,2,25,582,97
Dodô,Fiorentina,813,DF,18,12.2,813,34,200,401,227,18,28,18,64.3,7,25,509,3389,1707,37,24,7,4,502,62
Oliver Christensen,Fiorentina,341,GK,1,10.7,341,253,340,1,0,0,0,0,,0,,206,982,565,0,0,0,0,194,0
Josip Brekalo,Fiorentina,416,FW,13,9.8,416,2,46,182,196,22,21,8,38.1,12,57.1,279,1633,641,17,14,7,4,314,78
Davide Faraoni,Fiorentina,395,DF,6,5.5,395,17,88,200,107,5,5,1,20,4,80,223,1201,633,12,2,1,3,244,22
Gaetano Castrovilli,Fiorentina,160,"FW,MF",11,4.1,160,6,17,72,74,11,14,3,21.4,9,64.3,90,696,357,14,8,2,6,115,25
Gino Infantino,Fiorentina,79,MF,1,2.2,79,0,6,51,23,3,3,3,100,0,0,56,229,81,0,2,0,4,61,8
Yerry Mina,Fiorentina,87,"DF,MF",0,2.1,87,6,35,47,5,2,0,0,,0,,56,271,72,1,0,0,0,57,1
Niccolò Pierozzi,Fiorentina,109,DF,3,1.5,109,4,17,51,42,4,3,1,33.3,1,33.3,76,537,321,7,7,0,0,74,11
Pietro Comuzzo,Fiorentina,109,"DF,FW",1,1.5,109,3,37,62,10,0,0,0,,0,,57,281,126,1,1,0,0,56,4
Tommaso Martinelli,Fiorentina,,GK,,1,,,,,,,,,,,,,,,,,,,,
Lorenzo Amatucci,Fiorentina,26,MF,0,0.2,26,0,1,15,10,1,0,0,,0,,13,52,17,1,0,0,0,17,1
Álex Remiro,Real Sociedad,1626,GK,3,48.7,1626,1329,1610,16,0,0,1,0,0,0,0,963,4897,2390,0,0,0,0,871,0
Martín Zubimendi,Real Sociedad,2309,MF,32,41.5,2309,116,484,1493,349,46,25,17,68,7,28,1264,6904,3130,40,47,7,26,1522,35
Igor Zubeldia,Real Sociedad,2484,DF,15,41,2484,207,1127,1305,65,21,10,5,50,5,50,1564,9257,5619,32,3,0,4,1642,0
Robin Le Normand,Real Sociedad,2366,DF,19,40.2,2366,203,1069,1246,57,23,1,1,100,0,0,1492,8248,4439,23,16,0,7,1613,1
Mikel Merino,Real Sociedad,2177,MF,72,40,2177,111,394,1165,646,100,53,34,64.2,15,28.3,1134,4831,2046,32,48,7,53,1498,117
Brais Méndez,Real Sociedad,1893,MF,67,36.7,1894,46,202,1031,682,73,72,32,44.4,36,50,1116,4997,2328,54,51,16,36,1351,140
Mikel Oyarzabal,Real Sociedad,920,"FW,MF",70,33.9,922,14,101,434,398,100,39,12,30.8,24,61.5,509,2255,859,36,24,17,36,647,168
Hamari Traoré,Real Sociedad,2154,DF,27,33.7,2154,102,526,1195,449,23,35,22,62.9,10,28.6,1116,5136,2573,56,39,6,12,1199,101
Takefusa Kubo,Real Sociedad,1469,"FW,MF",82,32.5,1469,15,113,493,889,155,155,72,46.5,56,36.1,959,7943,4212,167,70,85,36,1049,298
Beñat Turrientes,Real Sociedad,997,MF,27,24.2,997,46,195,572,248,21,51,26,51,16,31.4,595,3318,1546,30,27,2,17,681,42
Ander Barrenetxea,Real Sociedad,1046,"FW,MF",69,22.7,1046,13,107,395,559,98,113,54,47.8,44,38.9,712,4738,2075,78,47,31,54,776,227
Arsen Zakharyan,Real Sociedad,837,"FW,MF",28,20.7,837,16,87,341,412,34,34,11,32.4,18,52.9,481,2212,1188,33,26,9,8,562,107
Jon Pacheco,Real Sociedad,1393,DF,8,20.5,1393,145,644,723,29,11,4,4,100,0,0,822,4183,2317,10,8,0,2,942,1
Aihen Muñoz,Real Sociedad,1237,DF,19,19.7,1237,67,338,632,272,9,28,13,46.4,13,46.4,605,3070,1415,34,34,1,11,671,39
Kieran Tierney,Real Sociedad,1103,DF,15,16.4,1103,46,308,577,225,11,17,7,41.2,8,47.1,546,2259,1204,23,22,3,3,623,42
Javi Galán,Real Sociedad,911,DF,18,15.9,911,21,213,428,283,13,49,21,42.9,20,40.8,487,3029,1762,50,23,5,12,519,73
Umar Sadiq,Real Sociedad,399,FW,59,15.2,399,9,19,163,227,65,56,35,62.5,20,35.7,253,1512,475,19,15,11,42,299,79
Aritz Elustondo,Real Sociedad,684,DF,4,13.7,684,53,273,355,63,17,6,4,66.7,2,33.3,359,1745,803,6,7,1,4,404,5
André Silva,Real Sociedad,282,FW,21,11.8,283,5,17,119,148,32,27,8,29.6,18,66.7,167,891,309,7,6,5,21,203,53
Sheraldo Becker,Real Sociedad,320,FW,15,10.9,320,0,15,93,217,44,8,4,50,3,37.5,194,1312,612,29,9,8,5,248,91
Álvaro Odriozola,Real Sociedad,360,"DF,FW",6,8,360,10,102,182,77,9,11,2,18.2,7,63.6,181,1061,483,18,9,3,4,213,17
Jon Aramburu,Real Sociedad,397,DF,6,7.4,397,22,94,216,92,3,7,2,28.6,4,57.1,173,730,348,6,10,0,6,209,25
Carlos Fernández,Real Sociedad,178,FW,16,6.3,179,7,21,92,68,17,10,3,30,7,70,83,395,109,5,3,0,14,110,17
Olasagasti,Real Sociedad,231,MF,7,6.1,231,8,42,111,81,16,10,7,70,3,30,114,470,224,9,4,5,6,136,12
Mohamed Ali Cho,Real Sociedad,159,"FW,MF",15,5.2,159,0,12,72,80,13,27,7,25.9,15,55.6,115,912,472,24,14,7,7,110,30
