Player Name,Club Name,Country,Position,Age,YellowCards,RedCards,2ndYellowCard,FoulsCommited,FoulsDrawn,Offsides,Crosses,Interceptions,TacklesWon,PenaltyKicksWon,PenaltyKicksConceeded,OwnGoals,BallsRecovered,AerialDuelWon,AerialDuelLost,AerialDuelWinningPercentage
Valentino Livramento,Newcastle Utd,ENG,"DF,FW",20,1,0,0,8,38,1,32,33,28,0,1,0,103,15,9,62.5
Nick Pope,Newcastle Utd,ENG,GK,31,3,0,0,0,4,0,0,0,0,0,0,0,18,3,1,75
Joelinton,Newcastle Utd,BRA,"MF,FW",26,9,0,0,45,30,0,7,28,38,0,0,0,110,22,32,40.7
Sven Botman,Newcastle Utd,NED,DF,23,2,0,0,10,4,1,0,9,16,0,1,1,74,35,19,64.8
Lewis Miley,Newcastle Utd,ENG,MF,17,1,0,0,8,9,2,17,13,27,0,0,0,84,11,12,47.8
Jacob Murphy,Newcastle Utd,ENG,FW,28,1,0,0,10,21,4,92,6,15,0,0,0,67,4,10,28.6
Callum Wilson,Newcastle Utd,ENG,FW,31,4,0,0,22,21,5,3,2,3,0,0,0,21,13,21,38.2
Elliot Anderson,Newcastle Utd,SCO,MF,20,3,0,0,24,20,1,19,10,20,0,0,0,63,19,12,61.3
Emil Krafth,Newcastle Utd,SWE,DF,28,2,0,0,10,8,0,19,12,17,0,0,0,44,13,15,46.4
Lewis Hall,Newcastle Utd,ENG,DF,18,3,0,0,7,7,0,24,15,21,0,0,0,57,11,13,45.8
Harvey Barnes,Newcastle Utd,ENG,FW,25,2,0,0,6,22,4,14,5,1,0,0,0,43,4,8,33.3
Joe Willock,Newcastle Utd,ENG,MF,23,1,0,0,5,6,3,8,3,11,0,0,0,33,1,1,50
Sandro Tonali,Newcastle Utd,ITA,MF,23,3,0,0,18,7,1,16,4,9,0,0,0,25,2,1,66.7
Matt Ritchie,Newcastle Utd,SCO,"FW,MF",33,1,0,0,4,2,0,11,1,4,0,0,0,5,0,3,0
Paul Dummett,Newcastle Utd,WAL,DF,31,0,0,0,2,1,0,0,2,0,0,1,0,0,1,0,100
Matt Targett,Newcastle Utd,ENG,DF,27,1,0,0,0,3,0,3,2,0,0,0,0,6,1,3,25
Loris Karius,Newcastle Utd,GER,GK,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben Parkinson,Newcastle Utd,ENG,FW,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
Joe White,Newcastle Utd,ENG,MF,20,1,0,0,2,0,0,0,0,1,0,0,0,2,0,2,0
Alex Murphy,Newcastle Utd,IRL,"DF,FW",19,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,
Michael Ndiweni,Newcastle Utd,ENG,MF,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Amadou Diallo,Newcastle Utd,ENG,MF,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pietro Terracciano,Fiorentina,ITA,GK,33,3,0,0,2,3,0,0,1,1,0,2,0,55,3,0,100
Nikola Milenković,Fiorentina,SRB,DF,25,8,1,0,54,35,1,2,40,34,0,1,0,145,157,45,77.7
Cristiano Biraghi,Fiorentina,ITA,DF,30,13,0,0,63,19,2,349,23,41,0,1,0,134,13,23,36.1
Luca Ranieri,Fiorentina,ITA,DF,24,15,0,0,46,18,1,19,43,16,0,0,0,159,60,56,51.7
Lucas Martínez Quarta,Fiorentina,ARG,DF,27,12,0,0,62,14,1,10,45,68,0,0,0,180,90,90,50
Giacomo Bonaventura,Fiorentina,ITA,MF,33,7,0,0,28,59,5,73,24,18,0,0,0,148,19,29,39.6
Nicolás González,Fiorentina,ARG,FW,25,4,0,0,29,72,3,63,20,29,0,0,0,130,95,77,55.2
Michael Kayode,Fiorentina,ITA,DF,19,3,0,0,21,26,3,95,27,42,1,0,0,127,20,21,48.8
Lucas Beltrán,Fiorentina,ARG,"FW,MF",22,6,0,0,42,55,4,12,6,22,1,0,0,81,32,83,27.8
Arthur Melo,Fiorentina,BRA,MF,26,2,0,0,23,60,0,34,23,42,1,0,0,164,8,14,36.4
Rolando Mandragora,Fiorentina,ITA,MF,26,9,0,0,38,34,0,72,17,17,0,0,0,95,41,47,46.6
Alfred Duncan,Fiorentina,GHA,MF,30,2,0,0,31,18,4,76,15,24,0,0,0,132,33,36,47.8
Jonathan Ikone,Fiorentina,FRA,FW,25,6,0,0,23,21,7,14,5,13,1,0,0,77,18,28,39.1
M'Bala Nzola,Fiorentina,ANG,FW,26,4,0,0,46,10,27,7,2,11,3,0,0,54,63,92,40.6
Fabiano Parisi,Fiorentina,ITA,DF,22,5,0,0,17,52,0,63,18,22,0,3,0,151,28,26,51.9
Christian Kouamé,Fiorentina,CIV,FW,25,3,0,0,29,37,5,32,7,12,0,0,0,99,97,58,62.6
Riccardo Sottil,Fiorentina,ITA,FW,24,1,0,0,10,51,7,79,4,10,0,0,0,60,10,6,62.5
Maxime Lopez,Fiorentina,FRA,MF,25,1,0,0,19,8,0,53,10,19,0,0,0,74,5,8,38.5
Andrea Belotti,Fiorentina,ITA,FW,29,1,0,0,24,39,10,11,3,4,2,0,0,26,59,62,48.8
Antonín Barák,Fiorentina,CZE,"MF,FW",28,2,0,0,12,10,3,6,3,8,0,0,0,58,20,36,35.7
Dodô,Fiorentina,BRA,DF,24,2,0,0,10,18,0,54,15,10,0,0,0,76,8,4,66.7
Oliver Christensen,Fiorentina,DEN,GK,24,0,0,0,2,2,0,0,0,0,0,2,0,10,1,1,50
Josip Brekalo,Fiorentina,CRO,FW,25,0,0,0,18,13,1,34,1,6,0,0,0,36,4,4,50
Davide Faraoni,Fiorentina,ITA,DF,31,0,0,0,5,9,0,25,5,4,0,1,0,13,5,7,41.7
Gaetano Castrovilli,Fiorentina,ITA,"FW,MF",26,0,0,0,4,5,1,9,2,2,0,0,0,17,3,2,60
Gino Infantino,Fiorentina,ARG,MF,20,2,0,0,7,3,0,0,3,1,0,0,0,7,1,5,16.7
Yerry Mina,Fiorentina,COL,"DF,MF",28,2,0,0,6,3,0,0,2,4,0,0,0,9,6,3,66.7
Niccolò Pierozzi,Fiorentina,ITA,DF,21,0,0,0,1,5,0,5,2,0,0,0,0,6,3,1,75
Pietro Comuzzo,Fiorentina,ITA,"DF,FW",18,1,0,0,1,0,0,1,2,2,0,0,0,12,12,4,75
Tommaso Martinelli,Fiorentina,ITA,GK,17,0,0,0,0,0,0,0,0,0,,,0,,,,
Lorenzo Amatucci,Fiorentina,ITA,MF,19,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50
Álex Remiro,Real Sociedad,ESP,GK,28,3,1,0,1,5,0,0,0,0,0,0,0,67,7,0,100
Martín Zubimendi,Real Sociedad,ESP,MF,24,5,0,0,45,28,1,9,45,38,0,0,0,222,58,31,65.2
Igor Zubeldia,Real Sociedad,ESP,DF,26,15,1,0,69,12,0,3,40,43,0,1,0,198,105,94,52.8
Robin Le Normand,Real Sociedad,ESP,DF,26,17,0,0,52,41,1,2,45,32,0,1,1,128,127,75,62.9
Mikel Merino,Real Sociedad,ESP,MF,27,14,0,0,100,80,6,28,25,59,0,1,0,252,207,138,60
Brais Méndez,Real Sociedad,ESP,MF,26,8,0,0,76,81,4,136,17,41,1,0,0,151,31,39,44.3
Mikel Oyarzabal,Real Sociedad,ESP,"FW,MF",26,3,0,0,29,28,25,17,7,24,1,0,0,97,32,60,34.8
Hamari Traoré,Real Sociedad,MLI,DF,31,9,0,0,42,21,1,63,37,23,0,1,0,176,40,41,49.4
Takefusa Kubo,Real Sociedad,JPN,"FW,MF",22,3,0,0,29,66,10,205,14,21,0,0,0,120,12,21,36.4
Beñat Turrientes,Real Sociedad,ESP,MF,21,4,0,0,44,44,0,32,9,24,0,0,0,96,20,35,36.4
Ander Barrenetxea,Real Sociedad,ESP,"FW,MF",21,2,0,0,39,29,6,68,9,27,0,0,0,105,17,28,37.8
Arsen Zakharyan,Real Sociedad,RUS,"FW,MF",20,2,0,0,28,13,3,110,7,25,0,0,0,67,12,21,36.4
Jon Pacheco,Real Sociedad,ESP,DF,22,10,0,0,31,3,1,2,10,17,0,0,0,55,59,39,60.2
Aihen Muñoz,Real Sociedad,ESP,DF,25,3,0,0,26,14,1,45,14,31,0,0,0,87,31,23,57.4
Kieran Tierney,Real Sociedad,SCO,DF,26,1,0,0,9,9,1,29,13,31,0,0,0,56,17,22,43.6
Javi Galán,Real Sociedad,ESP,DF,28,3,0,0,26,28,3,54,23,28,0,1,0,72,7,7,50
Umar Sadiq,Real Sociedad,NGA,FW,26,4,0,0,48,22,32,12,1,12,0,0,0,36,29,58,33.3
Aritz Elustondo,Real Sociedad,ESP,DF,29,5,0,0,14,12,1,2,10,15,0,0,0,50,33,14,70.2
André Silva,Real Sociedad,POR,FW,27,2,0,0,22,12,5,1,1,3,0,0,0,27,14,21,40
Sheraldo Becker,Real Sociedad,SUR,FW,28,1,0,0,15,9,9,59,1,2,0,0,0,27,5,12,29.4
Álvaro Odriozola,Real Sociedad,ESP,"DF,FW",27,0,0,0,10,8,2,21,10,14,0,1,0,22,1,8,11.1
Jon Aramburu,Real Sociedad,VEN,DF,21,3,0,0,11,7,0,8,7,17,0,0,0,24,7,7,50
Carlos Fernández,Real Sociedad,ESP,FW,27,5,0,0,25,5,4,2,2,8,0,1,0,20,21,24,46.7
Olasagasti,Real Sociedad,ESP,MF,22,3,0,0,9,11,1,5,4,14,0,0,0,37,6,11,35.3
Mohamed Ali Cho,Real Sociedad,FRA,"FW,MF",19,0,0,0,8,10,3,20,1,3,0,0,0,26,4,8,33.3
Unai Marrero,Real Sociedad,ESP,GK,21,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
Urko González,Real Sociedad,ESP,DF,22,1,0,0,4,3,0,2,3,3,0,0,0,13,5,4,55.6
Jon Magunacelaya,Real Sociedad,ESP,MF,23,2,0,0,10,5,1,5,0,4,0,0,0,7,1,4,20
Alberto Dadie,Real Sociedad,ESP,FW,21,0,0,0,4,1,0,4,0,3,0,0,0,2,0,0,
Alex Sola,Real Sociedad,ESP,"DF,MF",24,0,0,0,2,2,0,0,1,0,0,0,0,2,2,0,100
Jon Martin,Real Sociedad,ESP,DF,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
André Onana,Manchester Utd,CMR,GK,27,6,0,0,1,5,0,0,1,0,0,1,0,50,14,2,87.5
Diogo Dalot,Manchester Utd,POR,DF,24,7,1,1,57,17,3,106,52,69,0,1,0,234,39,29,57.4
Bruno Fernandes,Manchester Utd,POR,"MF,FW",28,12,0,0,56,41,14,292,39,50,0,0,0,235,25,33,43.1
Alejandro Garnacho,Manchester Utd,ARG,"FW,MF",19,4,0,0,27,74,20,89,26,23,2,0,0,125,6,28,17.6
Rasmus Højlund,Manchester Utd,DEN,FW,20,2,0,0,30,42,18,10,2,10,0,1,0,68,34,73,31.8
Marcus Rashford,Manchester Utd,ENG,FW,25,2,1,0,17,25,17,48,5,16,1,0,0,92,18,28,39.1
Scott McTominay,Manchester Utd,SCO,MF,26,4,0,0,40,33,7,6,16,30,0,2,0,105,43,47,47.8
Casemiro,Manchester Utd,BRA,MF,31,11,1,1,41,12,6,16,27,67,0,2,0,151,42,23,64.6
Aaron Wan-Bissaka,Manchester Utd,ENG,DF,25,5,0,0,21,13,0,18,60,38,0,1,0,108,22,20,52.4
Kobbie Mainoo,Manchester Utd,ENG,MF,18,4,0,0,21,25,0,7,26,37,0,0,0,99,19,26,42.2
Harry Maguire,Manchester Utd,ENG,DF,30,5,0,0,31,11,6,4,32,21,1,1,0,91,85,21,80.2
Raphaël Varane,Manchester Utd,FRA,DF,30,2,0,0,10,4,3,1,24,15,0,0,0,86,32,8,80
Victor Lindelöf,Manchester Utd,SWE,DF,29,3,0,0,17,6,3,1,15,11,0,0,0,84,28,26,51.9
Antony,Manchester Utd,BRA,FW,23,6,0,0,25,44,2,26,19,30,1,1,0,104,3,23,11.5
Jonny Evans,Manchester Utd,NIR,DF,35,2,0,0,17,14,0,1,25,17,0,0,0,73,38,18,67.9
Sofyan Amrabat,Manchester Utd,MAR,"MF,DF",26,9,0,0,34,19,0,11,11,24,0,0,0,81,7,8,46.7
Christian Eriksen,Manchester Utd,DEN,MF,31,1,0,0,9,3,1,58,7,13,0,1,0,101,2,9,18.2
Luke Shaw,Manchester Utd,ENG,DF,28,7,0,0,21,4,0,39,10,12,0,0,0,68,13,10,56.5
Lisandro Martínez,Manchester Utd,ARG,DF,25,4,0,0,8,4,0,2,8,9,0,0,1,38,4,6,40
Mason Mount,Manchester Utd,ENG,"MF,FW",24,2,0,0,16,10,0,21,7,17,0,0,0,44,6,12,33.3
Sergio Reguilón,Manchester Utd,ESP,DF,26,4,0,0,8,15,3,40,11,8,0,0,0,25,9,11,45
Anthony Martial,Manchester Utd,FRA,"FW,DF",27,0,0,0,6,6,6,0,1,1,1,0,0,11,8,20,28.6
Amad Diallo,Manchester Utd,CIV,"FW,MF",21,3,1,1,9,4,0,1,1,6,0,0,0,14,4,6,40
Facundo Pellistri,Manchester Utd,URU,FW,21,0,0,0,8,10,1,7,3,8,0,0,0,14,7,4,63.6
Willy Kambwala,Manchester Utd,FRA,DF,18,1,0,0,4,2,0,0,4,3,0,0,0,12,6,2,75
Hannibal Mejbri,Manchester Utd,TUN,"MF,FW",20,3,0,0,12,12,1,3,2,7,0,0,0,11,3,4,42.9
Omari Forson,Manchester Utd,ENG,MF,19,0,0,0,2,1,0,0,0,2,0,0,0,2,0,2,0
Altay Bayındır,Manchester Utd,TUR,GK,25,0,0,0,0,0,0,0,0,0,,,0,,,,
Jadon Sancho,Manchester Utd,ENG,"FW,MF",23,0,0,0,0,2,1,1,1,0,0,0,0,10,0,3,0
Daniel Gore,Manchester Utd,ENG,MF,18,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,
Donny van de Beek,Manchester Utd,NED,DF,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
Ethan Wheatley,Manchester Utd,ENG,FW,17,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,
Maxence Caqueret,Lyon,FRA,MF,23,2,0,0,43,38,1,90,55,76,0,1,0,236,9,12,42.9
Anthony Lopes,Lyon,POR,GK,32,0,0,0,1,6,0,0,0,0,0,1,0,33,5,0,100
Jake O'Brien,Lyon,IRL,DF,22,4,1,0,19,14,0,1,14,17,0,0,0,126,44,25,63.8
Alexandre Lacazette,Lyon,FRA,FW,32,4,1,0,53,46,16,15,9,14,1,0,0,60,27,40,40.3
Nicolás Tagliafico,Lyon,ARG,DF,30,10,1,1,51,37,0,48,36,44,1,0,0,76,20,15,57.1
Clinton Mata,Lyon,ANG,DF,30,7,0,0,34,41,1,55,43,29,0,0,0,145,27,27,50
Duje Ćaleta-Car,Lyon,CRO,DF,26,5,1,0,20,7,2,0,21,14,0,0,0,86,57,15,79.2
Corentin Tolisso,Lyon,FRA,MF,28,5,0,0,28,31,1,41,13,24,0,1,0,117,37,22,62.7
Rayan Cherki,Lyon,FRA,"MF,FW",19,0,0,0,13,35,2,98,7,17,0,0,0,98,1,8,11.1
Ernest Nuamah,Lyon,GHA,"FW,MF",19,4,0,0,52,37,16,88,9,19,0,1,0,86,10,25,28.6
Ainsley Maitland-Niles,Lyon,ENG,"DF,MF",25,1,1,0,9,13,2,28,21,23,0,0,0,93,18,21,46.2
Nemanja Matić,Lyon,SRB,MF,34,2,0,0,10,10,0,6,18,14,0,0,1,103,20,10,66.7
Saïd Benrahma,Lyon,ALG,"FW,MF",27,2,0,0,4,10,9,86,4,13,0,0,0,41,1,15,6.3
Sael Kumbedi,Lyon,FRA,DF,18,3,0,0,28,13,2,32,14,20,0,0,0,60,4,9,30.8
Sinaly Diomande,Lyon,CIV,DF,22,2,0,0,12,8,0,1,15,4,0,0,0,73,16,13,55.2
Dejan Lovren,Lyon,CRO,DF,34,2,1,0,13,3,0,3,13,7,0,0,0,33,24,10,70.6
Malick Fofana,Lyon,BEL,FW,18,0,0,0,5,16,1,24,6,6,1,0,0,18,0,7,0
Henrique,Lyon,BRA,DF,29,2,0,0,8,14,2,18,10,7,0,0,0,24,5,5,50
Gift Orban,Lyon,NGA,FW,21,2,0,0,10,11,4,4,1,3,0,0,0,14,3,15,16.7
Orel Mangala,Lyon,BEL,MF,25,0,0,0,14,9,0,4,8,8,0,1,0,9,5,8,38.5
Mama Samba Baldé,Lyon,GNB,"FW,MF",27,1,0,0,8,10,4,5,4,5,0,0,0,26,10,17,37
Skelly Alvero,Lyon,FRA,MF,21,2,0,0,12,3,0,2,2,7,0,1,0,20,9,7,56.3
Lucas Perri,Lyon,BRA,GK,25,0,0,0,0,1,0,0,0,0,,,0,,,,
Diego Moreira,Lyon,POR,"FW,MF",18,1,0,0,4,4,1,10,4,1,0,0,0,17,5,8,38.5
Mahamadou Diawara,Lyon,FRA,MF,18,2,0,0,10,7,0,2,4,7,0,0,0,18,3,4,42.9
Paul Akouokou,Lyon,CIV,MF,25,1,0,0,9,3,0,0,6,9,0,0,0,25,8,5,61.5
Jeffinho,Lyon,BRA,"FW,MF",23,0,0,0,4,5,1,2,0,4,1,0,0,15,4,3,57.1
Tino Kadewere,Lyon,ZIM,"FW,MF",27,0,0,0,6,2,2,2,5,1,0,0,0,23,10,11,47.6
Rémy Riou,Lyon,FRA,GK,35,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,66.7
Bradley Barcola,Lyon,FRA,FW,20,1,0,0,4,2,2,0,2,2,0,0,0,11,9,2,81.8
Johann Lepenant,Lyon,FRA,MF,20,1,0,0,6,3,0,2,4,3,0,0,0,22,1,2,33.3
Amin Sarr,Lyon,SWE,"FW,MF",22,0,0,0,2,2,0,1,0,0,0,0,0,2,2,3,40
Adryelson,Lyon,BRA,"DF,FW",25,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,
Mamadou Sarr,Lyon,FRA,DF,17,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
Chaim El Djebali,Lyon,TUN,MF,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Mohamed El Arouch,Lyon,FRA,FW,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Brice Samba,Lens,FRA,GK,29,6,0,0,2,5,0,0,0,1,0,1,1,49,4,0,100
Facundo Medina,Lens,ARG,DF,24,15,0,0,60,28,2,25,32,49,1,1,0,269,43,35,55.1
Kevin Danso,Lens,AUT,DF,24,9,0,0,27,66,4,4,34,17,0,0,0,267,74,40,64.9
Florian Sotoca,Lens,FRA,MF,32,7,1,0,37,50,16,118,26,36,0,0,0,123,120,51,70.2
Przemysław Frankowski,Lens,POL,DF,28,6,0,0,44,14,1,164,33,58,0,0,0,137,20,27,42.6
Jonathan Gradit,Lens,FRA,DF,30,11,1,0,40,38,0,18,47,32,0,1,0,153,83,64,56.5
Elye Wahi,Lens,FRA,FW,20,11,1,1,22,24,40,16,4,7,1,0,0,44,13,39,25
Ruben Aguilar,Lens,FRA,DF,30,3,0,0,25,25,5,82,31,39,0,1,0,117,26,28,48.1
Salis Abdul Samed,Lens,GHA,MF,23,4,0,0,49,25,0,4,20,20,0,3,0,122,6,13,31.6
Neil El Aynaoui,Lens,FRA,MF,22,2,0,0,26,45,1,8,35,23,1,0,0,111,21,19,52.5
David Pereira da Costa,Lens,POR,"MF,FW",22,3,0,0,13,26,0,88,20,12,1,0,0,84,7,10,41.2
Angelo Fulgini,Lens,FRA,MF,26,4,0,0,15,34,1,138,9,18,0,0,0,98,34,34,50
Andy Diouf,Lens,FRA,MF,20,2,0,0,17,16,0,54,5,24,0,0,0,105,10,15,40
Deiver Machado,Lens,COL,DF,29,5,0,0,34,42,3,37,9,25,0,0,0,77,17,16,51.5
Adrien Thomasson,Lens,FRA,MF,29,3,1,0,17,17,5,57,9,15,1,0,0,101,16,31,34
Nampalys Mendy,Lens,SEN,MF,31,4,0,0,21,33,0,12,21,22,0,0,0,112,10,7,58.8
Wesley Saïd,Lens,FRA,"FW,MF",28,4,0,0,37,16,10,17,4,4,1,0,0,34,9,23,28.1
Massadio Haïdara,Lens,MLI,DF,30,3,0,0,15,15,2,27,16,10,0,1,0,45,19,10,65.5
Abdukodir Khusanov,Lens,UZB,DF,19,6,0,0,12,7,0,2,16,14,0,2,0,47,10,12,45.5
Morgan Guilavogui,Lens,GUI,"FW,MF",25,3,1,1,20,8,7,8,4,10,0,0,0,27,18,16,52.9
Jhoanner Chávez,Lens,ECU,DF,21,1,0,0,10,5,3,15,7,5,0,0,0,27,7,8,46.7
Faitout Maouassa,Lens,FRA,"DF,MF",25,1,0,0,3,2,0,7,0,2,0,0,0,1,2,1,66.7
Stijn Spierings,Lens,NED,MF,27,2,0,0,5,2,0,1,2,0,0,0,0,5,0,0,
Ayanda Sishuba,Lens,BEL,MF,18,0,0,0,3,6,0,0,0,1,0,0,0,3,0,0,
Jean-Louis Leca,Lens,FRA,GK,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Julien Le Cardinal,Lens,FRA,DF,25,0,0,0,2,1,0,4,0,2,0,0,0,6,1,0,100
Oscar Cortés,Lens,COL,"FW,MF",19,0,0,0,0,1,1,2,0,0,0,0,0,2,1,2,33.3
Germán Pezzella,Betis,ARG,DF,32,10,0,0,31,19,6,2,41,31,0,0,0,185,100,50,66.7
Rui Silva,Betis,POR,GK,29,4,0,0,2,8,0,0,1,0,0,2,1,57,10,5,66.7
Isco,Betis,ESP,MF,31,11,0,0,36,97,6,178,12,31,1,0,0,151,18,40,31
Marc Roca,Betis,ESP,MF,26,7,0,0,52,30,1,35,28,45,0,0,0,186,15,24,38.5
Ayoze Pérez,Betis,ESP,FW,30,5,0,0,43,52,12,21,23,37,0,0,0,131,21,35,37.5
Chadi Riad,Betis,MAR,DF,20,1,0,0,19,9,2,0,27,25,0,2,0,124,51,43,54.3
Willian José,Betis,BRA,FW,31,1,1,0,15,22,10,8,3,4,0,0,0,47,35,41,46.1
Juan Miranda,Betis,ESP,DF,23,9,0,0,26,38,3,83,24,29,0,1,0,92,28,30,48.3
Guido Rodríguez,Betis,ARG,MF,29,9,0,0,28,42,5,9,37,35,0,1,0,191,23,18,56.1
Héctor Bellerín,Betis,ESP,DF,28,0,1,0,28,10,1,48,27,24,0,0,1,98,17,35,32.7
Abner,Betis,BRA,DF,23,4,0,0,22,4,2,36,22,23,0,1,0,99,15,11,57.7
Aitor Ruibal,Betis,ESP,"DF,FW",27,8,0,0,22,20,1,46,22,35,0,1,0,111,5,21,19.2
Abde Ezzalzouli,Betis,MAR,FW,21,1,0,0,17,31,4,66,6,20,0,0,0,71,28,25,52.8
Johnny Cardoso,Betis,USA,MF,21,3,0,0,28,20,1,3,35,34,1,0,0,101,42,33,56
Assane Diao,Betis,ESP,FW,17,6,0,0,22,32,2,15,9,15,0,0,0,66,18,28,39.1
Rodri,Betis,ESP,"FW,MF",23,0,0,0,9,36,4,46,8,13,0,0,0,62,0,10,0
Nabil Fekir,Betis,FRA,"MF,FW",30,1,0,0,24,40,8,78,7,10,0,0,0,49,10,16,38.5
William Carvalho,Betis,POR,MF,31,3,0,0,21,11,0,8,16,22,0,0,0,85,10,6,62.5
Sokratis Papastathopoulos,Betis,GRE,DF,35,6,0,0,15,6,0,0,7,15,0,0,1,51,25,18,58.1
Pablo Fornals,Betis,ESP,"FW,MF",27,2,0,0,13,14,4,51,22,16,0,0,0,72,11,9,55
Youssouf Sabaly,Betis,SEN,DF,30,2,0,0,9,6,0,27,11,11,0,0,0,63,10,13,43.5
Luiz Henrique,Betis,BRA,FW,22,2,0,0,9,20,0,45,11,17,0,0,0,43,19,17,52.8
Borja Iglesias,Betis,ESP,FW,30,2,0,0,11,7,11,3,4,1,0,1,0,13,13,21,38.2
Andrés Guardado,Betis,MEX,MF,36,3,0,0,15,9,0,24,16,16,0,0,0,54,8,7,53.3
Claudio Bravo,Betis,CHI,GK,40,1,0,0,0,2,0,0,0,0,0,0,0,18,3,0,100
Sergi Altimira,Betis,ESP,MF,21,1,0,0,11,12,0,1,13,14,0,0,0,41,2,4,33.3
Luiz Felipe,Betis,ITA,DF,26,1,0,0,2,1,0,0,4,3,0,0,0,23,2,6,25
Marc Bartra,Betis,ESP,DF,32,2,0,0,6,4,0,0,5,5,0,0,0,20,7,9,43.8
Fran Vieites,Betis,ESP,GK,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100
Ezequiel Ávila,Betis,ARG,FW,29,4,1,1,3,12,0,12,1,1,0,0,0,9,4,5,44.4
Cédric Bakambu,Betis,COD,FW,32,1,0,0,5,3,3,0,0,0,0,0,0,4,5,7,41.7
Ricardo Visus,Betis,ESP,DF,22,0,0,0,3,1,0,0,3,2,0,0,0,3,2,5,28.6
Juan Cruz,Betis,ESP,FW,23,0,0,0,6,2,0,4,0,1,0,0,0,4,1,0,100
Nobel Mendy,Betis,FRA,DF,18,1,0,0,2,0,0,0,1,0,,,0,,,,
Pablo Busto,Betis,ESP,DF,17,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,
Paul Akouokou,Betis,CIV,MF,25,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,
Xavi Pleguezuelo,Betis,ESP,DF,20,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,
Enrique,Betis,ESP,MF,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Ginés Sorroche,Betis,ESP,MF,19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Pau López,Marseille,ESP,GK,28,2,0,0,0,16,0,0,0,0,0,0,0,50,4,0,100
Pierre-Emerick Aubameyang,Marseille,GAB,FW,34,4,0,0,15,32,28,61,12,17,0,0,0,96,34,55,38.2
Leonardo Balerdi,Marseille,ARG,DF,24,10,1,1,52,37,2,3,80,79,1,0,0,233,78,48,61.9
Jordan Veretout,Marseille,FRA,MF,30,4,0,0,34,26,1,165,20,34,0,0,0,186,22,34,39.3
Chancel Mbemba,Marseille,COD,DF,28,3,0,0,31,15,2,19,29,32,0,0,1,145,51,38,57.3
Jonathan Clauss,Marseille,FRA,DF,30,4,1,0,25,19,3,244,53,42,0,2,0,170,17,21,44.7
Amine Harit,Marseille,MAR,"MF,FW",26,6,0,0,35,83,3,56,18,25,0,0,0,184,13,23,36.1
Geoffrey Kondogbia,Marseille,CTA,MF,30,4,0,0,41,49,3,4,61,55,0,0,0,192,24,17,58.5
Samuel Gigot,Marseille,FRA,DF,29,10,1,0,31,30,1,6,43,30,0,1,0,104,63,20,75.9
Iliman Ndiaye,Marseille,SEN,"FW,MF",23,0,1,0,27,35,5,23,7,24,2,1,0,143,9,22,29
Ismaila Sarr,Marseille,SEN,"FW,MF",25,5,0,0,21,57,13,44,14,11,3,0,0,80,31,39,44.3
Azzedine Ounahi,Marseille,MAR,MF,23,5,0,0,18,42,1,37,16,14,0,0,0,109,8,16,33.3
Renan Lodi,Marseille,BRA,DF,25,7,0,0,32,27,2,84,25,20,1,0,0,85,8,14,36.4
Michael Amir Murillo,Marseille,PAN,DF,27,3,0,0,15,12,7,22,16,17,0,0,0,77,21,14,60
Vitinha,Marseille,POR,FW,23,3,0,0,24,33,11,26,6,10,1,0,0,39,18,32,36
Luis Henrique,Marseille,BRA,"FW,DF",21,0,0,0,1,4,8,41,14,12,0,0,0,77,1,1,50
Quentin Merlin,Marseille,FRA,DF,21,3,0,0,13,20,0,66,9,23,0,0,0,63,5,15,25
Bamo Meïté,Marseille,CIV,DF,21,2,0,0,20,10,0,7,19,13,0,1,0,46,28,12,70
Valentin Rongier,Marseille,FRA,MF,28,2,0,0,17,8,0,3,18,13,0,0,0,69,14,8,63.6
Ulisses Garcia,Marseille,SUI,DF,27,1,0,0,17,11,0,50,8,16,0,0,0,45,17,10,63
