Player Name,Club Name,Country,Position,DefensiveErrors,TacklesAttempted,TackleWon,TacklesinDef3rd,TacklesinMid3rd,TacklesinAtt3rd,DribblesStopped,PassesBlocked,DribblesWinningPerc,DribblesNotStopped,TotalBlocks,ShotsBlocked,PassesBlocked,Tackles+Interception,Clearances
Sergio Reguilón,Manchester Utd,ESP,DF,0,15,8,8,2,5,8,13,36.4,14,13,0,11,23,9
Anthony Martial,Manchester Utd,FRA,"FW,DF",0,4,1,1,1,2,1,4,100,0,4,0,1,5,4
Amad Diallo,Manchester Utd,CIV,"FW,MF",0,10,6,1,6,3,3,2,42.9,4,3,1,1,11,6
Facundo Pellistri,Manchester Utd,URU,FW,0,8,8,5,2,1,1,6,20,4,7,1,3,10,5
Willy Kambwala,Manchester Utd,FRA,DF,1,3,3,1,2,0,1,3,33.3,2,6,3,4,7,14
Hannibal Mejbri,Manchester Utd,TUN,"MF,FW",0,5,7,2,3,0,2,0,40,3,1,1,2,5,0
Omari Forson,Manchester Utd,ENG,MF,0,2,2,0,2,0,1,0,100,0,0,0,0,2,0
Altay Bayındır,Manchester Utd,TUR,GK,,,0,,,,,,,,,,0,0,
Jadon Sancho,Manchester Utd,ENG,"FW,MF",0,1,0,1,0,0,1,1,33.3,2,1,0,1,2,0
Daniel Gore,Manchester Utd,ENG,MF,0,1,1,0,1,0,1,0,100,0,0,0,2,2,0
Donny van de Beek,Manchester Utd,NED,DF,0,0,0,0,0,0,0,1,,0,1,0,0,0,0
Ethan Wheatley,Manchester Utd,ENG,FW,0,1,1,0,1,0,1,2,100,0,2,0,2,3,0
Maxence Caqueret,Lyon,FRA,MF,2,91,76,39,37,15,38,31,35.5,69,40,9,55,139,26
Anthony Lopes,Lyon,POR,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,16
Jake O'Brien,Lyon,IRL,DF,1,22,17,16,5,1,14,5,70,6,23,18,14,34,98
Alexandre Lacazette,Lyon,FRA,FW,0,19,14,8,9,2,5,19,29.4,12,22,3,9,27,9
Nicolás Tagliafico,Lyon,ARG,DF,0,54,44,23,22,9,22,17,44.9,27,25,8,36,82,43
Clinton Mata,Lyon,ANG,DF,0,43,29,29,8,6,23,19,57.5,17,35,16,43,83,61
Duje Ćaleta-Car,Lyon,CRO,DF,1,26,14,19,6,1,18,13,81.8,4,27,14,21,44,94
Corentin Tolisso,Lyon,FRA,MF,0,33,24,13,11,9,14,17,42.4,19,26,9,13,43,18
Rayan Cherki,Lyon,FRA,"MF,FW",0,28,17,4,16,8,17,10,37,29,13,3,7,35,1
Ernest Nuamah,Lyon,GHA,"FW,MF",0,28,19,18,6,4,12,14,31.6,26,15,1,9,36,9
Ainsley Maitland-Niles,Lyon,ENG,"DF,MF",1,34,23,12,14,8,19,10,51.4,18,16,6,21,51,29
Nemanja Matić,Lyon,SRB,MF,1,17,14,8,7,2,9,11,47.4,10,17,6,18,33,17
Saïd Benrahma,Lyon,ALG,"FW,MF",0,9,13,1,6,2,5,7,71.4,2,7,0,4,10,3
Sael Kumbedi,Lyon,FRA,DF,2,30,20,14,12,4,9,9,40.9,13,12,3,14,44,18
Sinaly Diomande,Lyon,CIV,DF,1,10,4,5,3,2,9,3,56.3,7,12,9,15,25,26
Dejan Lovren,Lyon,CRO,DF,0,9,7,6,3,0,3,1,42.9,4,6,5,13,21,37
Malick Fofana,Lyon,BEL,FW,0,5,6,3,1,1,4,3,44.4,5,3,0,6,10,9
Henrique,Lyon,BRA,DF,0,10,7,6,4,0,6,6,54.5,5,8,2,10,20,3
Gift Orban,Lyon,NGA,FW,1,4,3,0,1,3,1,2,25,3,2,0,1,5,2
Orel Mangala,Lyon,BEL,MF,0,5,8,0,2,3,1,1,33.3,2,3,2,8,10,6
Mama Samba Baldé,Lyon,GNB,"FW,MF",1,8,5,1,2,5,3,0,33.3,6,0,0,4,11,1
Skelly Alvero,Lyon,FRA,MF,0,8,7,5,2,1,2,4,22.2,7,5,1,2,10,5
Lucas Perri,Lyon,BRA,GK,,,0,,,,,,,,,,0,0,
Diego Moreira,Lyon,POR,"FW,MF",0,0,1,0,0,0,0,3,0,3,3,0,4,2,5
Mahamadou Diawara,Lyon,FRA,MF,0,9,7,4,5,0,3,3,27.3,8,4,1,4,13,4
Paul Akouokou,Lyon,CIV,MF,0,14,9,2,10,2,6,4,85.7,1,5,1,6,20,11
Jeffinho,Lyon,BRA,"FW,MF",0,11,4,3,5,3,4,1,36.4,7,1,0,0,11,0
Tino Kadewere,Lyon,ZIM,"FW,MF",0,1,1,0,1,0,1,2,20,4,3,1,5,6,7
Rémy Riou,Lyon,FRA,GK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bradley Barcola,Lyon,FRA,FW,0,5,2,0,2,3,1,4,14.3,6,4,0,2,7,0
Johann Lepenant,Lyon,FRA,MF,0,4,3,2,2,0,1,5,12.5,7,5,0,4,8,0
Amin Sarr,Lyon,SWE,"FW,MF",0,1,0,0,1,0,0,1,,0,1,0,0,1,1
Adryelson,Lyon,BRA,"DF,FW",0,0,0,0,0,0,0,0,,0,0,0,1,1,3
Mamadou Sarr,Lyon,FRA,DF,0,0,1,0,0,0,0,0,,0,0,0,0,0,0
Chaim El Djebali,Lyon,TUN,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Mohamed El Arouch,Lyon,FRA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Brice Samba,Lens,FRA,GK,4,1,1,1,0,0,1,1,50,1,1,0,0,1,11
Facundo Medina,Lens,ARG,DF,2,76,49,33,35,8,50,36,63.3,29,49,13,32,105,73
Kevin Danso,Lens,AUT,DF,2,29,17,16,12,1,18,16,51.4,17,53,37,34,57,143
Florian Sotoca,Lens,FRA,MF,0,49,36,16,28,5,27,45,50,27,50,5,26,74,45
Przemysław Frankowski,Lens,POL,DF,0,83,58,37,36,10,42,26,42.9,56,34,8,33,115,53
Jonathan Gradit,Lens,FRA,DF,0,51,32,25,22,4,29,17,59.2,20,41,24,47,98,90
Elye Wahi,Lens,FRA,FW,0,8,7,1,4,3,2,5,20,8,6,1,4,12,4
Ruben Aguilar,Lens,FRA,DF,0,60,39,32,25,3,31,35,62,19,41,6,31,87,52
Salis Abdul Samed,Lens,GHA,MF,0,34,20,13,17,4,13,16,48.1,14,18,2,20,54,27
Neil El Aynaoui,Lens,FRA,MF,1,47,23,16,26,5,25,17,47.2,28,25,8,35,81,31
David Pereira da Costa,Lens,POR,"MF,FW",1,20,12,5,13,2,12,19,46.2,14,23,4,20,40,9
Angelo Fulgini,Lens,FRA,MF,0,31,18,8,17,6,17,25,58.6,12,26,1,9,40,12
Andy Diouf,Lens,FRA,MF,1,30,24,14,11,5,16,12,61.5,10,15,3,5,34,7
Deiver Machado,Lens,COL,DF,0,34,25,15,15,4,20,16,76.9,6,18,2,9,43,18
Adrien Thomasson,Lens,FRA,MF,2,25,15,4,16,5,11,19,31.4,24,19,0,9,34,12
Nampalys Mendy,Lens,SEN,MF,1,37,22,14,15,8,20,7,71.4,8,11,4,21,58,21
Wesley Saïd,Lens,FRA,"FW,MF",0,9,4,1,3,5,3,4,27.3,8,4,0,4,13,3
Massadio Haïdara,Lens,MLI,DF,3,11,10,7,3,1,5,8,62.5,3,13,5,16,27,40
Abdukodir Khusanov,Lens,UZB,DF,3,25,14,17,8,0,11,6,55,9,16,10,16,41,38
Morgan Guilavogui,Lens,GUI,"FW,MF",0,21,10,4,12,5,5,11,41.7,7,15,4,4,25,9
Jhoanner Chávez,Lens,ECU,DF,0,6,5,2,2,2,3,3,30,7,3,0,7,13,12
Faitout Maouassa,Lens,FRA,"DF,MF",0,1,2,1,0,0,1,1,100,0,1,0,0,1,3
Stijn Spierings,Lens,NED,MF,0,1,0,0,1,0,1,1,100,0,2,1,2,3,1
Ayanda Sishuba,Lens,BEL,MF,0,3,1,0,2,1,1,1,50,1,1,0,0,3,0
Jean-Louis Leca,Lens,FRA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
Julien Le Cardinal,Lens,FRA,DF,0,6,2,4,2,0,4,1,44.4,5,2,1,0,6,0
Oscar Cortés,Lens,COL,"FW,MF",0,0,0,0,0,0,0,1,,0,1,0,0,0,0
Germán Pezzella,Betis,ARG,DF,0,44,31,30,13,1,28,17,62.2,17,40,23,41,83,170
Rui Silva,Betis,POR,GK,2,1,0,1,0,0,1,0,25,3,0,0,1,2,13
Isco,Betis,ESP,MF,0,45,31,15,24,6,17,20,38.6,27,21,1,12,57,7
Marc Roca,Betis,ESP,MF,1,63,45,23,33,7,38,25,56.7,29,37,12,28,90,36
Ayoze Pérez,Betis,ESP,FW,0,64,37,19,34,11,21,45,39.6,32,50,5,23,87,18
Chadi Riad,Betis,MAR,DF,0,37,25,19,18,0,18,10,64.3,10,25,15,27,60,114
Willian José,Betis,BRA,FW,0,8,4,1,3,4,2,6,40,3,8,2,3,11,16
Juan Miranda,Betis,ESP,DF,0,44,29,24,15,5,20,29,54.1,17,36,7,24,66,70
Guido Rodríguez,Betis,ARG,MF,0,62,35,26,28,8,38,28,52.8,34,36,8,37,99,51
Héctor Bellerín,Betis,ESP,DF,1,36,24,16,16,4,20,9,35.7,36,17,8,27,63,43
Abner,Betis,BRA,DF,0,34,23,20,13,1,23,22,51.1,22,27,5,22,53,67
Aitor Ruibal,Betis,ESP,"DF,FW",1,57,35,37,14,6,42,15,56,33,16,1,22,77,39
Abde Ezzalzouli,Betis,MAR,FW,0,26,20,10,9,7,7,18,33.3,14,18,0,6,32,6
Johnny Cardoso,Betis,USA,MF,0,55,34,21,29,5,23,19,65.7,12,24,5,35,90,33
Assane Diao,Betis,ESP,FW,0,25,15,7,10,8,9,24,39.1,14,28,4,9,34,11
Rodri,Betis,ESP,"FW,MF",0,20,13,6,8,6,8,12,36.4,14,12,0,8,28,2
Nabil Fekir,Betis,FRA,"MF,FW",0,15,10,5,7,3,5,10,38.5,8,10,0,7,22,4
William Carvalho,Betis,POR,MF,1,29,22,13,13,3,13,12,56.5,10,16,4,16,41,14
Sokratis Papastathopoulos,Betis,GRE,DF,0,21,15,16,5,0,13,6,76.5,4,15,9,7,27,60
Pablo Fornals,Betis,ESP,"FW,MF",2,24,16,8,11,5,12,14,54.5,10,14,0,22,46,10
Youssouf Sabaly,Betis,SEN,DF,0,16,11,12,3,1,8,3,66.7,4,6,3,11,27,27
Luiz Henrique,Betis,BRA,FW,0,25,17,11,12,2,15,13,68.2,7,14,1,11,31,9
Borja Iglesias,Betis,ESP,FW,0,1,1,0,1,0,0,3,0,4,3,0,4,4,3
Andrés Guardado,Betis,MEX,MF,0,21,16,5,13,3,9,5,39.1,14,7,2,16,31,6
Claudio Bravo,Betis,CHI,GK,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4
Sergi Altimira,Betis,ESP,MF,0,15,14,8,6,1,11,11,47.8,12,12,1,13,24,10
Luiz Felipe,Betis,ITA,DF,0,7,3,5,2,0,4,6,80,1,10,4,4,11,16
Marc Bartra,Betis,ESP,DF,0,8,5,7,1,0,6,2,85.7,1,5,3,5,13,15
Fran Vieites,Betis,ESP,GK,1,1,0,1,0,0,1,0,100,0,0,0,0,1,2
Ezequiel Ávila,Betis,ARG,FW,0,2,1,0,2,0,1,2,33.3,2,2,0,1,3,4
Cédric Bakambu,Betis,COD,FW,0,1,0,0,1,0,0,2,,0,2,0,0,1,0
Ricardo Visus,Betis,ESP,DF,1,2,2,1,1,0,2,0,100,0,2,2,3,4,9
Juan Cruz,Betis,ESP,FW,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Nobel Mendy,Betis,FRA,DF,,,0,,,,,,,,,,1,0,
Pablo Busto,Betis,ESP,DF,0,1,1,0,0,1,1,0,100,0,0,0,1,2,3
Paul Akouokou,Betis,CIV,MF,0,5,3,0,2,3,3,2,100,0,3,1,1,6,1
Xavi Pleguezuelo,Betis,ESP,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Enrique,Betis,ESP,MF,0,0,0,0,0,0,0,0,,0,0,0,1,1,0
Ginés Sorroche,Betis,ESP,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Pau López,Marseille,ESP,GK,1,0,0,0,0,0,0,1,0,3,1,0,0,0,13
Pierre-Emerick Aubameyang,Marseille,GAB,FW,0,26,17,5,12,9,8,37,26.7,22,44,7,12,38,34
Leonardo Balerdi,Marseille,ARG,DF,0,118,79,87,29,2,72,29,72.7,27,50,21,80,194,138
Jordan Veretout,Marseille,FRA,MF,0,52,34,25,16,11,24,23,49,25,29,6,20,72,33
Chancel Mbemba,Marseille,COD,DF,3,48,32,35,12,1,28,12,59.6,19,37,25,29,77,138
Jonathan Clauss,Marseille,FRA,DF,1,68,42,33,27,8,35,20,52.2,32,26,6,53,118,68
Amine Harit,Marseille,MAR,"MF,FW",0,40,25,12,22,6,18,36,36,32,40,4,18,58,6
Geoffrey Kondogbia,Marseille,CTA,MF,1,80,55,29,42,9,27,30,49.1,28,40,10,61,138,38
Samuel Gigot,Marseille,FRA,DF,1,46,30,21,19,6,18,15,72,7,37,22,43,83,114
Iliman Ndiaye,Marseille,SEN,"FW,MF",0,27,24,8,13,6,13,15,35.1,24,17,2,7,34,11
Ismaila Sarr,Marseille,SEN,"FW,MF",0,19,11,5,12,2,7,21,36.8,12,29,8,14,33,11
Azzedine Ounahi,Marseille,MAR,MF,0,32,14,11,19,2,16,13,40,24,15,2,16,48,9
Renan Lodi,Marseille,BRA,DF,0,30,20,13,14,3,17,8,58.6,12,11,3,25,54,43
Michael Amir Murillo,Marseille,PAN,DF,2,27,17,16,7,4,17,12,65.4,9,14,2,16,41,39
Vitinha,Marseille,POR,FW,0,15,10,3,5,7,3,10,16.7,15,12,2,6,20,13
Luis Henrique,Marseille,BRA,"FW,DF",0,14,12,9,2,3,7,12,63.6,4,12,0,14,28,6
Quentin Merlin,Marseille,FRA,DF,0,27,23,17,8,2,18,8,51.4,17,8,0,9,36,25
Bamo Meïté,Marseille,CIV,DF,0,21,13,17,4,0,11,11,68.8,5,18,7,19,36,51
Valentin Rongier,Marseille,FRA,MF,0,26,13,9,15,2,14,19,46.7,16,23,4,18,44,21
Ulisses Garcia,Marseille,SUI,DF,2,21,16,6,13,2,13,5,65,7,8,3,8,28,13
Faris Pemi Moumbagna,Marseille,CMR,FW,0,5,2,0,3,2,0,6,0,4,6,0,4,9,2
Pape Gueye,Marseille,SEN,"MF,DF",0,33,21,11,19,3,13,14,68.4,6,17,3,13,46,12
Joaquín Correa,Marseille,ARG,"FW,MF",0,11,8,6,3,2,2,4,15.4,11,4,0,1,12,2
Jean Onana,Marseille,CMR,MF,1,23,15,6,14,3,13,8,52,12,10,2,12,34,11
Rubén Blanco,Marseille,ESP,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Bilal Nadir,Marseille,FRA,"MF,FW",0,4,10,2,2,0,1,1,50,1,1,0,2,6,3
Emran Soglo,Marseille,ENG,"MF,DF",0,7,5,2,5,0,5,10,62.5,3,10,0,1,8,4
François Mughe,Marseille,CMR,"MF,DF",0,0,0,0,0,0,0,2,0,4,2,0,1,1,1
Raimane Daou,Marseille,COM,"DF,MF",0,2,2,1,1,0,1,0,33.3,2,0,0,1,3,2
Mattéo Guendouzi,Marseille,FRA,MF,0,0,0,0,0,0,0,0,,0,1,1,0,0,0
Sofiane Sidi Ali,Marseille,FRA,MF,0,2,0,0,2,0,1,1,50,1,1,0,2,4,0
Gael Lafont,Marseille,FRA,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
Keyliane Abdallah,Marseille,FRA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Noam Mayoka-Tika,Marseille,BEL,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Stanislav Lobotka,Napoli,SVK,MF,1,72,47,24,35,13,30,27,40,45,37,10,47,112,36
Giovanni Di Lorenzo,Napoli,ITA,DF,0,78,52,39,33,6,47,36,52.8,42,54,18,32,108,60
Khvicha Kvaratskhelia,Napoli,GEO,FW,0,50,27,12,23,15,18,22,32.1,38,23,1,17,67,11
Alex Meret,Napoli,ITA,GK,1,1,0,1,0,0,1,0,50,1,0,0,0,1,14
Andre-Frank Zambo Anguissa,Napoli,CMR,MF,1,72,39,24,37,11,39,45,45.3,47,51,6,36,108,28
Amir Rrahmani,Napoli,KVX,DF,0,38,31,19,15,4,18,17,50,18,28,11,33,69,123
Matteo Politano,Napoli,ITA,FW,1,22,9,10,8,4,13,10,28.3,33,11,1,17,38,13
Juan Jesus,Napoli,BRA,DF,1,53,25,31,19,3,27,14,69.2,12,29,15,30,80,84
Victor Osimhen,Napoli,NGA,FW,0,9,5,0,4,5,2,4,40,3,7,3,5,14,28
Piotr Zieliński,Napoli,POL,MF,0,25,17,6,14,5,12,12,46.2,14,13,1,13,38,17
Leo Skiri Østigård,Napoli,NOR,DF,0,28,17,16,11,1,6,7,50,6,22,15,19,46,78
Giacomo Raspadori,Napoli,ITA,"FW,MF",0,24,11,6,13,5,7,16,38.9,11,17,1,4,28,9
Mathías Olivera,Napoli,URU,DF,0,63,37,38,19,6,29,32,60.4,19,39,7,27,90,32
Mário Rui,Napoli,POR,DF,0,30,18,18,7,5,17,18,54.8,14,20,2,19,47,24
Natan,Napoli,BRA,DF,0,24,16,17,5,2,11,6,57.9,8,26,20,14,37,52
Jens Cajuste,Napoli,SWE,MF,0,43,30,18,19,6,24,19,55.8,19,23,4,8,49,17
Giovanni Simeone,Napoli,ARG,FW,0,15,8,3,4,8,3,11,25,9,11,0,4,17,8
Pierluigi Gollini,Napoli,ITA,GK,0,1,1,1,0,0,1,0,100,0,0,0,1,2,2
Jesper Lindstrøm,Napoli,DEN,FW,0,14,6,3,6,5,7,4,58.3,5,4,0,4,16,6
Pasquale Mazzocchi,Napoli,ITA,"DF,MF",0,5,4,1,2,2,2,4,66.7,1,5,1,3,6,13
Elif Elmas,Napoli,MKD,"FW,MF",0,4,3,1,3,0,2,4,66.7,1,4,0,4,8,8
Hamed Junior Traorè,Napoli,CIV,MF,1,4,2,2,0,2,1,6,16.7,5,6,0,4,8,1
Cyril Ngonge,Napoli,BEL,FW,0,5,3,1,4,0,2,2,100,0,2,0,0,5,2
Gianluca Gaetano,Napoli,ITA,MF,0,4,3,0,4,0,2,4,40,3,6,2,1,5,4
Alessio Zerbin,Napoli,ITA,FW,0,5,4,1,3,1,2,1,28.6,5,1,0,1,5,0
Alessandro Zanoli,Napoli,ITA,DF,0,1,3,1,0,0,0,0,,0,0,0,3,2,2
Diego Demme,Napoli,GER,MF,0,1,2,0,1,0,0,0,0,1,0,0,0,1,0
Leander Dendoncker,Napoli,BEL,MF,0,0,0,0,0,0,0,0,,0,1,1,0,0,0
Nikita Contini Baranovsky,Napoli,ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
Filip Jørgensen,Villarreal,DEN,GK,3,3,1,3,0,0,3,0,75,1,0,0,2,5,12
Daniel Parejo,Villarreal,ESP,MF,3,51,35,17,27,7,24,20,42.9,32,30,10,26,75,33
Alex Baena,Villarreal,ESP,"MF,FW",1,37,23,12,16,9,21,22,37.5,35,24,2,20,56,19
Alexander Sørloth,Villarreal,NOR,FW,0,6,3,1,2,3,2,8,33.3,4,12,4,1,7,33
Gerard Moreno,Villarreal,ESP,FW,0,30,16,11,10,9,13,18,44.8,16,25,7,11,41,27
Jorge Cuenca,Villarreal,ESP,DF,0,44,36,28,10,6,21,13,65.6,11,29,16,30,69,133
Santi Comesaña,Villarreal,ESP,MF,1,47,33,16,23,8,22,32,48.9,23,41,9,24,70,31
Raúl Albiol,Villarreal,ESP,DF,0,26,15,16,9,1,18,7,66.7,9,32,25,18,43,111
Ilias Akhomach,Villarreal,MAR,"MF,FW",1,41,25,14,18,9,10,9,38.5,16,11,2,18,58,15
Kiko Femenía,Villarreal,ESP,DF,0,38,27,19,16,3,21,19,58.3,15,25,6,37,74,52
Étienne Capoue,Villarreal,FRA,MF,1,44,23,21,17,6,21,18,70,9,22,4,31,74,28
Alberto Moreno,Villarreal,ESP,DF,0,35,25,22,11,2,12,11,32.4,25,17,6,29,60,37
Aïssa Mandi,Villarreal,ALG,DF,0,18,11,12,6,0,8,3,50,8,12,9,18,34,55
José Luis Morales,Villarreal,ESP,"FW,MF",0,7,4,1,4,2,4,9,28.6,10,10,1,7,14,5
Yerson Mosquera,Villarreal,COL,DF,0,28,14,18,7,3,13,11,68.4,6,13,2,17,45,70
Alfonso Pedraza,Villarreal,ESP,DF,0,29,14,21,6,2,11,10,55,9,17,7,16,44,23
Adrià Altimira,Villarreal,ESP,"DF,MF",0,24,17,12,10,2,15,15,46.9,17,20,5,8,31,21
Juan Foyth,Villarreal,ARG,DF,0,29,17,21,8,0,13,14,46.4,15,19,5,15,43,48
Francis Coquelin,Villarreal,FRA,MF,0,23,14,8,10,5,6,11,37.5,10,15,4,20,42,17
Pepe Reina,Villarreal,ESP,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
Gonçalo Guedes,Villarreal,POR,"FW,MF",0,8,6,2,3,3,3,9,30,7,9,0,2,10,3
Eric Bailly,Villarreal,CIV,DF,2,6,5,4,2,0,3,0,75,1,8,8,9,15,44
Ramón Terrats,Villarreal,ESP,"MF,DF",0,18,16,8,8,2,8,12,44.4,10,14,2,6,22,10
Matteo Gabbia,Villarreal,ITA,DF,1,13,7,6,7,0,7,3,58.3,5,10,7,14,27,54
Manu Trigueros,Villarreal,ESP,MF,0,15,13,6,7,2,10,2,50,10,3,1,4,18,10
Yeremi Pino,Villarreal,ESP,"MF,FW",0,27,19,13,11,3,10,14,50,10,15,1,7,34,6
Ben Brereton,Villarreal,CHI,"FW,MF",0,4,3,1,1,2,1,1,33.3,2,1,0,0,4,0
Bertrand Traoré,Villarreal,BFA,MF,0,5,4,2,1,2,1,6,25,3,6,0,1,6,2
Carlos Romero,Villarreal,ESP,DF,0,11,5,8,1,2,7,3,58.3,5,3,0,1,12,11
Denis Suárez,Villarreal,ESP,"MF,FW",0,0,0,0,0,0,0,1,0,2,3,2,0,0,4
Pascu,Villarreal,ESP,FW,0,0,1,0,0,0,0,1,,0,1,0,0,0,0
Stefan Lekovic,Villarreal,SRB,DF,0,0,0,0,0,0,0,0,,0,1,1,0,0,1
Diego Collado,Villarreal,ESP,"FW,MF",,,1,,,,,,,,,,0,0,
Vanja Milinković-Savić,Torino,SRB,GK,4,1,0,1,0,0,1,0,100,0,0,0,1,2,14
Raoul Bellanova,Torino,ITA,DF,3,36,26,15,17,4,18,17,58.1,13,21,4,15,51,36
Ricardo Rodríguez,Torino,SUI,DF,2,45,31,21,22,2,28,13,62.2,17,22,9,28,69,64
Duván Zapata,Torino,COL,FW,0,18,7,9,2,7,3,14,25,9,20,6,9,25,26
Nikola Vlašić,Torino,CRO,"MF,FW",0,28,16,6,14,8,4,19,13.3,26,26,7,11,39,16
Alessandro Buongiorno,Torino,ITA,DF,0,70,39,43,24,3,24,8,70.6,10,20,12,76,139,131
Samuele Ricci,Torino,ITA,MF,0,33,20,17,12,4,15,18,65.2,8,21,3,27,60,25
Antonio Sanabria,Torino,PAR,"FW,MF",0,18,16,5,9,4,4,6,44.4,5,7,1,6,24,12
Ivan Ilić,Torino,SRB,MF,0,22,10,9,10,3,13,13,48.1,14,20,7,20,42,31
Adrien Tameze,Torino,CMR,"DF,MF",2,35,16,13,18,4,18,13,48.6,19,24,11,49,82,25
Valentino Lazaro,Torino,AUT,"DF,MF",0,18,12,7,9,2,13,13,68.4,6,14,1,8,26,29
Karol Linetty,Torino,POL,MF,1,30,23,9,20,1,9,16,31,20,24,8,25,53,27
Mërgim Vojvoda,Torino,KVX,DF,0,17,10,7,6,4,11,10,68.8,5,12,2,15,30,28
Adam Masina,Torino,MAR,DF,0,17,12,8,8,1,5,6,25,15,12,6,11,28,30
Perr Schuurs,Torino,NED,DF,0,20,15,11,8,1,3,8,33.3,6,10,2,11,29,23
Pietro Pellegri,Torino,ITA,FW,0,5,1,1,4,0,1,3,20,4,4,1,2,7,3
Koffi Djidji,Torino,CIV,DF,0,14,9,9,5,0,3,5,75,1,10,5,10,24,20
Gvidas Gineitis,Torino,LTU,MF,1,11,10,3,8,0,4,6,57.1,3,10,4,6,15,9
Matteo Lovato,Torino,ITA,DF,0,10,7,5,5,0,4,4,80,1,9,5,13,23,10
Demba Seck,Torino,SEN,MF,0,5,3,1,4,0,3,1,75,1,1,0,1,6,0
Nemanja Radonjić,Torino,SRB,"MF,FW",0,1,1,0,0,1,1,3,33.3,2,3,0,0,1,0
Saba Sazonov,Torino,GEO,DF,0,9,7,4,5,0,3,3,100,0,8,5,3,12,22
Luca Gemello,Torino,ITA,GK,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
David Okereke,Torino,NGA,"FW,MF",0,3,1,1,1,1,0,2,0,3,2,0,1,4,0
David Zima,Torino,CZE,DF,0,1,1,1,0,0,0,0,,0,0,0,5,4,7
Yann Karamoh,Torino,FRA,"MF,FW",0,1,0,0,0,1,0,0,,0,0,0,0,1,1
Brandon Soppy,Torino,FRA,DF,1,2,2,1,1,0,2,2,33.3,4,2,0,0,2,3
Simone Verdi,Torino,ITA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Zanos Savva,Torino,CYP,"DF,MF",0,1,1,0,1,0,1,0,33.3,2,0,0,0,1,1
Alessandro Dellavalle,Torino,ITA,DF,0,0,0,0,0,0,0,0,,0,1,1,1,1,0
Brian Bayeye,Torino,COD,DF,,,0,,,,,,,,,,0,0,
Wilfried Singo,Torino,CIV,"DF,MF",,,0,,,,,,,,,,0,0,
Willian Pacho,Eint Frankfurt,ECU,DF,2,76,49,46,29,1,38,36,61.3,24,62,26,62,136,164
Kevin Trapp,Eint Frankfurt,GER,GK,2,0,0,0,0,0,0,0,,0,0,0,1,1,10
Robin Koch,Eint Frankfurt,GER,DF,3,46,32,33,13,0,23,10,57.5,17,36,26,43,87,158
Tuta,Eint Frankfurt,BRA,DF,1,67,40,41,20,6,40,20,62.5,24,32,12,52,114,111
Omar Marmoush,Eint Frankfurt,EGY,"FW,MF",0,29,17,8,9,12,7,14,33.3,14,14,0,12,41,7
Ellyes Skhiri,Eint Frankfurt,TUN,MF,3,60,42,28,24,8,22,34,52.4,20,39,5,55,112,59
Mario Götze,Eint Frankfurt,GER,MF,0,61,41,25,26,10,30,20,41.7,42,23,3,22,83,14
Fares Chaïbi,Eint Frankfurt,ALG,"MF,FW",0,32,19,10,13,9,12,42,48,13,44,2,7,39,22
Junior Dina Ebimbe,Eint Frankfurt,FRA,"MF,DF",1,49,37,16,19,14,21,28,43.8,27,35,7,11,58,42
Ansgar Knauff,Eint Frankfurt,GER,"MF,DF",0,50,31,19,20,11,20,40,48.8,21,43,3,23,72,19
Hugo Larsson,Eint Frankfurt,SWE,MF,1,35,21,20,11,4,17,30,51.5,16,37,7,36,71,32
Aurélio Buta,Eint Frankfurt,POR,"DF,MF",0,47,34,24,17,6,26,26,59.1,18,31,5,23,70,42
Niels Nkounkou,Eint Frankfurt,FRA,"DF,MF",0,80,47,46,26,8,41,38,49.4,42,42,4,29,107,42
Philipp Max,Eint Frankfurt,GER,DF,2,26,23,6,18,2,19,17,73.1,7,18,1,8,33,18
Hrvoje Smolčić,Eint Frankfurt,CRO,DF,1,10,5,8,2,0,7,3,70,3,6,3,11,21,38
Hugo Ekitike,Eint Frankfurt,FRA,FW,0,11,7,3,6,2,4,11,66.7,2,11,0,2,13,4
Makoto Hasebe,Eint Frankfurt,JPN,"DF,MF",0,6,8,4,2,0,4,1,57.1,3,2,1,5,9,6
Jessic Ngankam,Eint Frankfurt,GER,FW,0,5,4,1,2,2,1,0,100,0,0,0,0,5,2
